Afrihkká	África
Alit vuodjalasta	Pinguicula vulgaris
Gottesáhpal	Astragalus frigidus
Alitnásti	Gentiana nivalis
Vuodjalasttat	Pinguicula
Gálberássi	Rhodiola rosea
Alitnárti	Saxifraga oppositifolia
Ruksesrássi	Silene dioica
Riessanellet	Dianthus superbus
Kuopio	Kuopio
Vårt land	Maamme
Heaŋggolieđga	Orthilia secunda
Nástenárti	Micranthes stellaris
Bealdoseakkalasta	Spergula arvensis
Vilgessieđga	Salix lanata
Gironlasta	Salix herbacea
Kópavogur	Kópavogur
Einar Gerhardsen	Einar Gerhardsen
Uhcabáiski	Hydrocoloeus minutus
Haakon Magnus (Norgga ruvdnaprinsa)	Haakon Magnus de Noruega
Ingrid Alexandra (Norgga prinseassa)	Ingrid Alexandra de Noruega
Hávga	Esox lucius
Huittinen	Huittinen
Ávža	Prunus padus
Iinnasuolu	Hinnøya
Kveanagiella	Idioma kven
Ruonáčáihni	Picus viridis
Njenecat	Nenets (etnia)
Bággolonisteapmi	Expropiación
Mu isamaa, mu õnn ja rõõm	Mu isamaa, mu õnn ja rõõm
Vuoskku	Perca fluviatilis
Frans Hals	Frans Hals
Gaccepat	Paridae
Robert Frost	Robert Frost
Aïn Defla eanangoddi	Provincia de Aín Defla
Akseli Gallen-Kallela	Akseli Gallen-Kallela
Skuolfi	Bubo scandiacus
Uvlohávut	Pernis apivorus
Keflavík	Keflavík
Bađošgaccet	Aegithalos caudatus
Janez Drnovšek	Janez Drnovšek
Hálddahusriekti	Derecho administrativo
Fuolki	Parentesco
Eurovision lávllagilvvohallan 1956	Festival de la Canción de Eurovisión 1956
Л	Л
Stuoragiljobaš	Anser albifrons
Sabehat	Tabla de esquí
Čoavjehávvi	Úlcera péptica
Ч	Ч
Ш	Ш
Н	Н
Vilgessoadjeskávli	Larus glaucoides
Ф	Ф
Bearalskuolfi	Aegolius funereus
Rigaluokta	Golfo de Riga
Échenevex	Échenevex
Rievssatfálli	Falco rusticolus
Áigi (giellaoahpalaš)	Tiempo gramatical
Sololá (departemeanta)	Sololá
Guatemala leavga	Bandera de Guatemala
О	О
Vårgårda gielda	Vårgårda
Rievssat	Lagopus lagopus
М	М
Vårdö	Vårdö
Ц	Ц
Urho Kekkonen	Urho Kekkonen
Х	Х
У	У
С	С (cirílico)
Ránesbuokča	Podiceps grisegena
Harjumaa	Condado de Harju
Pori	Pori
Andrew Lloyd Webber	Andrew Lloyd Webber
Gussagoalsi	Mergus merganser
Й	Й
Р	Р
Lappeenranta	Lappeenranta
Matti Vanhanen	Matti Vanhanen
Châtillon-en-Michaille	Châtillon-en-Michaille
Щ	Щ
Т	Т
Bakku	Bonasa bonasia
Báktegájanas	Eco
Livlánda	Livonia
Vordingborg	Vordingborg (municipio)
Doavtta	Gavia arctica
Uhcačáihni	Dendrocopos minor
Vuohki (giellaoahpalaš)	Modo gramatical
Partihkal (sátneluohkká)	Partícula gramatical
Pärnumaa	Condado de Pärnu
Čáhcevuonccis	Rallus aquaticus
Louisa May Alcott	Louisa May Alcott
Garðabær	Garðabær
Joensuu	Joensuu
Ю	Ю
Jambol	Yambol
Lofuohta	Islas Lofoten
Carl Larsson	Carl Larsson
Ruksesčottačuonjá	Branta ruficollis
Järvamaa	Condado de Järva
Võrumaa	Condado de Võru
Adrar eanangoddi	Provincia de Adrar
Belley	Belley
Ain gielddat	Anexo:Comunas de Ain
Eurovision lávllagilvvohallan 1958	Festival de la Canción de Eurovisión 1958
Kantarella	Cantharellus cibarius
Lulli-Suoma leatna	Finlandia Meridional
Я	Я
Luossa	Salmo salar
Jan Matejko	Jan Matejko
Álbmotdearvvašvuohta	Salud pública
Vuoktagoalsi	Mergus serrator
Karabük eanangoddi	Karabük
Oarje-Virumaa	Condado de Lääne-Viru
Nuorta-Virumaa	Condado de Ida-Viru
Läänemaa	Condado de Lääne
Jõgevamaa	Condado de Jõgeva
Inuhkat	Inuit
Govuskuolfi	Strix uralensis
Bargiidbellodat	Partido Laborista Noruego
NRK	Norsk Rikskringkasting
Gieddeviola	Viola tricolor
Áhpedoavtta	Gavia immer
Prunus	Prunus
Mikkeli	Mikkeli
Venn-diagrámma	Diagrama de Venn
Gaskasudanalaš gielat	Lenguas sudánicas centrales
Skábma	Noche polar
Indiačuonjá	Anser indicus
Cihceskuolfi	Glaucidium passerinum
Bellegarde-sur-Valserine	Bellegarde-sur-Valserine
Ы	Ы
Giljobaš	Anser erythropus
Э	Э
Põlvamaa	Condado de Põlva
Čáhppesbuokča	Podiceps auritus
Viljandimaa	Condado de Viljandi
Bartolomé Esteban Murillo	Bartolomé Esteban Murillo
Kotka	Kotka
Ambérieu-en-Bugey	Ambérieu-en-Bugey
Norgga fylkkat	Provincias de Noruega
Raplamaa	Condado de Rapla
Valgamaa	Condado de Valga
Tartumaa	Condado de Tartu
Haváijasullot	Archipiélago de Hawái
Oarje-Suoma leatna	Finlandia Occidental
Nokia (gávpot)	Nokia (ciudad)
Selfoss	Selfoss (pueblo)
Ivan Šiškin	Iván Shishkin
Kajaani	Kajaani
Bigán	Surnia ulula
Guksi	Cucharón
Porvoo	Porvoo
Phu Cat Airport	Aeropuerto de Phu Cat
Ambronay	Ambronay
Suovasteapmi	Ahumado
Ambléon	Ambléon
Geirangerfjorden	Fiordo de Geiranger
Artemare	Artemare
Anglefort	Anglefort
Arnold Rüütel	Arnold Rüütel
Aranc	Aranc
Nuorta-Suoma leatna	Finlandia Oriental
Armix	Armix
Bjørnøya	Isla del Oso
Ruoná lihttu	Liga Verde
Dorski	Gadus morhua
Eurovision lávllagilvvohallan 1959	Festival de la Canción de Eurovisión 1959
Buranovskije Babuški	Buránovskiye Bábushki
Ross jiekŋalahtta	Barrera de hielo de Ross
Ruoŧa leanat	Provincias de Suecia
Gárggogoalsi	Mergellus albellus
Ránesskuolfi	Strix nebulosa
Eurovision lávllagilvvohallan 1961	Festival de la Canción de Eurovisión 1961
Livkkárat	Muscicapidae
Ránesčáihni	Picus canus
Meahccevuoncceslottit	Tetraoninae
Skoarra	Melanitta fusca
Ь	Ь
Finnair	Finnair
Katla (vulkána)	Katla
Eurovision lávllagilvvohallan 1998	Festival de la Canción de Eurovisión 1998
Oulu leatna	Provincia de Oulu
Sergei Stanišev	Sergéi Stánishev
Hämeenlinna	Hämeenlinna
Juho Kusti Paasikivi	Juho Kusti Paasikivi
Čáhppesmuorji	Empetrum nigrum
Bâgé-le-Châtel	Bâgé-le-Châtel
Beaglečoalbmi	Canal Beagle
Apremont, Ain	Apremont (Ain)
Skáhpeskážirat	Sorbaria
Eurovision lávllagilvvohallan 1960	Festival de la Canción de Eurovisión 1960
Saaremaa (eanangoddi)	Condado de Saare
Höfuðborgarsvæðið	Höfuðborgarsvæðið
Georges de La Tour	Georges de La Tour
Gulmmet	Gasterosteus aculeatus
Giepma	Kemi
Arbignieu	Arbignieu
Andert-et-Condon	Andert-et-Condon
Ambérieux-en-Dombes	Ambérieux-en-Dombes
Kouvola	Kouvola
L'Abergement-Clémenciat	L'Abergement-Clémenciat
Suðurland	Suðurland
Kalundborg	Kalundborg (municipio)
Vuodjinkoarta	Autorización para la conducción de vehículos
Giron (loddi)	Lagopus mutus
Beštorat	Motacillidae
Nøtterøy	Nøtterøy
Champagne-en-Valromey	Champagne-en-Valromey
Ars-sur-Formans	Ars-sur-Formans
Bettant	Bettant
Bâgé-la-Ville	Bâgé-la-Ville
Helssega metro	Metro de Helsinki
Vilgessealčáihni	Dendrocopos leucotos
Ruvdnaprinsa	Príncipe heredero
Uusikaupunki	Uusikaupunki
Davvinuortaeana	Nordaustlandet
Brénod	Brénod
Kjell Magne Bondevik	Kjell Magne Bondevik
Olbmoborranrássi	Angelica archangelica
Hyvinkää	Hyvinkää
Émile Friant	Émile Friant
Ivan Kramskoi	Iván Kramskói
Junior Eurovision lávllagilvvohallan 2007	Festival de la Canción de Eurovisión Junior 2007
Áhpehávda	Somateria spectabilis
Kokkola	Kokkola
Kuusamo	Kuusamo
Gáranasmuorji	Arctostaphylos uva-ursi
Belmont-Luthézieu	Belmont-Luthézieu
Kauniainen	Kauniainen
Järvenpää	Järvenpää
Bealgelottit	Troglodytidae
Vilgesnjunáhpedoavtta	Gavia adamsii
Argis	Argis
Bohas-Meyriat-Rignat	Bohas-Meyriat-Rignat
Châtillon-sur-Chalaronne	Châtillon-sur-Chalaronne
Asnières-sur-Saône	Asnières-sur-Saône
L'Abergement-de-Varey	L'Abergement-de-Varey
Arbigny	Arbigny
Soluna Samay	Soluna Samay
Katwijk	Katwijk
Bealljerástát	Bombycillidae
Arbent	Arbent
Billiat	Billiat
Attignat	Attignat
Chalamont	Chalamont
Oanehisnjunčuonjá	Anser brachyrhynchus
Girkonjárga	Kirkenes
Eurovision lávllagilvvohallan 1971	Festival de la Canción de Eurovisión 1971
Risto Ryti	Risto Heikki Ryti
Pehr Evind Svinhufvud	Pehr Evind Svinhufvud
Kyösti Kallio	Kyösti Kallio
Daniel (Ruoŧa prinsa)	Daniel Westling
Thorbjørn Jagland	Thorbjørn Jagland
Ceyzériat	Ceyzériat
Champdor	Champdor
Charix	Charix
Čáihni	Picoides tridactylus
Urnes stáhpegirku	Iglesia de madera de Urnes
Junior Eurovision lávllagilvvohallan 2003	Festival de la Canción de Eurovisión Junior 2003
Norðurland vestra	Norðurland Vestra
Baneins	Baneins
Chanay	Chanay
Bellignat	Bellignat
Bénonces	Bénonces
Biziat	Biziat
Champfromier	Champfromier
Béon, Ain	Béon (Ain)
Goargohaŋŋá	Polysticta stelleri
Salo	Salo (Finlandia)
Imatra	Imatra
Jõhvi	Jõhvi
Béligneux	Béligneux
Brens, Ain	Brens (Ain)
Ъ	Ъ
Time	Time (desambiguación)
Arandas, Ain	Arandas (Ain)
Brégnier-Cordon	Brégnier-Cordon
Briord	Briord
Belleydoux	Belleydoux
Napo (provinsa)	Provincia de Napo
Islándda presideanta	Anexo:Presidentes de Islandia
Nærøyfjorden	Fiordo de Nærøy
Conzieu	Conzieu
La Boisse	La Boisse
Brénaz	Brénaz
Ceyzérieu	Ceyzérieu
Chazey-Bons	Chazey-Bons
Suðurnes	Suðurnes
Antigua Guatemala	La Antigua Guatemala
Certines	Certines
Bouligneux	Bouligneux
Bény	Bény
Bolozon	Bolozon
Cormaranche-en-Bugey	Cormaranche-en-Bugey
Annaba eanangoddi	Provincia de Annaba
Khenchela eanangoddi	Provincia de Jenchela
Lauri Kristian Relander	Lauri Kristian Relander
Giebmegáisi	Kebnekaise
Duortnus	Tornio
Estelle (Ruoŧa prinseassa)	Estela de Suecia
Kaarlo Juho Ståhlberg	Kaarlo Juho Ståhlberg
Davvi-Norga	Nord-Norge
John Bauer	John Bauer
Suomussalmi	Suomussalmi
Seltjarnarnes	Seltjarnarnes
MacBook Pro	MacBook Pro
Noarsa	Phoxinus phoxinus
Guovssat	Perisoreus infaustus
Junior Eurovision lávllagilvvohallan 2005	Festival de la Canción de Eurovisión Junior 2005
Tuusula	Tuusula
Lohja	Lohja
Giemajohka	Río Kemi
Pastaza (provinsa)	Provincia de Pastaza
Thomas Eakins	Thomas Eakins
Junior Eurovision lávllagilvvohallan 2006	Festival de la Canción de Eurovisión Junior 2006
Junior Eurovision lávllagilvvohallan 2004	Festival de la Canción de Eurovisión Junior 2004
Helsset-Vantaa girdišillju	Aeropuerto de Helsinki-Vantaa
Idnešattut	Lycophyta
Askøy	Askøy
Eurovision dánsungilvohallan	Festival de baile de Eurovisión
Batna eanangoddi	Provincia de Batna
Béchar eanangoddi	Provincia de Béchar
Østlandet	Østlandet
Lievenge	Levanger
Hanko	Hanko
Kerava	Kerava
Suoma leanat	Provincias de Finlandia
Araukariašattut	Araucariaceae
Cihrrelastavizar	Phylloscopus sibilatrix
Gulen	Gulen
Skierde	Stjørdal
Alstahaug	Alstahaug
Látvia presideanta	Presidente de Letonia
Zonguldak eanangoddi	Provincia de Zonguldak
Gangkhar Puensum	Gangkhar Puensum
Azuay (provinsa)	Provincia de Azuay
Austurland	Austurland
Space Invaders	Space Invaders
Swieqi	Swieqi
Anggun	Anggun
Mostaganem eanangoddi	Provincia de Mostaganem
Vesturland	Vesturland
Bang Khae	Bang Khae
Tamanrasset eanangoddi	Provincia de Tamanrasset
Tindouf eanangoddi	Provincia de Tinduf
Oran eanangoddi	Provincia de Orán
Laghouat eanangoddi	Provincia de Laghouat
Chlef eanangoddi	Provincia de Chlef
Constantine eanangoddi	Provincia de Constantina
Fiskesviola	Viola biflora
Djelfa eanangoddi	Provincia de Djelfa
Tiaret eanangoddi	Provincia de Tiaret
Tlemcen eanangoddi	Provincia de Tlemecén
Blida eanangoddi	Provincia de Blida
Saïda eanangoddi	Provincia de Saida
Tizi Ouzou eanangoddi	Provincia de Tizi Ouzou
El Oued eanangoddi	Provincia de El Oued
Bouïra eanangoddi	Provincia de Bouira
Illizi eanangoddi	Provincia de Illizi
Béjaïa eanangoddi	Provincia de Bugía
Aïn Témouchent eanangoddi	Provincia de Aïn Témouchent
Naâma eanangoddi	Provincia de Naama
Skikda eanangoddi	Provincia de Skikda
El Bayadh eanangoddi	Provincia de El Bayadh
Oum El Bouaghi eanangoddi	Provincia de Oum el-Bouaghi
Ouargla eanangoddi	Provincia de Ouargla
Sidi Bel Abbes eanangoddi	Provincia de Sidi Bel Abbes
Jijel eanangoddi	Provincia de Jijel
Mila eanangoddi	Provincia de Mila
Guelma eanangoddi	Provincia de Guelma
Tissemsilt eanangoddi	Provincia de Tissemsilt
Médéa eanangoddi	Provincia de Médéa
Tipaza eanangoddi	Provincia de Tipasa
Challex	Challex
Cessy	Cessy
Boumerdès eanangoddi	Provincia de Bumerdés
Relizane eanangoddi	Provincia de Relizan
Souk Ahras eanangoddi	Provincia de Souk Ahras
Mascara eanangoddi	Provincia de Muaskar
El Taref eanangoddi	Provincia de El Tarf
Ў	Ў
Sétif eanangoddi	Provincia de Sétif
Corlier	Corlier
Corbonod	Corbonod
Beaupont	Beaupont
Évosges	Évosges
Citlaltépetl	Citlaltépetl
Chimborazo (provinsa)	Provincia de Chimborazo
Aarhus (gielda)	Aarhus (municipio)
Deadache	Deadache
M'Sila eanangoddi	Provincia de M'Sila
Cotopaxi (provinsa)	Provincia de Cotopaxi
Balan, Ain	Balan (Ain)
Brion, Ain	Brion (Ain)
Dagneux	Dagneux
Norðurland eystra	Norðurland Eystra
Divonne-les-Bains	Divonne-les-Bains
PZ Myers	PZ Myers
Cerdon, Ain	Cerdon (Ain)
Culoz	Culoz
IPhone 4S	IPhone 4s
Ulvila	Ulvila
Sveitarfélagið Árborg	Árborg
Árneshreppur	Árneshreppur
Árnessýsla	Árnessýsla
Cerro Chirripó	Cerro Chirripó
Bamse	Bamse
Ásahreppur	Ásahreppur
Goalssit	Mergus
Birżebbuġa	Birżebbuġa
Jiellevári gielda	Gällivare
Speallanhálla	Salón recreativo
Chiquimula	Chiquimula (municipio)
Islánddaheasta	Caballo islandés
Émile Bernard	Émile Bernard
Bordj Bou Arréridj eanangoddi	Provincia de Bordj Bou Arréridj
Tébessa eanangoddi	Provincia de Tébessa
Dortan	Dortan
Åsele gielda	Åsele
Damon Albarn	Damon Albarn
Chézery-Forens	Chézery-Forens
Juvénal Habyarimana	Juvénal Habyarimana
Pichincha (provinsa)	Provincia de Pichincha
Çankırı eanangoddi	Provincia de Çankırı
Siv Jensen	Siv Jensen
Échallon	Échallon
Borgarnes	Borgarnes
Hvalfjarðarsveit	Hvalfjarðarsveit
Romssa universitehta	Universidad de Tromsø
Gáranasmuorjjit	Arctostaphylos
Tårnby	Tårnby
Erna Solberg	Erna Solberg
Ísafjarðarbær	Ísafjarðarbær
Sveitarfélagið Ölfus	Sveitarfélagið Ölfus
Konstantin Päts	Konstantin Päts
Aalborg (gielda)	Aalborg (municipio)
IPhone 4	IPhone 4
Partihkal	Partícula
Korppoo	Korpo
Apostillasteampil	Apostilla de La Haya
Bábut	Phaseolus
Rasmus Rask	Rasmus Christian Rask
Jan P. Syse	Jan Peder Syse
Peter Nalitch	Peter Nalitch
Haapajärvi	Haapajärvi
Andrew Wyeth	Andrew Wyeth
Øygarden	Øygarden
Christer Fuglesang	Christer Fuglesang
Uzejir Hadjibejov	Uzeyir Hajibeyov
Kuupik Kleist	Kuupik Kleist
Kåre Willoch	Kåre Willoch
Lars Korvald	Lars Korvald
Johan Nygaardsvold	Johan Nygaardsvold
Babez For Breakfast	Babez For Breakfast
Nicolai Abildgaard	Nikolai Abraham Abildgaard
Carchi (provinsa)	Provincia de Carchi
Imbabura (provinsa)	Provincia de Imbabura
Valkeakoski	Valkeakoski
Juovvagáiskkit	Dryopteris filix-mas
Trygve Bratteli	Trygve Bratteli
Nuorta-Uusimaa eanangoddi	Uusimaa Oriental
Almmolašvuođaláhka	Legislación acerca de libertad de información
Amol	Amol
Maldonado (departemeanta)	Departamento de Maldonado
Quetzaltenango	Quetzaltenango
Þingeyjarsveit	Þingeyjarsveit
Guayas (provinsa)	Provincia del Guayas
Esmeraldas (provinsa)	Provincia de Esmeraldas
Odvar Nordli	Odvar Nordli
John Lyng	John Lyng
Grýtubakkahreppur	Grýtubakkahreppur
Bealdoviola	Viola arvensis
Ħamrun	Ħamrun
Nárvvit	Ritidosis
Islándda vulkánat	Anexo:Volcanes de Islandia
Oscar Torp	Oscar Torp
Hamina	Hamina
Sulkava	Sulkava
Nastola	Nastola
Raisio	Raisio
Gáiskkit	Polypodiidae
Janakkala	Janakkala
Jeaggemuorji	Vaccinium oxycoccos
Pälkäne	Pälkäne
Bjurholmma gielda	Bjurholm
Nils-Aslak Valkeapää	Nils-Aslak Valkeapää
Alain Finkielkraut	Alain Finkielkraut
John Michael Wright	John Michael Wright
Gloppen	Gloppen
Ŋ	Ŋ
Pedersöre gielda	Pedersöre
Aftenposten	Aftenposten
Agdenes	Agdenes
Ŧ	Ŧ
Akaa	Akaa
Akrahreppur	Akrahreppur
Rávdu	Salvelinus alpinus
Mariestada gielda	Municipio de Mariestad
Riihimäki	Riihimäki
Skellefteå gielda	Skellefteå (municipio)
En-Dor	Endor (Biblia)
Breiðdalshreppur	Breiðdalshreppur
Vanessa da Mata	Vanessa da Mata
Álttá báktesárgumat	Arte rupestre de Alta
Álttáeatnu	Río de Alta
Biskra eanangoddi	Provincia de Biskra
Nuortilastavizar	Phylloscopus trochiloides
Lavalleja (departemeanta)	Departamento de Lavalleja
Magnus (Livlándda gonagas)	Magnus de Holstein
Kristian Birkeland	Kristian Birkeland
Leisha Hailey	Leisha Hailey
Kati-Claudia Fofonoff	Kati-Claudia Fofonoff
Mari Boine	Mari Boine
Sofia Jannok	Sofia Jannok
El Oro (provinsa)	Provincia de El Oro
Petén (departemeanta)	Petén
Idni	Lycopodium clavatum
Persovdnapronomen	Pronombre personal
Francesco Melzi	Francesco Melzi
Mette-Marit (Norgga ruvdnaprinseassa)	Mette-Marit de Noruega
Peter Eriksson	Peter Eriksson
Johannes Virolainen	Johannes Virolainen
Vilgesčurotguoppar	Amanita virosa
Grindavíkurbær	Grindavík
Paramore	Paramore
Fjell	Fjell
Tan Son Nhat	Aeropuerto Internacional de Tan Son Nhat
Kujalleq	Kujalleq
Bayburt eanangoddi	Provincia de Bayburt
Uşak eanangoddi	Provincia de Uşak
Yalova eanangoddi	Provincia de Yalova
Holmestrand	Holmestrand
Porsáŋgu	Porsanger
Karmøy	Karmøy
Råde	Råde
Deanu gielda	Tana (Noruega)
Rakkestad	Rakkestad
Eidfjord	Eidfjord
Austevoll	Austevoll
Gladsaxe	Municipio de Gladsaxe
Brøndby	Brøndby
Nesset	Nesset
Kvinnherad	Kvinnherad
Nord-Aurdal	Nord-Aurdal
Austrheim	Austrheim
Raavrevijhke	Røyrvik
Jølster	Jølster
Klæbu	Klæbu
Skjåk	Skjåk
Frøya	Frøya
Granvin	Granvin
Meldal	Meldal
Fedje	Fedje
Selje	Selje
The Mars Volta	The Mars Volta
Puntriika	Puntlandia
Stord	Stord
Ovddádusbellodat	Partido del Progreso (Noruega)
Ranua	Ranua
Get Heavy	Get Heavy
Oslo universitehta	Universidad de Oslo
The Arockalypse	The Arockalypse
Dovre	Dovre
Andebu	Andebu
Rygge	Rygge
Aurland	Aurland
Sigdal	Sigdal
Marker	Marker (Østfold)
Kvam	Kvam
The Monsterican Dream	The Monsterican Dream
Osterøy	Osterøy
Rissa	Rissa
Vega	Vega (Nordland)
Lom	Lom (Noruega)
Volda	Volda
Melhus	Melhus
Tynset	Tynset
Sola	Sola (Rogaland)
Hægebostad	Hægebostad
Lærdal	Lærdal
Nærøy	Nærøy
Kitee	Kitee
Selbu	Selbu
Huddinge gielda	Huddinge
Fálesnuorri	Kvalsund
Täby gielda	Täby (comuna)
Gaular	Gaular
Fusa	Fusa (Hordaland)
Balestrand	Balestrand
Gol	Gol (Noruega)
Honnesváhki	Honningsvåg
Flekkefjord	Flekkefjord
Guovddášbellodat	Partido de Centro (Noruega)
Herøy (Møre ja Romsdála)	Herøy (Møre og Romsdal)
Lyngby-Taarbæk	Lyngby-Taarbæk
Albertslund	Albertslund (municipio)
Arjepluovvi gielda	Arjeplog
Os (Hordalánda)	Os (Hordaland)
Lierne	Lierne
Tydal	Tydal
Philipp Kirkorov	Filipp Kirkorov
Gribskov	Gribskov (municipio)
Hylte gielda	Hylte
Høje-Taastrup	Høje-Taastrup
Storumana gielda	Storuman
Upplands Väsby gielda	Municipio de Upplands Väsby
Karlsborga gielda	Karlsborg
Våler (Østfold)	Våler
Båstada gielda	Båstad
Solrød	Solrød (municipio)
Orellana (provinsa)	Provincia de Orellana
Allerød	Allerød (municipio)
Utsira	Utsira
Hof	Hof (Vestfold)
Rebild	Rebild (municipio)
Odder	Odder (municipio)
Vaxholma gielda	Vaxholm
Gurutbellodat	Venstre (Noruega)
Vännäsa gielda	Vännäs
Nyköpinga gielda	Municipio de Nyköping
Sunne gielda	Sunne
Søgne	Søgne
Vara gielda	Municipio de Vara
Malå gielda	Malå
Frederikshavn (gielda)	Frederikshavn (municipio)
Puntarenas (provinsa)	Provincia de Puntarenas
Soađegilli	Sodankylä
Cartago (provinsa)	Provincia de Cartago
Alajuela (provinsa)	Provincia de Alajuela
Heredia (provinsa)	Provincia de Heredia
Lemvig	Lemvig (municipio)
Stann Creek (guovlu)	Distrito de Stann Creek
Viborg (gielda)	Viborg (municipio)
Fredensborg	Fredensborg (municipio)
Skive	Skive (municipio)
Ringsted	Ringsted (municipio)
Essunga gielda	Municipio de Essunga
Furesø	Furesø (municipio)
Stevns	Stevns (municipio)
Holbæk	Holbæk (municipio)
Aneby gielda	Aneby (municipio)
Finspånga gielda	Finspång (municipio)
Jammerbugt	Jammerbugt (municipio)
Struer	Struer (municipio)
Frederikssund	Frederikssund (municipio)
Luster	Luster
Chris Pratt	Chris Pratt
Sollentuna gielda	Sollentuna
Naantali	Naantali
Ruoŧŧademokratat	Demócratas de Suecia
Loja (provinsa)	Provincia de Loja
Tungurahua (provinsa)	Provincia de Tungurahua
Alta Verapaz	Alta Verapaz
Baja Verapaz	Baja Verapaz
Køge	Køge (municipio)
Greve	Greve (municipio)
Faxe (Dánmárku)	Faxe (municipio)
Höganäsa gielda	Municipio de Höganäs
Egedal	Egedal
Halsnæs	Halsnæs (municipio)
Silkeborg	Silkeborg (municipio)
Norddjurs	Norddjurs
Lejre	Lejre (municipio)
Orange Walk (guovlu)	Distrito de Orange Walk
Toledo (guovlu)	Distrito de Toledo
Belize (guovlu)	Distrito de Belice
Holstebro	Holstebro (municipio)
Næstved	Næstved (municipio)
Herning	Herning (municipio)
Norsjö gielda	Norsjö
Robertsforsa gielda	Robertsfors
Cayo (guovlu)	Distrito de Cayo
Sacatepéquez	Sacatepéquez
Eyjafjarðarsveit	Eyjafjarðarsveit
Roskilde	Roskilde (municipio)
Guldborgsund	Guldborgsund (municipio)
Hjørring (gielda)	Hjørring (municipio)
Tanuma gielda	Tanum
Håbo gielda	Håbo
Brønderslev	Brønderslev (municipio)
Helsingør	Elsinor (municipio)
Rudersdal	Rudersdal
Horsens (gielda)	Horsens (municipio)
Corozal (guovlu)	Distrito de Corozal
Randers (gielda)	Randers (municipio)
Mariagerfjord	Mariagerfjord (municipio)
Hørsholm	Hørsholm (municipio)
Favrskov	Favrskov
Syddjurs	Syddjurs
Ikast-Brande	Ikast-Brande
Kävlinge gielda	Kävlinge (municipio)
Nordmalinga gielda	Nordmaling
Ringkøbing-Skjern	Ringkøbing-Skjern
Lidköpinga gielda	Municipio de Lidköping
Tomelilla gielda	Tomelilla
Hedensted	Hedensted (municipio)
Báhčeveaijohka	Río Pasvikelva
Benque Viejo del Carmen	Benque Viejo del Carmen
Ronaldo	Ronaldo
Guitar Hero	Guitar Hero (serie)
Bang Bon	Bang Bon
2020-lohku	Años 2020
Marsaskala	Marsaskala
Istanbul eanangoddi	Provincia de Estambul
Max Weber (dáiddár)	Max Weber (artista)
Alexander Nikolayevich Samokhvalov	Aleksandr Samojválov
Avvil	Ivalo
Rangárþing ytra	Rangárþing ytra
Ylöjärvi	Ylöjärvi
Eysturkommuna	Eystur
Rievssatmuorji	Arctostaphylos alpina
Morona Santiago (provinsa)	Provincia de Morona Santiago
Crottet	Crottet
Anjalankoski	Anjalankoski
Miroslav Vitouš	Miroslav Vitouš
Herttoniemi metrostašuvdna	Estación Herttoniemi
Cressin-Rochefort	Cressin-Rochefort
Ohcejohka	Utsjoki
Msida	Msida
Olgešbellodat	Høyre
Cheignieu-la-Balme	Cheignieu-la-Balme
Skagabyggð	Skagabyggð
Gihttel	Kittilä
Condeissiat	Condeissiat
Nurmijärvi	Nurmijärvi
Boz, Ain	Boz
Beatnatsuoidni	Solidago virgaurea
Johan Turi	Johan Turi
