Αφρική	África
Τεχνήτιο	Tecnecio
Αμβούργο	Hamburgo
Μεταβολισμός	Metabolismo
Ναρέντρα Μόντι	Narendra Modi
Ανοσοποιητικό σύστημα	Sistema inmunitario
Τεχνικό Πανεπιστήμιο Αμβούργου - Αρβούργο	Universidad Técnica Hamburg-Harburg
Γκουτζαράτ	Guyarat
Λίμνη Οντάριο	Lago Ontario
Εξέλιξη	Evolución biológica
Αλεσσάντρο Μαντσόνι	Alessandro Manzoni
Οργανισμός Ηνωμένων Εθνών	Organización de las Naciones Unidas
Λίμνη Σουπίριορ	Lago Superior
Δάντης Αλιγκέρι	Dante Alighieri
Γεωλογία	Geología
Αχμενταμπάντ	Ahmedabad
Γεωγραφία	Geografía
Καρδιά	Corazón
Εγκέφαλος	Cerebro
Δέρμα	Piel
Χρώμα	Color
Breaking Bad	Breaking Bad
Σαλέρνο	Salerno
Ουσιαστικό	Sustantivo
Πράγα	Praga
Ρουθήνιο	Rutenio
Ρόδιο	Rodio
Μπλε	Azul
Παλλάδιο	Paladio
Άργυρος	Plata
Κάδμιο	Cadmio
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Limburgo (Países Bajos)
Ίνδιο	Indio (elemento)
Λιμβουργία (Βέλγιο)	Provincia de Limburgo (Bélgica)
Κασσίτερος	Estaño
Ουράνιο	Uranio
Αντιμόνιο	Antimonio
Τελλούριο	Telurio
Βόρεια Βραβάντη	Brabante Septentrional
Πλουτώνιο	Plutonio
Ιώδιο	Yodo
Ποσειδώνιο	Neptunio
Ξένο	Xenón
Άνιμε	Anime
Καίσιο	Cesio
Πρωτακτίνιο	Protactinio
Ηλεκτρικό φορτίο	Carga eléctrica
Βάριο	Bario
Δυτική Φλάνδρα	Provincia de Flandes Occidental
Ανατολική Φλάνδρα	Provincia de Flandes Oriental
Θόριο	Torio
Αμβέρσα (επαρχία)	Provincia de Amberes
Φλαμανδική Βραβάντη	Brabante Flamenco
Άφνιο	Hafnio
Ακτίνιο (στοιχείο)	Actinio
Βαλλωνική Βραβάντη	Provincia del Brabante Valón
Ταντάλιο	Tantalio
Μπιλ Κλίντον	Bill Clinton
Ναμύρ (επαρχία)	Provincia de Namur
Λουξεμβούργο (Βελγική επαρχία)	Provincia de Luxemburgo
Λιέγη (επαρχία)	Provincia de Lieja
Ράδιο	Radio (elemento)
Αινώ	Provincia de Henao
Ραδόνιο	Radón
Λωρραίνη (περιοχή)	Lorena (Francia)
Ουνουνέννιο	Ununennio
Αλσατία	Alsacia
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ουνμπινίλιο	Unbinilio
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Hector Berlioz
Μουμπάι	Bombay
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	Asociación Internacional de Federaciones de Atletismo
Άντρα Πραντές	Andhra Pradesh
Αρουνάτσαλ Πραντές	Arunachal Pradesh
Ασσάμ	Assam
Μπιχάρ	Bihar
Μίσιγκαν	Míchigan
Τσατίσγκαρ	Chhattisgarh
Λίμνη Μίσιγκαν	Lago Míchigan
Γκόα	Goa
Βουργουνδία	Borgoña
Χαρυάνα	Haryana
Χιμάτσαλ Πραντές	Himachal Pradesh
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Aquitania
Γιαμού και Κασμίρ	Jammu y Cachemira
Πουέρτο Ρίκο	Puerto Rico
Τζαρκάντ	Jharkhand
Καρνάτακα	Karnataka
Κεράλα	Kerala
Μάντια Πραντές	Madhya Pradesh
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharastra
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipur
Σλέσβιχ-Χόλσταϊν	Schleswig-Holstein
Μεγκαλάγια	Megalaya
Μεκλεμβούργο-Δυτική Πομερανία	Mecklemburgo-Pomerania Occidental
Κάτω Σαξωνία	Baja Sajonia
Βόρεια Ρηνανία-Βεστφαλία	Renania del Norte-Westfalia
Έσση	Hesse
Ρηνανία-Παλατινάτο	Renania-Palatinado
Σάαρλαντ	Sarre
Σαξονία	Sajonia
Τζον Λένον	John Lennon
Ιλινόι	Illinois
Θουριγγία	Turingia
Σαξωνία-Άνχαλτ	Sajonia-Anhalt
Βόρεια Ντακότα	Dakota del Norte
Βραδεμβούργο	Brandeburgo
Βρέμη (ομόσπονδο κρατίδιο)	Bremen (estado)
Λομβαρδία	Lombardía
Νότια Ντακότα	Dakota del Sur
Μοντάνα	Montana
Ουαϊόμινγκ	Wyoming
Πεδεμόντιο	Piamonte
Ιερουσαλήμ	Jerusalén
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Valle de Aosta
Ουάσινγκτον (πολιτεία)	Washington (estado)
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Rutherfordio
Νεβάδα	Nevada
Ντον	Río Don
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dubnio
Σιμπόργκιο	Seaborgio
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Alto Adigio
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Océano Índico
Βένετο	Véneto
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Mar Caribe
Μπόριο	Bohrio
Φρίουλι-Βενέτσια Τζούλια	Friuli-Venecia Julia
Χάσιο	Hassio
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Κοσσυφοπέδιο και Μετόχια	Provincia Autónoma de Kosovo y Metohija
Λιγουρία	Liguria
Μπούτρος Μπούτρος - Γκάλι	Butros Butros-Ghali
Μαϊτνέριο	Meitnerio
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Colorado
Εμίλια-Ρομάνια	Emilia-Romaña
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Río Colorado
Νταρμστάντιο	Darmstadio
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Roentgenio
Τοσκάνη	Toscana
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Copernicio
Μάρκε	Marcas
Ούμπρια	Umbría (Italia)
Λάτιο	Lacio
Δολομίτες	Dolomitas
Αμπρούτσο	Abruzos
Απέννινα όρη	Apeninos
Άλπεις	Alpes
Γιανσενισμός	Jansenismo
Καρπάθια Όρη	Montes Cárpatos
Γκρενόμπλ	Grenoble
Μπλεζ Πασκάλ	Blaise Pascal
Φλαμανδικό Κοινοβούλιο	Parlamento Flamenco
Ντάμα (παιχνίδι)	Damas
Ντόρτμουντ	Dortmund
Γάνδη	Gante
Σικάγο	Chicago
The Beatles	The Beatles
Ουνούντριο	Ununtrio
Φλερόβιο	Flerovio
Ουνουνπέντιο	Unumpentio
Λιβερμόριο	Livermorio
Ουνουνσέπτιο	Ununseptio
Ουνουνόκτιο	Ununoctio
Κόμο	Como
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Invierno
Άνοιξη	Primavera
Καλοκαίρι	Verano
Φθινόπωρο	Otoño
Ισημερία	Equinoccio
Σαντάμ Χουσεΐν	Sadam Husein
Οσάμα μπιν Λάντεν	Osama bin Laden
Ισπανική γλώσσα	Idioma español
Φρίντριχ Χάγιεκ	Friedrich Hayek
Μοντεβιδέο	Montevideo
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Toliatti
Πίτσμπεργκ	Pittsburgh
Όπερα	Ópera
Φιλαδέλφεια (Πενσυλβάνια)	Filadelfia
Καλκούτα	Calcuta
Opel Astra	Opel Astra
Τσεννάι	Chennai
Δελχί	Delhi
Ντάκα	Daca
Μπανγκαλόρ	Bangalore
Δυτική Βεγγάλη	Bengala Occidental
Αράχνη	Araneae
Αραχνίδια	Arachnida
Αρθρόποδα	Arthropoda
Χαϊντεραμπάντ (Ινδία)	Hyderabad (India)
Ισλαμαμπάντ	Islamabad
Τρίπουρα	Tripura
Καρπός	Fruto
Μαϊμού	Mono
Χρήμα	Dinero
Βιρτζίνια	Virginia
Δυτική Βιρτζίνια	Virginia Occidental
Μάττερχορν	Cervino
Λίμνη Χιούρον	Lago Hurón
Νέα Υόρκη (πολιτεία)	Nueva York (estado)
Δημήτριο	Cerio
Πρασεοδύμιο	Praseodimio
Ρόουντ Άιλαντ	Rhode Island
Νεοδύμιο	Neodimio
Έντομα	Insecta
Μέριλαντ	Maryland
Ντέλαγουερ	Delaware
Βλαντιμίρ Λένιν	Lenin
Ευρώπιο	Europio
Οχάιο	Ohio
Βιργίλιος	Virgilio
Νικολό Μακιαβέλι	Nicolás Maquiavelo
Πενσυλβάνια	Pensilvania
Πετράρχης	Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	César Augusto
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tiberio
Νιου Τζέρσεϊ	Nueva Jersey
Γάιος Καλιγούλας	Calígula
Γιβραλτάρ	Gibraltar
Κλαύδιος	Claudio
Φινλανδική γλώσσα	Idioma finés
Νέρων	Nerón
Γάλβας	Galba
Ιντιάνα	Indiana
Μάρκος Σάλβιος Όθων	Otón
Βιτέλλιος	Vitelio
Nokia	Nokia
Βεσπασιανός	Tito Flavio Vespasiano
Αυτοκίνητο	Automóvil
Τίτος	Tito
Γιουβέντους	Juventus de Turín
Δομιτιανός	Domiciano
Νέρβας	Nerva
Τραϊανός	Trajano
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Adriano
Τζόρτζια	Georgia (Estados Unidos)
Αντωνίνος Πίος	Antonino Pío
Μάρκος Αυρήλιος	Marco Aurelio
KDE	KDE
Λούκιος Βήρος	Lucio Vero
Κόμμοδος	Cómodo
Ζάγκρεμπ	Zagreb
Πέρτιναξ	Pertinax
Ρατζαστάν	Rayastán
Καμπανία (Ιταλία)	Campania
Τέξας	Texas
Δίδιος Ιουλιανός	Didio Juliano
Σεπτίμιος Σεβήρος	Septimio Severo
Μολίζε	Molise
Ταμίλ Ναντού	Tamil Nadu
Καρακάλλας	Caracalla
Απουλία	Apulia
Γένοβα	Génova
Πινατούμπο	Pinatubo
Μπαζιλικάτα	Basilicata
Βόρεια Καρολίνα	Carolina del Norte
Χόκεϊ επί χόρτου	Hockey sobre césped
Νότια Καρολίνα	Carolina del Sur
ΟΚ Σαμπντόρια	Unione Calcio Sampdoria
Καλαβρία	Calabria
Σικελία	Sicilia
Μανίλα	Manila
Σαρδηνία	Cerdeña
Φερδινάντο Μάρκος	Ferdinand Marcos
Μπενίνιο Ακίνο ο Τρίτος	Benigno Aquino III
Ουνμπιούνιο	Unbiunio
Λίγηρας	Río Loira
Μαουρίτς Κορνέλις Έσερ	M. C. Escher
Σηκουάνας	Río Sena
Νόσος του Crohn	Enfermedad de Crohn
Ελκώδης κολίτιδα	Colitis ulcerosa
Μπορντό	Burdeos
Κορασόν Ακίνο	Corazón Aquino
Μαγιόν	Monte Mayón
Συστηματικός ερυθηματώδης λύκος	Lupus eritematoso sistémico
Μπουένος Άιρες	Buenos Aires
Χάκερ	Hacker
Ρομπέρ Μπραζιγιάκ	Robert Brasillach
Πόλη του Μεξικού	México, D. F.
Τόκιο	Tokio
Λα Πας	La Paz
Βαρκελώνη	Barcelona
Μισισίπι	Misisipi
Φερδινάνδος Μαγγελάνος	Fernando de Magallanes
Ποταμός Μισσισσιππής	Río Misisipi
Ούταρ Πραντές	Uttar Pradesh
Ουταράχαντ	Uttarakhand
Μιζόραμ	Mizorán
Σικκίμ	Sikkim
Παταγονία	Patagonia
Τενεσί	Tennessee
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur
Τζάνις Τζόπλιν	Janis Joplin
Αμπιτζάν	Abiyán
Άμπου Ντάμπι	Abu Dabi
Αστανά	Astaná
Νέο Μεξικό	Nuevo México
Ραμσής Β΄	Ramsés II
Αθήνα	Atenas
Μινεσότα	Minnesota
Βαγδάτη	Bagdad
Ραμσής Δ΄	Ramsés IV
Καράκας	Caracas
Συγχρονισμένος Παγκόσμιος Χρόνος	Tiempo universal coordinado
Ουισκόνσιν	Wisconsin
Πούνε	Pune
Μάρκος Τύλλιος Κικέρων	Marco Tulio Cicerón
ΑΚ Μίλαν	Associazione Calcio Milan
Τόνι Γκαρνιέ	Tony Garnier (arquitecto)
Αϊόβα	Iowa
Νεμπράσκα	Nebraska
Πόλη της Γουατεμάλας	Ciudad de Guatemala
Κάνσας	Kansas
Αβάνα	La Habana
Καπνός (φυτό)	Tabaco
Χίντι	Hindi
Μαράτι (γλώσσα)	Idioma maratí
Internet Explorer	Internet Explorer
Τσιγάρο	Cigarrillo
Γκανέσα	Ganesha
Μιζούρι (πολιτεία)	Misuri
Γκέοργκ Ωμ	Georg Simon Ohm
Λουιζιάνα	Luisiana
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagaland
Κεντάκι	Kentucky
Alfa Romeo 159	Alfa Romeo 159
Αρκάνσας	Arkansas
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Urdu
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Río Elba
Ριέκα	Rijeka
Οκλαχόμα	Oklahoma
Γιόχαν Μπλέικ	Yohan Blake
Τζάστιν Γκάτλιν	Justin Gatlin
Δούναβης	Danubio
Κιράνι Τζέιμς	Kirani James
Πεένε	Peene
Σπλιτ	Split
Ρουρ	Río Ruhr
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Río Mosela
Μάιν	Meno
Μοχάμεντ Μο Φάρα	Mohamed Farah
Νέκαρ	Neckar
Άαρ	Río Aar
Χάβελ	Río Havel
Σπρέε	Spree
Φέλιξ Σάντσες	Félix Sánchez
Βόρεια Θάλασσα	Mar del Norte
Περιφέρεια Μόσχας	Óblast de Moscú
Κίελο	Kiel
Σβερίν	Schwerin
Πότσδαμ	Potsdam
Αννόβερο	Hannover
Ντίσελντορφ	Düsseldorf
Μάιντς	Maguncia
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Sarrebruck
Μόναχο	Múnich
Περιφέρεια Σαμάρα	Óblast de Samara
Έρφουρτ	Érfurt
Δρέσδη	Dresde
Μαγδεβούργο	Magdeburgo
Πετοσφαίριση	Voleibol
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz
Μουτάζ Εσά Μπαρσίμ	Mutaz Essa Barshim
Uchiha Sasuke	Sasuke Uchiha
Βιέννη	Viena
Ρενό Λαβιλενί	Renaud Lavillenie
Μαντόνα	Madonna
Κοπεγχάγη	Copenhague
Περιφέρεια Καλίνινγκραντ	Óblast de Kaliningrado
Μακρίνος	Macrino
Στοκχόλμη	Estocolmo
Ελσίνκι	Helsinki
Περιφέρεια Μούρμανσκ	Óblast de Múrmansk
Δουβλίνο	Dublín
Ηλιογάβαλος	Heliogábalo
Μούρμανσκ	Múrmansk
Ρέικιαβικ	Reikiavik
Ρόμπερτ Χάρτινγκ	Robert Harting
Hatake Kakashi	Kakashi Hatake
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Alejandro Severo
Ταλίν	Tallin
Ρίγα	Riga
Ζανζιβάρη	Zanzíbar
Μαξιμίνος Θραξ	Maximino el Tracio
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislava
Βουδαπέστη	Budapest
Γορδιανός Α΄	Gordiano I
Κόζι Μουροφούσι	Kōji Murofushi
Σαρλ Αζναβούρ	Charles Aznavour
Άστον Ήτον	Ashton Eaton
Γκντανσκ	Gdansk
Φραγκφούρτη	Fráncfort del Meno
Πουπιένος	Pupieno
Βρότσλαβ	Breslavia
Κοτσί	Cochín
Λανθάνιο	Lantano
Γορδιανός Β΄	Gordiano II
Βαλβίνος	Balbino
Προμήθειο	Prometio
Αστρονομική μονάδα	Unidad astronómica
Γορδιανός Γ΄	Gordiano III
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Filipo el Árabe
Σαμάριο	Samario
Καλίνινγκραντ	Kaliningrado
Δέκιος	Decio
Γαδολίνιο	Gadolinio
Death Note	Death Note
Ζινεντίν Ζιντάν	Zinedine Zidane
Τέρβιο	Terbio
Λουξεμβούργο (πόλη)	Luxemburgo (ciudad)
Δυσπρόσιο	Disprosio
Βαντούζ	Vaduz
Αγία Γραφή	Biblia
Όλμιο	Holmio
Άγιος Μαρίνος (πόλη)	San Marino (ciudad)
Έρβιο	Erbio
Πνομ Πεν	Nom Pen
Αρχάγγελσκ	Arcángel (Rusia)
Αστρονομία ακτίνων Χ	Astronomía de rayos-X
Θούλιο	Tulio
Χο Τσι Μιν (πόλη)	Ciudad Ho Chi Minh
Υττέρβιο	Iterbio
Λουτήτιο	Lutecio
Ανόι	Hanói
Αληθινή Εκκλησία του Ιησού	Verdadera Iglesia de Jesús
Αγγλική γλώσσα	Idioma inglés
Μπανγκόκ	Bangkok
Ανδόρρα λα Βέλια	Andorra la Vieja
Κουάλα Λουμπούρ	Kuala Lumpur
Ταϊπέι	Taipéi
Αμερίκιο	Americio
Οδησσός	Odesa
Περιφέρεια Αρχάγγελσκ	Óblast de Arcángel
Κιούριο	Curio
Ντονγκ Χόι	Đồng Hới
Κονσεπσιόν	Concepción (Chile)
Μπερκέλιο	Berkelio
Αταλάντα ΜΚ	Atalanta Bergamasca Calcio
Καλιφόρνιο	Californio
Διπλωματικές σχέσεις	Diplomacia
Μπολόνια	Bolonia
Αϊνσταΐνιο	Einstenio
Μπολόνια ΦΚ 1909	Bologna Football Club 1909
Πετροζαβόντσκ	Petrozavodsk
Φέρμιο	Fermio
Κάλιαρι	Cagliari
Μεντελέβιο	Mendelevio
Κίεβο	Kiev
Κάλιαρι Κάλτσιο	Cagliari Calcio
Νομπέλιο	Nobelio
Κατάνια	Catania
Οντάριο	Ontario
Λωρένσιο	Lawrencio
Καζέρτα	Caserta
Ουγκό Λορίς	Hugo Lloris
Ματιέ Ντεμπυσί	Mathieu Debuchy
Γιοάν Καμπάιγ	Yohan Cabaye
Ολιβιέ Ζιρού	Olivier Giroud
Καρίμ Μπενζεμά	Karim Benzema
Δημοκρατία της Καρελίας	República de Carelia
Λοράν Κοσιελνί	Laurent Koscielny
Πατρίς Εβρά	Patrice Evra
Φρανκ Ριμπερί	Franck Ribéry
Ματιέ Βαλμπουενά	Mathieu Valbuena
Σαμίρ Νασρί	Samir Nasri
Ζερεμί Μενέζ	Jérémy Ménez
Στεβ Μανταντά	Steve Mandanda
Χατέμ Μπεν Αρφά	Hatem Ben Arfa
Οττάβα	Ottawa
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Τζιμπρίλ Σισέ	Djibril Cissé
Νικολά Ανελκά	Nicolas Anelka
Αντρέ-Πιερ Ζινιάκ	André-Pierre Gignac
Δορυφόροι του Δία	Satélites de Júpiter
Τζούμπα	Yuba (Sudán del Sur)
Μανιτόμπα	Manitoba
Αλμπέρτα	Alberta
Νέα Σκωτία	Nueva Escocia
Γερεβάν	Ereván
Κονσκοβόλα	Końskowola
Νταρ ες Σαλάμ	Dar es-Salam
Χαρτούμ	Jartum
Νιου Μπράνσγουικ	Nuevo Brunswick
Φόρμουλα 1	Fórmula 1
Δορυφόροι του Κρόνου	Satélites de Saturno
Βρετανική Κολομβία	Columbia Británica
Νήσος του Πρίγκηπα Εδουάρδου	Isla del Príncipe Eduardo
Σταντ ντε Ζερλάν	Estadio Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Σασκάτσουαν	Saskatchewan
2012	2012
Κισιμότο Μασάσι	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Διοξείδιο του άνθρακα	Dióxido de carbono
2013	2013
2014	2014
2015	2015
Νέα Γη και Λαμπραντόρ	Terranova y Labrador
