አፍሪቃ	África
15 December	15 de diciembre
2 March	2 de marzo
3 March	3 de marzo
5 March	5 de marzo
1 March	1 de marzo
7 March	7 de marzo
8 March	8 de marzo
4 March	4 de marzo
10 March	10 de marzo
11 March	11 de marzo
6 March	6 de marzo
13 March	13 de marzo
9 March	9 de marzo
12 March	12 de marzo
15 March	15 de marzo
14 March	14 de marzo
16 December	16 de diciembre
17 December	17 de diciembre
16 March	16 de marzo
17 March	17 de marzo
18 March	18 de marzo
19 March	19 de marzo
1989 እ.ኤ.አ.	1989
1988 እ.ኤ.አ.	1988
20 March	20 de marzo
1987 እ.ኤ.አ.	1987
1986 እ.ኤ.አ.	1986
1985 እ.ኤ.አ.	1985
1984 እ.ኤ.አ.	1984
21 March	21 de marzo
1983 እ.ኤ.አ.	1983
22 March	22 de marzo
1982 እ.ኤ.አ.	1982
1981 እ.ኤ.አ.	1981
18 December	18 de diciembre
1980 እ.ኤ.አ.	1980
23 March	23 de marzo
ሞቃዲሾ	Mogadiscio
19 December	19 de diciembre
24 March	24 de marzo
25 March	25 de marzo
20 December	20 de diciembre
26 March	26 de marzo
27 March	27 de marzo
28 March	28 de marzo
29 March	29 de marzo
30 March	30 de marzo
31 March	31 de marzo
ናሶ	Nasáu
ሳና	Saná
1970 እ.ኤ.አ.	1970
1971 እ.ኤ.አ.	1971
1972 እ.ኤ.አ.	1972
1973 እ.ኤ.አ.	1973
1974 እ.ኤ.አ.	1974
1975 እ.ኤ.አ.	1975
1976 እ.ኤ.አ.	1976
1977 እ.ኤ.አ.	1977
1978 እ.ኤ.አ.	1978
1979 እ.ኤ.አ.	1979
1969 እ.ኤ.አ.	1969
15 April	15 de abril
13 April	13 de abril
12 April	12 de abril
14 April	14 de abril
11 April	11 de abril
10 April	10 de abril
8 April	8 de abril
9 April	9 de abril
7 April	7 de abril
6 April	6 de abril
5 April	5 de abril
4 April	4 de abril
3 April	3 de abril
1 April	1 de abril
2 April	2 de abril
16 April	16 de abril
17 April	17 de abril
18 April	18 de abril
19 April	19 de abril
20 April	20 de abril
21 April	21 de abril
22 April	22 de abril
23 April	23 de abril
24 April	24 de abril
25 April	25 de abril
26 April	26 de abril
27 April	27 de abril
28 April	28 de abril
29 April	29 de abril
30 April	30 de abril
1 May	1 de mayo
2 May	2 de mayo
3 May	3 de mayo
4 May	4 de mayo
5 May	5 de mayo
6 May	6 de mayo
7 May	7 de mayo
8 May	8 de mayo
9 May	9 de mayo
10 May	10 de mayo
11 May	11 de mayo
12 May	12 de mayo
13 May	13 de mayo
14 May	14 de mayo
15 May	15 de mayo
16 May	16 de mayo
17 May	17 de mayo
18 May	18 de mayo
19 May	19 de mayo
20 May	20 de mayo
21 May	21 de mayo
22 May	22 de mayo
23 May	23 de mayo
24 May	24 de mayo
25 May	25 de mayo
26 May	26 de mayo
27 May	27 de mayo
28 May	28 de mayo
29 May	29 de mayo
30 May	30 de mayo
31 May	31 de mayo
21 December	21 de diciembre
ላዚዮ	Società Sportiva Lazio
14 June	14 de junio
15 June	15 de junio
13 June	13 de junio
10 June	10 de junio
7 June	7 de junio
11 June	11 de junio
9 June	9 de junio
12 June	12 de junio
6 June	6 de junio
8 June	8 de junio
5 June	5 de junio
3 June	3 de junio
2 June	2 de junio
1 June	1 de junio
4 June	4 de junio
ናፖሊ	Nápoles
22 December	22 de diciembre
1968 እ.ኤ.አ.	1968
1967 እ.ኤ.አ.	1967
1966 እ.ኤ.አ.	1966
1965 እ.ኤ.አ.	1965
1964 እ.ኤ.አ.	1964
16 June	16 de junio
30 June	30 de junio
29 June	29 de junio
28 June	28 de junio
26 June	26 de junio
25 June	25 de junio
22 June	22 de junio
27 June	27 de junio
24 June	24 de junio
20 June	20 de junio
23 June	23 de junio
19 June	19 de junio
18 June	18 de junio
21 June	21 de junio
17 June	17 de junio
ዩ.ኤስ. ቺታ ዲ ፓሌርሞ	Unione Sportiva Città di Palermo
23 December	23 de diciembre
15 July	15 de julio
13 July	13 de julio
12 July	12 de julio
10 July	10 de julio
9 July	9 de julio
14 July	14 de julio
8 July	8 de julio
7 July	7 de julio
6 July	6 de julio
5 July	5 de julio
2 July	2 de julio
4 July	4 de julio
3 July	3 de julio
1 July	1 de julio
11 July	11 de julio
24 December	24 de diciembre
31 July	31 de julio
30 July	30 de julio
29 July	29 de julio
28 July	28 de julio
27 July	27 de julio
25 July	25 de julio
24 July	24 de julio
23 July	23 de julio
26 July	26 de julio
22 July	22 de julio
19 July	19 de julio
21 July	21 de julio
20 July	20 de julio
17 July	17 de julio
18 July	18 de julio
16 July	16 de julio
እግር ኳስ	Fútbol
25 December	25 de diciembre
1963 እ.ኤ.አ.	1963
26 December	26 de diciembre
1962 እ.ኤ.አ.	1962
14 August	14 de agosto
15 August	15 de agosto
13 August	13 de agosto
12 August	12 de agosto
11 August	11 de agosto
10 August	10 de agosto
8 August	8 de agosto
7 August	7 de agosto
9 August	9 de agosto
5 August	5 de agosto
4 August	4 de agosto
2 August	2 de agosto
3 August	3 de agosto
6 August	6 de agosto
1 August	1 de agosto
27 December	27 de diciembre
ማድሪድ	Madrid
16 August	16 de agosto
ኮካ ኮላ	Coca-Cola
29 August	29 de agosto
28 August	28 de agosto
30 August	30 de agosto
25 August	25 de agosto
26 August	26 de agosto
23 August	23 de agosto
27 August	27 de agosto
21 August	21 de agosto
20 August	20 de agosto
24 August	24 de agosto
18 August	18 de agosto
17 August	17 de agosto
22 August	22 de agosto
19 August	19 de agosto
31 August	31 de agosto
ማይክል ጃክሰን	Michael Jackson
28 December	28 de diciembre
ቦጎታ	Bogotá
ብራዚሊያ	Brasilia
15 September	15 de septiembre
14 September	14 de septiembre
13 September	13 de septiembre
12 September	12 de septiembre
8 September	8 de septiembre
11 September	11 de septiembre
7 September	7 de septiembre
10 September	10 de septiembre
5 September	5 de septiembre
4 September	4 de septiembre
9 September	9 de septiembre
2 September	2 de septiembre
6 September	6 de septiembre
1 September	1 de septiembre
3 September	3 de septiembre
29 December	29 de diciembre
ሊማ	Lima
30 September	30 de septiembre
29 September	29 de septiembre
28 September	28 de septiembre
27 September	27 de septiembre
26 September	26 de septiembre
25 September	25 de septiembre
ሳንቲያጎ	Santiago de Chile
23 September	23 de septiembre
22 September	22 de septiembre
24 September	24 de septiembre
21 September	21 de septiembre
20 September	20 de septiembre
18 September	18 de septiembre
17 September	17 de septiembre
19 September	19 de septiembre
16 September	16 de septiembre
ኪቶ	Quito
30 December	30 de diciembre
31 December	31 de diciembre
1 October	1 de octubre
15 October	15 de octubre
12 October	12 de octubre
10 October	10 de octubre
14 October	14 de octubre
9 October	9 de octubre
8 October	8 de octubre
13 October	13 de octubre
7 October	7 de octubre
11 October	11 de octubre
6 October	6 de octubre
4 October	4 de octubre
5 October	5 de octubre
3 October	3 de octubre
2 October	2 de octubre
አሱንሲዮን	Asunción
ፍየል	Capra aegagrus hircus
31 October	31 de octubre
30 October	30 de octubre
29 October	29 de octubre
28 October	28 de octubre
26 October	26 de octubre
25 October	25 de octubre
24 October	24 de octubre
27 October	27 de octubre
22 October	22 de octubre
23 October	23 de octubre
20 October	20 de octubre
21 October	21 de octubre
19 October	19 de octubre
17 October	17 de octubre
16 October	16 de octubre
18 October	18 de octubre
ሬገንስቡርግ	Ratisbona
አርነት	Libertad
15 November	15 de noviembre
14 November	14 de noviembre
13 November	13 de noviembre
12 November	12 de noviembre
11 November	11 de noviembre
10 November	10 de noviembre
7 November	7 de noviembre
8 November	8 de noviembre
9 November	9 de noviembre
6 November	6 de noviembre
5 November	5 de noviembre
4 November	4 de noviembre
3 November	3 de noviembre
2 November	2 de noviembre
1 November	1 de noviembre
ፓራማሪቦ	Paramaribo
30 November	30 de noviembre
29 November	29 de noviembre
28 November	28 de noviembre
27 November	27 de noviembre
26 November	26 de noviembre
25 November	25 de noviembre
23 November	23 de noviembre
24 November	24 de noviembre
21 November	21 de noviembre
20 November	20 de noviembre
22 November	22 de noviembre
19 November	19 de noviembre
18 November	18 de noviembre
17 November	17 de noviembre
16 November	16 de noviembre
ካትማንዱ	Katmandú
ቤልሞፓን	Belmopán
ሳን ሆዜ	San José (Costa Rica)
ሳን ሳልቫዶር	San Salvador
ካንበራ	Canberra
ሲድኒ	Sídney
አረንጓዴ	Verde
ትሪር	Tréveris
መልበርን	Melbourne
ቀይ	Rojo
ከባቢ አየር	Atmósfera terrestre
ቴጉሲጋልፓ	Tegucigalpa
ማናጓ	Managua
ፓናማ ከተማ	Panamá (ciudad)
ዛዳር	Zadar
አባይ ወንዝ (ናይል)	Nilo
ማኬንዚ ወንዝ	Río Mackenzie
ኮንጎ ወንዝ	Río Congo
ራባት	Rabat
አልጀርስ	Argel
ቱኒስ	Túnez (ciudad)
ትሪፖሊ	Trípoli
ቴህራን	Teherán
አዲስ አበባ	Adís Abeba
ጃካርታ	Yakarta
አንካራ	Ankara
አስመራ	Asmara
ንጃመና	Yamena
ኒያሜ	Niamey
ኑዋክሾት	Nuakchot
ሪያድ	Riad
1961 እ.ኤ.አ.	1961
ባማኮ	Bamako
በልግራድ	Belgrado
ዳካር	Dakar
ባንጁል	Banjul
ቢሳው	Bisáu
ሞንሮቪያ	Monrovia
ፕራያ	Praia
1960 እ.ኤ.አ.	1960
አክራ	Acra
ደማስቆ	Damasco
ያሙሱክሮ	Yamusukro
ጊያን	Guayana Francesa
ዋጋዱጉ	Uagadugú
ፍሪታውን	Freetown
አማዞን ወንዝ	Río Amazonas
አቡጃ	Abuya
ሎሜ	Lomé
ፖርቶ ኖቮ	Porto Novo
አማን	Amán
ያዉንዴ	Yaundé
ማላቦ	Malabo
ቤይሩት	Beirut
ሊብረቪል	Libreville
መስከት	Mascate
ባንጊ	Bangui
ኪንሻሳ	Kinsasa
ብራዛቪል	Brazzaville
ቩርምዝ	Worms (Alemania)
ቡጁምቡራ	Buyumbura
ሌፍኮዚያ	Nicosia
ኪጋሊ	Kigali
ዶሃ	Doha
ዶዶማ	Dodoma
ናይሮቢ	Nairobi
ሊሎንጔ	Lilongüe
ሉሳካ	Lusaka
ማናማ	Manama
ማፑቶ	Maputo
ካምፓላ	Kampala
ሏንዳ	Luanda
ሞሮኒ	Moroni (Comoras)
ምባባኔ	Mbabane
መሴሩ	Maseru
አንታናናሪቮ	Antananarivo
ጋበሮኔ	Gaborone
ሀራሬ	Harare
ፕሪቶሪያ	Pretoria
ፖርት ሉዊስ	Port Louis
ሳን ቶሜ	Santo Tomé (capital)
ዊንድሁክ	Windhoek
ውክፔዲያ:የመልመጃ ሠሌዳ	Wikipedia:Zona de pruebas
ቪክቶሪያ፥ ሲሸልስ	Victoria (Seychelles)
ላፕቶፕ	Computadora portátil
አልጀብራ	Álgebra
ወንዝ	Río
ኦዛስኩ	Osasco
ግላዝጎ	Glasgow
ኮንስታንጽ ሃይቅ	Lago de Constanza
ዶንግ ሆይ አይሮፕላን ማረፊያ	Aeropuerto de Đồng Hới
ፓሣው	Passau
ኩሪቺባ	Curitiba
ዝቺዩፋሉ	Zichyújfalu
አና ፍራንክ	Ana Frank
አሪያሪ	Ariary malgache
መለጠፊያ:Location map ቱርክ	Plantilla:Mapa de localización de Turquía
ኮንግ-ፉጸ	Confucio
መሪሊን መንሮ	Marilyn Monroe
ኮርብን ብሉ	Corbin Bleu
መደብ:ሒሳብ	Categoría:Matemáticas
መደብ:ሰው ሠራሽ ቋንቋዎች	Categoría:Lenguas artificiales
ፋሮ ደሴቶች	Islas Feroe
መለጠፊያ:Country data ኢራን	Plantilla:Geodatos Irán
1488 እ.ኤ.አ.	1488
ዩሮ	Euro
የአሜሪካ ዶላር	Dólar estadounidense
ሜድትራኒያን ባሕር	Mar Mediterráneo
ኸርማን መልቪል	Herman Melville
ክርስትና	Cristianismo
1004 እ.ኤ.አ.	1004
ጋሮን ወንዝ	Río Garona
ስያትል	Seattle
ጋንጅስ	Ganges
ሩዝ	Arroz
አሕጉር	Continente
ወፍ	Aves
ዋና ከተማ	Capital (política)
ሞንዞን	Monzón (Huesca)
ጉጃራቲ	Idioma guyaratí
ፖርቱጊዝኛ	Idioma portugués
ሙስታፋ ኬማል አታቱርክ	Mustafa Kemal Atatürk
1948 እ.ኤ.አ.	1948
1949 እ.ኤ.አ.	1949
አልማዛን	Almazán
ኋንግ ሽያንፋን	Huang Xianfan
ቀቿ	Lenguas quechuas
1956 እ.ኤ.አ.	1956
1200 እ.ኤ.አ.	1200
1201 እ.ኤ.አ.	1201
1202 እ.ኤ.አ.	1202
1203 እ.ኤ.አ.	1203
1204 እ.ኤ.አ.	1204
1205 እ.ኤ.አ.	1205
1206 እ.ኤ.አ.	1206
1941 እ.ኤ.አ.	1941
1207 እ.ኤ.አ.	1207
1208 እ.ኤ.አ.	1208
1945 እ.ኤ.አ.	1945
1209 እ.ኤ.አ.	1209
1210 እ.ኤ.አ.	1210
1211 እ.ኤ.አ.	1211
1958 እ.ኤ.አ.	1958
1212 እ.ኤ.አ.	1212
1926 እ.ኤ.አ.	1926
1213 እ.ኤ.አ.	1213
1947 እ.ኤ.አ.	1947
1944 እ.ኤ.አ.	1944
1952 እ.ኤ.አ.	1952
ቢል ጌትስ	Bill Gates
ጃፓንኛ	Idioma japonés
ሞኒተር	Monitor de computadora
መዝገበ ዕውቀት	Enciclopedia
ዋናው ገጽ	Wikipedia:Portada
1959 እ.ኤ.አ.	1959
1957 እ.ኤ.አ.	1957
1214 እ.ኤ.አ.	1214
1215 እ.ኤ.አ.	1215
1216 እ.ኤ.አ.	1216
ጎልፍ	Golf
1217 እ.ኤ.አ.	1217
1218 እ.ኤ.አ.	1218
1219 እ.ኤ.አ.	1219
1220 እ.ኤ.አ.	1220
1221 እ.ኤ.አ.	1221
1222 እ.ኤ.አ.	1222
1223 እ.ኤ.አ.	1223
1224 እ.ኤ.አ.	1224
1225 እ.ኤ.አ.	1225
1226 እ.ኤ.አ.	1226
1227 እ.ኤ.አ.	1227
1228 እ.ኤ.አ.	1228
1229 እ.ኤ.አ.	1229
1230 እ.ኤ.አ.	1230
ያንግ-ጸ ወንዝ	Yangtsé
1231 እ.ኤ.አ.	1231
1232 እ.ኤ.አ.	1232
1233 እ.ኤ.አ.	1233
ኡድሙርቲያ	Udmurtia
1234 እ.ኤ.አ.	1234
1235 እ.ኤ.አ.	1235
1236 እ.ኤ.አ.	1236
1237 እ.ኤ.አ.	1237
1238 እ.ኤ.አ.	1238
1239 እ.ኤ.አ.	1239
1240 እ.ኤ.አ.	1240
1241 እ.ኤ.አ.	1241
1242 እ.ኤ.አ.	1242
1243 እ.ኤ.አ.	1243
1244 እ.ኤ.አ.	1244
1245 እ.ኤ.አ.	1245
1246 እ.ኤ.አ.	1246
ኬፕ ታውን	Ciudad del Cabo
ደርባን	Durban
1247 እ.ኤ.አ.	1247
1248 እ.ኤ.አ.	1248
ካስፒያን ባሕር	Mar Caspio
1249 እ.ኤ.አ.	1249
1250 እ.ኤ.አ.	1250
1251 እ.ኤ.አ.	1251
1252 እ.ኤ.አ.	1252
1253 እ.ኤ.አ.	1253
1254 እ.ኤ.አ.	1254
1255 እ.ኤ.አ.	1255
1256 እ.ኤ.አ.	1256
1257 እ.ኤ.አ.	1257
1258 እ.ኤ.አ.	1258
1259 እ.ኤ.አ.	1259
1260 እ.ኤ.አ.	1260
1261 እ.ኤ.አ.	1261
1262 እ.ኤ.አ.	1262
1263 እ.ኤ.አ.	1263
1264 እ.ኤ.አ.	1264
1265 እ.ኤ.አ.	1265
1266 እ.ኤ.አ.	1266
1267 እ.ኤ.አ.	1267
1268 እ.ኤ.አ.	1268
1269 እ.ኤ.አ.	1269
1270 እ.ኤ.አ.	1270
1271 እ.ኤ.አ.	1271
1272 እ.ኤ.አ.	1272
1273 እ.ኤ.አ.	1273
1274 እ.ኤ.አ.	1274
1275 እ.ኤ.አ.	1275
1276 እ.ኤ.አ.	1276
1277 እ.ኤ.አ.	1277
1278 እ.ኤ.አ.	1278
1279 እ.ኤ.አ.	1279
1280 እ.ኤ.አ.	1280
1281 እ.ኤ.አ.	1281
1282 እ.ኤ.አ.	1282
1283 እ.ኤ.አ.	1283
1284 እ.ኤ.አ.	1284
1285 እ.ኤ.አ.	1285
1286 እ.ኤ.አ.	1286
1287 እ.ኤ.አ.	1287
1288 እ.ኤ.አ.	1288
1289 እ.ኤ.አ.	1289
1290 እ.ኤ.አ.	1290
1291 እ.ኤ.አ.	1291
1292 እ.ኤ.አ.	1292
1293 እ.ኤ.አ.	1293
1294 እ.ኤ.አ.	1294
1295 እ.ኤ.አ.	1295
1296 እ.ኤ.አ.	1296
1297 እ.ኤ.አ.	1297
1298 እ.ኤ.አ.	1298
1299 እ.ኤ.አ.	1299
ሳልቫዶር ዳሊ	Salvador Dalí
አልብረሕት ዲውረር	Alberto Durero
ቪንሰንት ቫን ጎ	Vincent van Gogh
ማይክል አንጄሎ ቡናሮቲ	Miguel Ángel
ፓብሎ ፒካሶ	Pablo Picasso
ራፋኤሎ ሳንዚዮ	Rafael Sanzio
ረምብራንት	Rembrandt
ፍራንክ ሎይድ ራይት	Frank Lloyd Wright
1300 እ.ኤ.አ.	1300
1301 እ.ኤ.አ.	1301
1302 እ.ኤ.አ.	1302
1303 እ.ኤ.አ.	1303
1304 እ.ኤ.አ.	1304
1305 እ.ኤ.አ.	1305
ነነዌ	Nínive
ሚጌል ዴ ሴርቫንቴስ	Miguel de Cervantes
ባቢሎን	Babilonia (ciudad)
አንቶን ቼኾቭ	Antón Chéjov
ቻርልስ ዲከንስ	Charles Dickens
ኢያሪኮ	Jericó (Cisjordania)
ኡር	Ur
ካታሎኒያ	Cataluña
1306 እ.ኤ.አ.	1306
1307 እ.ኤ.አ.	1307
1308 እ.ኤ.አ.	1308
1309 እ.ኤ.አ.	1309
1310 እ.ኤ.አ.	1310
1311 እ.ኤ.አ.	1311
1312 እ.ኤ.አ.	1312
1313 እ.ኤ.አ.	1313
አዶልፍ ትዬር	Adolphe Thiers
1314 እ.ኤ.አ.	1314
1315 እ.ኤ.አ.	1315
ኤብላ	Ebla
1316 እ.ኤ.አ.	1316
1317 እ.ኤ.አ.	1317
1318 እ.ኤ.አ.	1318
1319 እ.ኤ.አ.	1319
1320 እ.ኤ.አ.	1320
1321 እ.ኤ.አ.	1321
1322 እ.ኤ.አ.	1322
1323 እ.ኤ.አ.	1323
1324 እ.ኤ.አ.	1324
1325 እ.ኤ.አ.	1325
1326 እ.ኤ.አ.	1326
ጴጥራ	Petra
1327 እ.ኤ.አ.	1327
1328 እ.ኤ.አ.	1328
መካ	La Meca
ቼ ጌቫራ	Ernesto Guevara
ኖቫክ ጆኮቪች	Novak Djokovic
ካናሪያስ ደሴቶች	Canarias
ማው ፀ-ቶንግ	Mao Zedong
አክሱም	Aksum (ciudad)
ቶሌዶ	Toledo
ካቡል	Kabul
ጋብሬል ጋርሲያ ማርኬዝ	Gabriel García Márquez
ዮሐን ቮልፍጋንግ ቮን ግውተ	Johann Wolfgang von Goethe
ፍልስፍና	Filosofía
1329 እ.ኤ.አ.	1329
ጄምስ ብራውን	James Brown
መደብ:ለማጥፋት የቀረቡ ገጾች	Categoría:Wikipedia:Borrar (definitivo)
ፒያኖ	Piano
1330 እ.ኤ.አ.	1330
1331 እ.ኤ.አ.	1331
1332 እ.ኤ.አ.	1332
ጥሩነሽ ዲባባ	Tirunesh Dibaba
1333 እ.ኤ.አ.	1333
1334 እ.ኤ.አ.	1334
1335 እ.ኤ.አ.	1335
1336 እ.ኤ.አ.	1336
1337 እ.ኤ.አ.	1337
1338 እ.ኤ.አ.	1338
1339 እ.ኤ.አ.	1339
1340 እ.ኤ.አ.	1340
1341 እ.ኤ.አ.	1341
1342 እ.ኤ.አ.	1342
1343 እ.ኤ.አ.	1343
1344 እ.ኤ.አ.	1344
1345 እ.ኤ.አ.	1345
1346 እ.ኤ.አ.	1346
1347 እ.ኤ.አ.	1347
1348 እ.ኤ.አ.	1348
1349 እ.ኤ.አ.	1349
1350 እ.ኤ.አ.	1350
ሻይ	Té
ማርኮ ፖሎ	Marco Polo
1351 እ.ኤ.አ.	1351
ኤቢ ከማርጎ	Hebe Camargo
1400 እ.ኤ.አ.	1400
1401 እ.ኤ.አ.	1401
1352 እ.ኤ.አ.	1352
1402 እ.ኤ.አ.	1402
1353 እ.ኤ.አ.	1353
1403 እ.ኤ.አ.	1403
1354 እ.ኤ.አ.	1354
1404 እ.ኤ.አ.	1404
1355 እ.ኤ.አ.	1355
1405 እ.ኤ.አ.	1405
1500 እ.ኤ.አ.	1500
1406 እ.ኤ.አ.	1406
1356 እ.ኤ.አ.	1356
1501 እ.ኤ.አ.	1501
1407 እ.ኤ.አ.	1407
1357 እ.ኤ.አ.	1357
1502 እ.ኤ.አ.	1502
1408 እ.ኤ.አ.	1408
1358 እ.ኤ.አ.	1358
1503 እ.ኤ.አ.	1503
1359 እ.ኤ.አ.	1359
1409 እ.ኤ.አ.	1409
1504 እ.ኤ.አ.	1504
1360 እ.ኤ.አ.	1360
1410 እ.ኤ.አ.	1410
1505 እ.ኤ.አ.	1505
1506 እ.ኤ.አ.	1506
1411 እ.ኤ.አ.	1411
1361 እ.ኤ.አ.	1361
1507 እ.ኤ.አ.	1507
1412 እ.ኤ.አ.	1412
1362 እ.ኤ.አ.	1362
1413 እ.ኤ.አ.	1413
1508 እ.ኤ.አ.	1508
1363 እ.ኤ.አ.	1363
1509 እ.ኤ.አ.	1509
1414 እ.ኤ.አ.	1414
1510 እ.ኤ.አ.	1510
1415 እ.ኤ.አ.	1415
1364 እ.ኤ.አ.	1364
1511 እ.ኤ.አ.	1511
1416 እ.ኤ.አ.	1416
1365 እ.ኤ.አ.	1365
1512 እ.ኤ.አ.	1512
1417 እ.ኤ.አ.	1417
1366 እ.ኤ.አ.	1366
Horace	Horacio
1513 እ.ኤ.አ.	1513
1418 እ.ኤ.አ.	1418
1367 እ.ኤ.አ.	1367
1514 እ.ኤ.አ.	1514
1419 እ.ኤ.አ.	1419
1368 እ.ኤ.አ.	1368
1515 እ.ኤ.አ.	1515
1420 እ.ኤ.አ.	1420
1369 እ.ኤ.አ.	1369
1516 እ.ኤ.አ.	1516
1421 እ.ኤ.አ.	1421
ለዘብተኝነት	Liberalismo
1370 እ.ኤ.አ.	1370
ምዕራባዊ ሣህራ	Sahara Occidental
1371 እ.ኤ.አ.	1371
1372 እ.ኤ.አ.	1372
1373 እ.ኤ.አ.	1373
1422 እ.ኤ.አ.	1422
1517 እ.ኤ.አ.	1517
1423 እ.ኤ.አ.	1423
1518 እ.ኤ.አ.	1518
1374 እ.ኤ.አ.	1374
1424 እ.ኤ.አ.	1424
1375 እ.ኤ.አ.	1375
1519 እ.ኤ.አ.	1519
1376 እ.ኤ.አ.	1376
1425 እ.ኤ.አ.	1425
1520 እ.ኤ.አ.	1520
1521 እ.ኤ.አ.	1521
1377 እ.ኤ.አ.	1377
1426 እ.ኤ.አ.	1426
ሂለሪ ሮድሃም ክሊንተን	Hillary Clinton
1522 እ.ኤ.አ.	1522
1523 እ.ኤ.አ.	1523
1427 እ.ኤ.አ.	1427
1378 እ.ኤ.አ.	1378
1524 እ.ኤ.አ.	1524
1525 እ.ኤ.አ.	1525
1428 እ.ኤ.አ.	1428
1379 እ.ኤ.አ.	1379
1526 እ.ኤ.አ.	1526
1429 እ.ኤ.አ.	1429
1380 እ.ኤ.አ.	1380
1381 እ.ኤ.አ.	1381
1382 እ.ኤ.አ.	1382
1383 እ.ኤ.አ.	1383
1430 እ.ኤ.አ.	1430
1431 እ.ኤ.አ.	1431
ኢንዲያናፖሊስ	Indianápolis
1384 እ.ኤ.አ.	1384
1432 እ.ኤ.አ.	1432
1385 እ.ኤ.አ.	1385
1386 እ.ኤ.አ.	1386
1433 እ.ኤ.አ.	1433
1387 እ.ኤ.አ.	1387
1434 እ.ኤ.አ.	1434
1435 እ.ኤ.አ.	1435
1388 እ.ኤ.አ.	1388
1436 እ.ኤ.አ.	1436
1389 እ.ኤ.አ.	1389
1437 እ.ኤ.አ.	1437
1390 እ.ኤ.አ.	1390
1438 እ.ኤ.አ.	1438
1391 እ.ኤ.አ.	1391
1439 እ.ኤ.አ.	1439
1392 እ.ኤ.አ.	1392
1440 እ.ኤ.አ.	1440
1393 እ.ኤ.አ.	1393
1394 እ.ኤ.አ.	1394
1395 እ.ኤ.አ.	1395
1441 እ.ኤ.አ.	1441
1396 እ.ኤ.አ.	1396
1397 እ.ኤ.አ.	1397
1442 እ.ኤ.አ.	1442
1527 እ.ኤ.አ.	1527
1528 እ.ኤ.አ.	1528
1398 እ.ኤ.አ.	1398
1443 እ.ኤ.አ.	1443
1444 እ.ኤ.አ.	1444
1529 እ.ኤ.አ.	1529
1399 እ.ኤ.አ.	1399
1445 እ.ኤ.አ.	1445
ቦይንግ 787 ድሪምላይነር	Boeing 787
1530 እ.ኤ.አ.	1530
1446 እ.ኤ.አ.	1446
1531 እ.ኤ.አ.	1531
1447 እ.ኤ.አ.	1447
1532 እ.ኤ.አ.	1532
1448 እ.ኤ.አ.	1448
1533 እ.ኤ.አ.	1533
1449 እ.ኤ.አ.	1449
1534 እ.ኤ.አ.	1534
1450 እ.ኤ.አ.	1450
1535 እ.ኤ.አ.	1535
1451 እ.ኤ.አ.	1451
1536 እ.ኤ.አ.	1536
1452 እ.ኤ.አ.	1452
1537 እ.ኤ.አ.	1537
1453 እ.ኤ.አ.	1453
1538 እ.ኤ.አ.	1538
1454 እ.ኤ.አ.	1454
1539 እ.ኤ.አ.	1539
1455 እ.ኤ.አ.	1455
1540 እ.ኤ.አ.	1540
መደብ:ሥነ ፈለክ	Categoría:Astronomía
ሶረን ኬርከጋርድ	Søren Kierkegaard
1541 እ.ኤ.አ.	1541
1456 እ.ኤ.አ.	1456
1457 እ.ኤ.አ.	1457
1542 እ.ኤ.አ.	1542
1458 እ.ኤ.አ.	1458
1543 እ.ኤ.አ.	1543
1459 እ.ኤ.አ.	1459
1544 እ.ኤ.አ.	1544
1460 እ.ኤ.አ.	1460
1545 እ.ኤ.አ.	1545
1461 እ.ኤ.አ.	1461
1546 እ.ኤ.አ.	1546
የፈረንሳይ አብዮት	Revolución francesa
1462 እ.ኤ.አ.	1462
1547 እ.ኤ.አ.	1547
1463 እ.ኤ.አ.	1463
1548 እ.ኤ.አ.	1548
1464 እ.ኤ.አ.	1464
1549 እ.ኤ.አ.	1549
ናርቦን፣ ፈረንሳይ	Narbona
1465 እ.ኤ.አ.	1465
1550 እ.ኤ.አ.	1550
1466 እ.ኤ.አ.	1466
1551 እ.ኤ.አ.	1551
1467 እ.ኤ.አ.	1467
1468 እ.ኤ.አ.	1468
1552 እ.ኤ.አ.	1552
1469 እ.ኤ.አ.	1469
1553 እ.ኤ.አ.	1553
1470 እ.ኤ.አ.	1470
1554 እ.ኤ.አ.	1554
1471 እ.ኤ.አ.	1471
1555 እ.ኤ.አ.	1555
ሰሐራ በረሓ	Desierto del Sahara
1472 እ.ኤ.አ.	1472
1556 እ.ኤ.አ.	1556
1473 እ.ኤ.አ.	1473
1557 እ.ኤ.አ.	1557
1474 እ.ኤ.አ.	1474
1558 እ.ኤ.አ.	1558
ስትራዝቡርግ	Estrasburgo
ጊታር	Guitarra
1475 እ.ኤ.አ.	1475
1559 እ.ኤ.አ.	1559
1476 እ.ኤ.አ.	1476
1560 እ.ኤ.አ.	1560
1477 እ.ኤ.አ.	1477
1478 እ.ኤ.አ.	1478
1561 እ.ኤ.አ.	1561
1479 እ.ኤ.አ.	1479
1562 እ.ኤ.አ.	1562
1480 እ.ኤ.አ.	1480
1563 እ.ኤ.አ.	1563
1481 እ.ኤ.አ.	1481
1564 እ.ኤ.አ.	1564
1482 እ.ኤ.አ.	1482
1565 እ.ኤ.አ.	1565
1483 እ.ኤ.አ.	1483
