Āfrika	África
Čikāga	Chicago
The Beatles	The Beatles
Ununtrijs	Ununtrio
Flerovijs	Flerovio
Ununpentijs	Unumpentio
Livermorijs	Livermorio
Ununseptijs	Ununseptio
Ununoktijs	Ununoctio
Komo (pilsēta)	Como
Māstrihta	Maastricht
Arnema	Arnhem
Ziema	Invierno
Pavasaris	Primavera
Vasara	Verano
Rudens	Otoño
Ekvinokcija	Equinoccio
Sadams Huseins	Sadam Husein
Osama bin Ladens	Osama bin Laden
Spāņu valoda	Idioma español
Frīdrihs Hajeks	Friedrich Hayek
Montevideo	Montevideo
Johans Sebastians Bahs	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Toljati	Toliatti
Pitsburga	Pittsburgh
Opera	Ópera
Filadelfija	Filadelfia
Kolkata	Calcuta
Opel Astra	Opel Astra
Čennai	Chennai
Deli	Delhi
Daka	Daca
Bengalūru	Bangalore
Rietumbengāle	Bengala Occidental
Zirnekļi	Araneae
Zirnekļveidīgie	Arachnida
Helicerāti	Chelicerata
Posmkāji	Arthropoda
Haidarābādu	Hyderabad (India)
Islāmābāda	Islamabad
Tripura	Tripura
Auglis	Fruto
Kategorija:Portu	Categoría:Oporto
Pērtiķi	Mono
Nauda	Dinero
Virdžīnija	Virginia
Rietumvirdžīnija	Virginia Occidental
Materhorns	Cervino
Dungeons & Dragons	Dungeons & Dragons
Dārzeņpipars	Capsicum annuum
Hūrons	Lago Hurón
Ņujorka (štats)	Nueva York (estado)
Cērijs	Cerio
Prazeodīms	Praseodimio
Rodailenda	Rhode Island
Neodīms	Neodimio
Kukaiņi	Insecta
Mērilenda	Maryland
Delavēra	Delaware
Vladimirs Ļeņins	Lenin
Eiropijs	Europio
Ohaio (štats)	Ohio
Vergilijs	Virgilio
Nikolo Makjavelli	Nicolás Maquiavelo
Pensilvānija	Pensilvania
Frančesko Petrarka	Petrarca
Džovanni Bokačo	Giovanni Boccaccio
Luidži Pirandello	Luigi Pirandello
Iterzene	Uetersen
Oktaviāns	César Augusto
Microsoft Windows	Microsoft Windows
Tibērijs	Tiberio
Ņūdžersija	Nueva Jersey
Kaligula	Calígula
Gibraltārs	Gibraltar
Klaudijs	Claudio
Somu valoda	Idioma finés
Nērons	Nerón
Indiāna	Indiana
Otons	Otón
Vitēlijs	Vitelio
Nokia	Nokia
Vespasiāns	Tito Flavio Vespasiano
Automašīna	Automóvil
Tits	Tito
Turīnas @@@u0026Juventus"	Juventus de Turín
Domiciāns	Domiciano
Nerva	Nerva
Trajāns	Trajano
Rodžers Federers	Roger Federer
Adriāns	Adriano
Džordžija	Georgia (Estados Unidos)
Antonijs Pijs	Antonino Pío
Marks Aurēlijs	Marco Aurelio
KDE	KDE
Komods	Cómodo
Zagreba	Zagreb
Rādžastāna	Rayastán
Kampānija	Campania
Teksasa	Texas
Septimijs Severs	Septimio Severo
Molize	Molise
Tamilnāda	Tamil Nadu
Karakalla	Caracalla
Apūlija	Apulia
Dženova	Génova
Bruno Mars	Bruno Mars
Pinatubo	Pinatubo
Bazilikata	Basilicata
Ziemeļkarolīna	Carolina del Norte
Lauka hokejs	Hockey sobre césped
Dienvidkarolīna	Carolina del Sur
Dženovas @@@u0026Sampdoria"	Unione Calcio Sampdoria
Kalabrija	Calabria
Sicīlija	Sicilia
Manila	Manila
Sardīnija	Cerdeña
Ferdinands Markoss	Ferdinand Marcos
Sebu	Cebú
Luāra (upe)	Río Loira
Moriss Kornēlijs Ešers	M. C. Escher
Sēna	Río Sena
Krona slimība	Enfermedad de Crohn
Davao	Dávao
Kesonsitija	Ciudad Quezón
Lemāna	Le Mans
Bordo	Burdeos
Korasona Akino	Corazón Aquino
Sistēmiskā sarkanā vilkēde	Lupus eritematoso sistémico
Buenosairesa	Buenos Aires
Urķis	Hacker
Mehiko	México, D. F.
Tokija	Tokio
Lapasa	La Paz
Barselona	Barcelona
Ananass	Ananas comosus
Misisipi (štats)	Misisipi
Fernāns Magelāns	Fernando de Magallanes
Misisipi (upe)	Río Misisipi
Utarpradēša	Uttar Pradesh
Utarakhanda	Uttarakhand
Mizorāma	Mizorán
Sikima	Sikkim
Patagonija	Patagonia
Tenesī	Tennessee
Rihards Vāgners	Richard Wagner
Roberts Luiss Stīvensons	Robert Louis Stevenson
Nāgpura	Nagpur
Dženisa Džoplina	Janis Joplin
Abidžana	Abiyán
Abū Dabī	Abu Dabi
Astana	Astaná
Ņūmeksika	Nuevo México
Ramzess Lielais	Ramsés II
Atēnas	Atenas
Minesota	Minnesota
Bagdāde	Bagdad
Karakasa	Caracas
Universālais koordinētais laiks	Tiempo universal coordinado
Viskonsina	Wisconsin
Pune	Pune
Cicerons	Marco Tulio Cicerón
AC Milan	Associazione Calcio Milan
Sindija Lopere	Cyndi Lauper
Aiova	Iowa
Nebraska	Nebraska
Gvatemala (pilsēta)	Ciudad de Guatemala
Kanzasa	Kansas
Havana	La Habana
Tabaka	Tabaco
Hindi	Hindi
Marathu valoda	Idioma maratí
Internet Explorer	Internet Explorer
Cigarete	Cigarrillo
Ganēša	Ganesha
Misūri (štats)	Misuri
Georgs Simons Oms	Georg Simon Ohm
Luiziāna	Luisiana
Nāgālenda	Nagaland
Kentuki	Kentucky
Tims Linsekums	Tim Lincecum
Alfa Romeo 159	Alfa Romeo 159
Ārkanzasa	Arkansas
Nīls Ārmstrongs	Neil Armstrong
Urdu	Urdu
Čārlzs Lindbergs	Charles Lindbergh
Sīgfrids Ēdstrems	Sigfrid Edström
Edīte Piafa	Édith Piaf
Osijeka	Osijek
Elba	Río Elba
Rijeka	Rijeka
Emsa	Río Ems
Oklahoma	Oklahoma
Vēzere	Weser
Johans Bleiks	Yohan Blake
Džastins Getlins	Justin Gatlin
Donava	Danubio
Kirani Džeimss	Kirani James
Deivids Rudiša	David Rudisha
Splita	Split
Rūra (upe)	Río Ruhr
Žaks Brels	Jacques Brel
Mozele	Río Mosela
Maina	Meno
Mohameds Farahs	Mohamed Farah
Nekāra	Neckar
Ezekiels Kemboi	Ezekiel Kemboi
Zāle (upe)	Saale
Hāfele	Río Havel
Šprē	Spree
Džeisons Ričardsons	Jason Richardson
Felikss Sančess	Félix Sánchez
Ziemeļjūra	Mar del Norte
Skageraks	Skagerrak
Maskavas apgabals	Óblast de Moscú
Nesta Kārters	Nesta Carter
Ķīle	Kiel
Šverīne	Schwerin
Potsdama	Potsdam
Hannovere	Hannover
Diseldorfa	Düsseldorf
Mainca	Maguncia
Vīsbādene	Wiesbaden
Dubrovnika	Dubrovnik
Zārbrikene	Sarrebruck
Minhene	Múnich
Samaras apgabals	Óblast de Samara
Erfurte	Érfurt
Drēzdene	Dresde
Magdeburga	Magdeburgo
Volejbols	Voleibol
Insbruka	Innsbruck
Brēgenca	Bregenz
Vīne	Viena
Reno Lavilenī	Renaud Lavillenie
Madonna (mūziķe)	Madonna
Kopenhāgena	Copenhague
Kaļiņingradas apgabals	Óblast de Kaliningrado
Stokholma	Estocolmo
Tomašs Majevskis	Tomasz Majewski
Helsinki	Helsinki
Dāvids Štorls	David Storl
Murmanskas apgabals	Óblast de Múrmansk
Rīze Hofa	Reese Hoffa
Dublina	Dublín
Elagabals	Heliogábalo
Murmanska	Múrmansk
Reikjavīka	Reikiavik
Roberts Hartings	Robert Harting
Kakaši Hatake	Kakashi Hatake
Ella Ficdžeralda	Ella Fitzgerald
Tallina	Tallin
Rīga	Riga
Zanzibāra	Zanzíbar
Gerds Kanters	Gerd Kanter
Lūiss Ārmstrongs	Louis Armstrong
Bratislava	Bratislava
Budapešta	Budapest
Primožs Kozmuss	Primož Kozmus
Kodži Murofuši	Kōji Murofushi
Šarls Aznavūrs	Charles Aznavour
Kešorns Volkots	Keshorn Walcott
Eštons Ītons	Ashton Eaton
Gdaņska	Gdansk
Trejs Hārdijs	Trey Hardee
Frankfurte pie Mainas	Fráncfort del Meno
Vroclava	Breslavia
Kočina	Cochín
Lantāns	Lantano
Prometijs	Prometio
Astronomiskā vienība	Unidad astronómica
Samārijs	Samario
Bagio	Baguio
Ačeha	Aceh
Kaļiņingrada	Kaliningrado
Decijs	Decio
Gadolīnijs	Gadolinio
Death Note	Death Note
Zinedins Zidāns	Zinedine Zidane
Terbijs	Terbio
Katoļticība	Catolicismo
Luksemburga (pilsēta)	Luxemburgo (ciudad)
Disprozijs	Disprosio
Vaduca	Vaduz
Bībele	Biblia
Holmijs	Holmio
Sanmarīno (pilsēta)	San Marino (ciudad)
Erbijs	Erbio
Pnompeņa	Nom Pen
Arhangeļska	Arcángel (Rusia)
Tūlijs	Tulio
Hošimina	Ciudad Ho Chi Minh
Iterbijs	Iterbio
Lutēcijs	Lutecio
Hanoja	Hanói
Patiesā Jēzus baznīca	Verdadera Iglesia de Jesús
Angļu valoda	Idioma inglés
Bangkoka	Bangkok
Andora la Velja	Andorra la Vieja
Kualalumpūra	Kuala Lumpur
Taibei	Taipéi
Amerīcijs	Americio
Odesa	Odesa
Arhangeļskas apgabals	Óblast de Arcángel
Kirijs	Curio
Donhoja	Đồng Hới
Konsepsjona	Concepción (Chile)
Berklijs	Berkelio
Bergamo @@@u0026Atalanta"	Atalanta Bergamasca Calcio
Kalifornijs	Californio
Diplomātija	Diplomacia
Boloņa	Bolonia
Einšteinijs	Einstenio
Bologna F.C. 1909	Bologna Football Club 1909
Petrozavodska	Petrozavodsk
Fermijs	Fermio
Kaljāri	Cagliari
Mendelevijs	Mendelevio
Kijeva	Kiev
Cagliari Calcio	Cagliari Calcio
Nobēlijs	Nobelio
Katānija	Catania
Ontārio	Ontario
Lourensijs	Lawrencio
Igo Loriss	Hugo Lloris
Olivjē Žirū	Olivier Giroud
Karīms Benzemā	Karim Benzema
Florāns Maluda	Florent Malouda
Karēlijas Republika	República de Carelia
Patriss Evra	Patrice Evra
Franks Riberī	Franck Ribéry
Samīrs Nasrī	Samir Nasri
Gaels Klišī	Gaël Clichy
Otava	Ottawa
Anja Pēšone	Anja Pärson
Ēriks Abidāls	Éric Abidal
Džibrils Sisē	Djibril Cissé
Viljams Galā	William Gallas
Bakarijs Saņa	Bacary Sagna
Nikolā Anelka	Nicolas Anelka
Abu Diabī	Abou Diaby
Benjamins Raihs	Benjamin Raich
Jupitera pavadoņi	Satélites de Júpiter
Džūba	Yuba (Sudán del Sur)
Manitoba	Manitoba
Alberto Tomba	Alberto Tomba
Alberta	Alberta
Jaunskotija	Nueva Escocia
Erevāna	Ereván
Hermanis Maiers	Hermann Maier
Vologda	Vólogda
Koņskovola	Końskowola
Dāresalāma	Dar es-Salam
Hartūma	Jartum
Ņūbransvika	Nuevo Brunswick
Formula 1	Fórmula 1
Saturna pavadoņi	Satélites de Saturno
Britu Kolumbija	Columbia Británica
Prinča Edvarda Sala (Kanāda)	Isla del Príncipe Eduardo
2000. gads	2000
2003. gads	2003
2002. gads	2002
2001. gads	2001
Saskačevana	Saskatchewan
2012. gads	2012
2011. gads	2011
2010. gads	2010
2009. gads	2009
Oglekļa dioksīds	Dióxido de carbono
2013. gads	2013
2014. gads	2014
2015. gads	2015
Ņūfaundlenda un Labradora	Terranova y Labrador
2008. gads	2008
JavaScript	JavaScript
Ziemeļrietumu Teritorijas	Territorios del Noroeste
Jukona (teritorija)	Yukón
2004. gads	2004
Vologdas apgabals	Óblast de Vólogda
2005. gads	2005
2006. gads	2006
Nunavuta	Nunavut
2007. gads	2007
Oglekļa monoksīds	Monóxido de carbono
Verona	Verona
Ikaluita	Iqaluit
1900. gads	1900
1901. gads	1901
Fransuā Miterāns	François Mitterrand
Tits Līvijs	Tito Livio
Džuzepe Farina	Giuseppe Farina
Šarls de Golls	Charles de Gaulle
1902. gads	1902
Florence	Florencia
1903. gads	1903
1904. gads	1904
1905. gads	1905
1907. gads	1907
1906. gads	1906
ACF Fiorentina	Associazione Calcio Firenze Fiorentina
HTML5	HTML5
Seneka Jaunākais	Séneca
1908. gads	1908
1909. gads	1909
1992. gads	1992
Jelounaifa	Yellowknife
1991. gads	1991
JSON	JSON
1990. gads	1990
1993. gads	1993
Esene	Essen
1994. gads	1994
1995. gads	1995
Huans Manuels Fanhio	Juan Manuel Fangio
1996. gads	1996
Deivids Linčs	David Lynch
Marsels Hiršers	Marcel Hirscher
Komi	Komi
Genoa C.F.C.	Genoa Cricket & Football Club
1910. gads	1910
1911. gads	1911
1912. gads	1912
Leipciga	Leipzig
1913. gads	1913
Sentdžonsa (Kanāda)	San Juan de Terranova
1914. gads	1914
1915. gads	1915
Alberto Askari	Alberto Ascari
1916. gads	1916
1997. gads	1997
1998. gads	1998
Nirnberga	Núremberg
1999. gads	1999
1917. gads	1917
1918. gads	1918
Pārtika	Alimento
Edmontona	Edmonton
Hjētils Andrē Omots	Kjetil André Aamodt
Dīsburga	Duisburgo
Čūskas	Serpentes
Bohuma	Bochum
Maiks Hotorns	Mike Hawthorn
Žaks Širaks	Jacques Chirac
Vupertāle	Wuppertal
Gaismas ātrums	Velocidad de la luz
Bīlefelde	Bielefeld
XML	Extensible Markup Language
Manheima	Mannheim
Orālais sekss	Sexo oral
Ridžaina	Regina (Saskatchewan)
Valerī Žiskārs d'Estēns	Valéry Giscard d'Estaing
Džeks Brebems	Jack Brabham
Neitrīno	Neutrino
Bode Millers	Bode Miller
Viktorija (Kanāda)	Victoria (Columbia Británica)
LOL	LOL
Vinipega	Winnipeg
Neptūna pavadoņi	Satélites de Neptuno
Helifeksa	Halifax
Siktivkara	Syktyvkar
Čerepoveca	Cherepovéts
Kvebeka (pilsēta)	Quebec (ciudad)
1. janvāris	1 de enero
2. janvāris	2 de enero
Urāna pavadoņi	Satélites de Urano
1920. gads	1920
3. janvāris	3 de enero
1919. gads	1919
Tacits	Tácito
1921. gads	1921
Ņencu autonomais apvidus	Nenetsia
1922. gads	1922
Lunda	Lund
4. janvāris	4 de enero
1923. gads	1923
Biobio reģions	Región del Bío-Bío
Lenss Ārmstrongs	Lance Armstrong
1924. gads	1924
Narjanmara	Narian-Mar
Asteroīdu josla	Cinturón de asteroides
Krievijas PFSR	República Socialista Federativa Soviética de Rusia
Žoržs Pompidū	Georges Pompidou
Ļeņingradas apgabals	Óblast de Leningrado
JPEG	Joint Photographic Experts Group
Pundurplanēta	Planeta enano
Kick-Ass: Jaunie supervaroņi	Kick-Ass (película)
5. janvāris	5 de enero
Arika	Arica
Malme	Malmö
Pleskava	Pskov
Pleskavas apgabals	Óblast de Pskov
Sizraņa	Syzran
6. janvāris	6 de enero
Krusttēva Toma būda	La cabaña del tío Tom
Elektrons	Electrón
7. janvāris	7 de enero
8. janvāris	8 de enero
Veļikijnovgoroda	Nóvgorod
9. janvāris	9 de enero
Novgorodas apgabals	Óblast de Nóvgorod
10. janvāris	10 de enero
Ņižņijnovgorodas apgabals	Óblast de Nizhni Nóvgorod
11. janvāris	11 de enero
12. janvāris	12 de enero
Kolumbija (upe)	Río Columbia
Bazs Oldrins	Buzz Aldrin
Scīpions Afrikānis	Publio Cornelio Escipión el Africano
13. janvāris	13 de enero
Birmingema	Birmingham
14. janvāris	14 de enero
15. janvāris	15 de enero
16. janvāris	16 de enero
Toms Henkss	Tom Hanks
17. janvāris	17 de enero
18. janvāris	18 de enero
19. janvāris	19 de enero
20. janvāris	20 de enero
Rūpnieciskā revolūcija	Revolución Industrial
Benzols	Benceno
21. janvāris	21 de enero
22. janvāris	22 de enero
23. janvāris	23 de enero
Romas impērija	Imperio romano
24. janvāris	24 de enero
25. janvāris	25 de enero
Minska	Minsk
26. janvāris	26 de enero
Microsoft	Microsoft
27. janvāris	27 de enero
28. janvāris	28 de enero
29. janvāris	29 de enero
30. janvāris	30 de enero
Tvera	Tver
31. janvāris	31 de enero
Tveras apgabals	Óblast de Tver
Protons	Protón
2. decembris	2 de diciembre
1. decembris	1 de diciembre
3. decembris	3 de diciembre
7. decembris	7 de diciembre
5. decembris	5 de diciembre
8. decembris	8 de diciembre
10. decembris	10 de diciembre
6. decembris	6 de diciembre
9. decembris	9 de diciembre
Pink Floyd	Pink Floyd
4. decembris	4 de diciembre
EADS	Airbus Group
1. februāris	1 de febrero
2. februāris	2 de febrero
Nātrija hlorīds	Cloruro de sodio
3. februāris	3 de febrero
Kurova	Kurów
4. februāris	4 de febrero
5. februāris	5 de febrero
6. februāris	6 de febrero
7. februāris	7 de febrero
8. februāris	8 de febrero
9. februāris	9 de febrero
10. februāris	10 de febrero
Ķīmija	Química
Led Zeppelin	Led Zeppelin
14. februāris	14 de febrero
13. februāris	13 de febrero
15. februāris	15 de febrero
11. februāris	11 de febrero
12. februāris	12 de febrero
Smoļenska	Smolensk
1. kavalērijas divīzija (ASV)	1.ª División de Caballería de los Estados Unidos
Robins van Persijs	Robin van Persie
19. februāris	19 de febrero
17. februāris	17 de febrero
16. februāris	16 de febrero
18. februāris	18 de febrero
20. februāris	20 de febrero
Divpadsmit saniknotu vīru	12 Angry Men (película de 1957)
Analītiskā ķīmija	Química analítica
Smoļenskas apgabals	Óblast de Smolensk
Neitrons	Neutrón
21. februāris	21 de febrero
22. februāris	22 de febrero
23. februāris	23 de febrero
24. februāris	24 de febrero
25. februāris	25 de febrero
26. februāris	26 de febrero
27. gads	27
27. februāris	27 de febrero
28. februāris	28 de febrero
11. decembris	11 de diciembre
29. februāris	29 de febrero
Bliss	Bliss (imagen)
12. decembris	12 de diciembre
C sharp	C Sharp
Sid Meier's Civilization IV	Civilization IV
13. decembris	13 de diciembre
14. decembris	14 de diciembre
15. decembris	15 de diciembre
Sid Meier's Civilization V	Civilization V
2. marts	2 de marzo
3. marts	3 de marzo
5. marts	5 de marzo
1. marts	1 de marzo
7. marts	7 de marzo
8. marts	8 de marzo
4. marts	4 de marzo
10. marts	10 de marzo
11. marts	11 de marzo
6. marts	6 de marzo
13. marts	13 de marzo
9. marts	9 de marzo
12. marts	12 de marzo
15. marts	15 de marzo
14. marts	14 de marzo
C++	C++
Sālsskābe	Ácido clorhídrico
16. decembris	16 de diciembre
17. decembris	17 de diciembre
Krisjānsanna	Kristiansand
16. marts	16 de marzo
17. marts	17 de marzo
18. marts	18 de marzo
Jaroslavļa	Yaroslavl
19. marts	19 de marzo
1989. gads	1989
1988. gads	1988
20. marts	20 de marzo
1987. gads	1987
1986. gads	1986
1985. gads	1985
1984. gads	1984
21. marts	21 de marzo
1983. gads	1983
22. marts	22 de marzo
1982. gads	1982
1981. gads	1981
18. decembris	18 de diciembre
1980. gads	1980
23. marts	23 de marzo
Jaroslavļas apgabals	Óblast de Yaroslavl
Mogadīšo	Mogadiscio
19. decembris	19 de diciembre
24. marts	24 de marzo
25. marts	25 de marzo
20. decembris	20 de diciembre
26. marts	26 de marzo
27. marts	27 de marzo
28. marts	28 de marzo
29. marts	29 de marzo
30. marts	30 de marzo
31. marts	31 de marzo
Aljē	Río Allier
Naso	Nasáu
Andromedas galaktika	Galaxia de Andrómeda
Sana	Saná
1970. gads	1970
1971. gads	1971
1972. gads	1972
1973. gads	1973
1974. gads	1974
1975. gads	1975
1976. gads	1976
1977. gads	1977
1978. gads	1978
1979. gads	1979
1969. gads	1969
Trīsdesmitgadu karš	Guerra de los Treinta Años
Tarbozaurs	Tarbosaurus
Konrāds Adenauers	Konrad Adenauer
Datu saspiešana	Compresión de datos
Benedikts XVI	Benedicto XVI
15. aprīlis	15 de abril
13. aprīlis	13 de abril
12. aprīlis	12 de abril
14. aprīlis	14 de abril
11. aprīlis	11 de abril
10. aprīlis	10 de abril
8. aprīlis	8 de abril
9. aprīlis	9 de abril
7. aprīlis	7 de abril
6. aprīlis	6 de abril
5. aprīlis	5 de abril
4. aprīlis	4 de abril
3. aprīlis	3 de abril
1. aprīlis	1 de abril
2. aprīlis	2 de abril
Habla kosmiskais teleskops	Telescopio espacial Hubble
Villijs Brants	Willy Brandt
Helmūts Šmits	Helmut Schmidt
Helmūts Kols	Helmut Kohl
16. aprīlis	16 de abril
17. aprīlis	17 de abril
18. aprīlis	18 de abril
19. aprīlis	19 de abril
20. aprīlis	20 de abril
21. aprīlis	21 de abril
22. aprīlis	22 de abril
23. aprīlis	23 de abril
24. aprīlis	24 de abril
Gerhards Šrēders	Gerhard Schröder
25. aprīlis	25 de abril
26. aprīlis	26 de abril
27. aprīlis	27 de abril
28. aprīlis	28 de abril
29. aprīlis	29 de abril
30. aprīlis	30 de abril
Dabiskais pavadonis	Satélite natural
Joahims Gauks	Joachim Gauck
Mašīnmācīšanās	Aprendizaje automático
Kristians Vulfs	Christian Wulff
Horsts Kēlers	Horst Köhler
1. maijs	1 de mayo
2. maijs	2 de mayo
Kālija bromīds	Bromuro de potasio
3. maijs	3 de mayo
4. maijs	4 de mayo
5. maijs	5 de mayo
6. maijs	6 de mayo
7. maijs	7 de mayo
8. maijs	8 de mayo
9. maijs	9 de mayo
10. maijs	10 de mayo
11. maijs	11 de mayo
12. maijs	12 de mayo
13. maijs	13 de mayo
14. maijs	14 de mayo
15. maijs	15 de mayo
Titāns (pavadonis)	Titán (satélite)
Rihards fon Veiczekers	Richard von Weizsäcker
16. maijs	16 de mayo
17. maijs	17 de mayo
18. maijs	18 de mayo
19. maijs	19 de mayo
20. maijs	20 de mayo
21. maijs	21 de mayo
22. maijs	22 de mayo
23. maijs	23 de mayo
24. maijs	24 de mayo
25. maijs	25 de mayo
26. maijs	26 de mayo
27. maijs	27 de mayo
28. maijs	28 de mayo
29. maijs	29 de mayo
30. maijs	30 de mayo
31. maijs	31 de mayo
Kostroma	Kostromá
Kostromas apgabals	Óblast de Kostromá
Pols Makartnijs	Paul McCartney
Egons Krencs	Egon Krenz
21. decembris	21 de diciembre
Pijs XII	Pío XII
Ērihs Honekers	Erich Honecker
Romas @@@u0026Lazio"	Società Sportiva Lazio
14. jūnijs	14 de junio
15. jūnijs	15 de junio
13. jūnijs	13 de junio
10. jūnijs	10 de junio
7. jūnijs	7 de junio
11. jūnijs	11 de junio
9. jūnijs	9 de junio
12. jūnijs	12 de junio
6. jūnijs	6 de junio
8. jūnijs	8 de junio
5. jūnijs	5 de junio
3. jūnijs	3 de junio
2. jūnijs	2 de junio
1. jūnijs	1 de junio
4. jūnijs	4 de junio
Ivanova	Ivánovo
Ringo Stārs	Ringo Starr
Neapole	Nápoles
22. decembris	22 de diciembre
SSC Napoli	Società Sportiva Calcio Napoli
Džordžs Harisons	George Harrison
1968. gads	1968
Frīdrihs Eberts	Friedrich Ebert
1967. gads	1967
1966. gads	1966
1965. gads	1965
1964. gads	1964
16. jūnijs	16 de junio
Ivanovas apgabals	Óblast de Ivánovo
Džons Franklins	John Franklin
Palermo	Palermo
30. jūnijs	30 de junio
29. jūnijs	29 de junio
28. jūnijs	28 de junio
26. jūnijs	26 de junio
25. jūnijs	25 de junio
22. jūnijs	22 de junio
27. jūnijs	27 de junio
24. jūnijs	24 de junio
20. jūnijs	20 de junio
Pauls fon Hindenburgs	Paul von Hindenburg
23. jūnijs	23 de junio
19. jūnijs	19 de junio
18. jūnijs	18 de junio
21. jūnijs	21 de junio
17. jūnijs	17 de junio
Čaks Noriss	Chuck Norris
U.S. Città di Palermo	Unione Sportiva Città di Palermo
23. decembris	23 de diciembre
Vilhelms II Hohencollerns	Guillermo II de Alemania
Gomeļa	Gómel
Brūss Viliss	Bruce Willis
Parma	Parma
Vladimira	Vladímir
Arnolds Švarcenegers	Arnold Schwarzenegger
15. jūlijs	15 de julio
13. jūlijs	13 de julio
12. jūlijs	12 de julio
10. jūlijs	10 de julio
9. jūlijs	9 de julio
14. jūlijs	14 de julio
8. jūlijs	8 de julio
Parma FC	Parma Football Club
7. jūlijs	7 de julio
6. jūlijs	6 de julio
5. jūlijs	5 de julio
2. jūlijs	2 de julio
4. jūlijs	4 de julio
3. jūlijs	3 de julio
1. jūlijs	1 de julio
11. jūlijs	11 de julio
Vladimiras apgabals	Óblast de Vladímir
Peskāra	Pescara
24. decembris	24 de diciembre
Brēmerhāfene	Bremerhaven
Saša Greja	Sasha Grey
Watford F.C.	Watford Football Club
31. jūlijs	31 de julio
30. jūlijs	30 de julio
29. jūlijs	29 de julio
28. jūlijs	28 de julio
27. jūlijs	27 de julio
25. jūlijs	25 de julio
24. jūlijs	24 de julio
23. jūlijs	23 de julio
26. jūlijs	26 de julio
22. jūlijs	22 de julio
19. jūlijs	19 de julio
21. jūlijs	21 de julio
20. jūlijs	20 de julio
17. jūlijs	17 de julio
18. jūlijs	18 de julio
16. jūlijs	16 de julio
Skerņevice	Skierniewice
Futbols	Fútbol
Luijs de Finess	Louis de Funès
AS Roma	Associazione Sportiva Roma
Minstere	Münster
X-faili. Slepenās lietas	The X-Files
25. decembris	25 de diciembre
Rjazaņa	Riazán
Augsburga	Augsburgo
Sjēna	Siena
Rjazaņas apgabals	Óblast de Riazán
Jaroslavs Hašeks	Jaroslav Hašek
1963. gads	1963
Lehs Kačiņskis	Lech Kaczyński
Menhengladbaha	Mönchengladbach
26. decembris	26 de diciembre
Holokausts	Holocausto
1962. gads	1962
Gelzenkirhene	Gelsenkirchen
IPhone	IPhone
Torino F.C.	Torino Football Club
Tula	Tula (Rusia)
Braunšveiga	Brunswick
14. augusts	14 de agosto
15. augusts	15 de agosto
13. augusts	13 de agosto
12. augusts	12 de agosto
11. augusts	11 de agosto
10. augusts	10 de agosto
8. augusts	8 de agosto
7. augusts	7 de agosto
9. augusts	9 de agosto
5. augusts	5 de agosto
4. augusts	4 de agosto
2. augusts	2 de agosto
3. augusts	3 de agosto
6. augusts	6 de agosto
1. augusts	1 de agosto
Udīne	Údine
Džeronimo	Gerónimo
Tulas apgabals	Óblast de Tula
Brāļi Grimmi	Hermanos Grimm
Hemnica	Chemnitz
IPad	IPad
Udinese Calcio	Udinese Calcio
27. decembris	27 de diciembre
Brjanska	Briansk
Krēfelde	Krefeld
Madride	Madrid
Eltons Džons	Elton John
Brjanskas apgabals	Óblast de Briansk
Zemūdene	Submarino
16. augusts	16 de agosto
Coca-Cola	Coca-Cola
Halle	Halle (Sajonia-Anhalt)
29. augusts	29 de agosto
28. augusts	28 de agosto
30. augusts	30 de agosto
25. augusts	25 de agosto
26. augusts	26 de agosto
23. augusts	23 de agosto
27. augusts	27 de agosto
