Afríka	África
Minnesota	Minnesota
Bagdad	Bagdad
Karakas	Caracas
UTC	Tiempo universal coordinado
Wisconsin	Wisconsin
Pune	Pune
Cíceró	Marco Tulio Cicerón
AC Milan	Associazione Calcio Milan
Iowa	Iowa
Lyon-Saint Exupéry-flugvöllur	Aeropuerto de Lyon-Saint Exupéry
Nebraska	Nebraska
Gvatemalaborg	Ciudad de Guatemala
Kansas	Kansas
Havana	La Habana
Tóbak	Tabaco
Hindí	Hindi
Internet Explorer	Internet Explorer
Vindill	Puro
Sígaretta	Cigarrillo
Missouri	Misuri
Louisiana	Luisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Úrdú	Urdu
Charles Lindbergh	Charles Lindbergh
Édith Piaf	Édith Piaf
Saxelfur	Río Elba
Oklahoma	Oklahoma
Weser	Weser
Dóná	Danubio
Tariku Bekele	Tariku Bekele
Spree	Spree
Norðursjór	Mar del Norte
Skagerrak	Skagerrak
Kíl	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Maguncia
Wiesbaden	Wiesbaden
Saarbrücken	Sarrebruck
München	Múnich
Erfurt	Érfurt
Dresden	Dresde
Magdeburg	Magdeburgo
Blak	Voleibol
Innsbruck	Innsbruck
Bregenz	Bregenz
Vín (Austurríki)	Viena
Madonna	Madonna
Kaupmannahöfn	Copenhague
Macrinus	Macrino
Stokkhólmur	Estocolmo
Helsinki	Helsinki
Dyflinn	Dublín
Elagabalus	Heliogábalo
Reykjavík	Reikiavik
Ella Fitzgerald	Ella Fitzgerald
Alexander Severus	Alejandro Severo
Tallinn	Tallin
Ríga	Riga
Sansibar	Zanzíbar
Maximinus Thrax	Maximino el Tracio
Louis Armstrong	Louis Armstrong
Bratislava	Bratislava
Búdapest	Budapest
Gdańsk	Gdansk
Frankfurt am Main	Fráncfort del Meno
Wrocław	Breslavia
Lantan	Lantano
Stjarnfræðieining	Unidad astronómica
Gordianus 3.	Gordiano III
Philippus arabi	Filipo el Árabe
Aceh	Aceh
Rauðvín	Vino tinto
Kalíníngrad	Kaliningrado
Death Note	Death Note
Lúxemborg (borg)	Luxemburgo (ciudad)
Vaduz	Vaduz
Biblían	Biblia
San Marínó (borg)	San Marino (ciudad)
Phnom Penh	Nom Pen
Túlín	Tulio
Ho Chi Minh-borg	Ciudad Ho Chi Minh
Ytterbín	Iterbio
Lútetín	Lutecio
Hanoí	Hanói
Kirkja hins sanna Jesú	Verdadera Iglesia de Jesús
Enska	Idioma inglés
Bangkok	Bangkok
Andorra la Vella	Andorra la Vieja
Kúala Lúmpúr	Kuala Lumpur
Taípei	Taipéi
Ódessa	Odesa
Arkangelskfylki	Óblast de Arcángel
Đồng Hới	Đồng Hới
Concepción	Concepción (Chile)
Ríkiserindrekstur	Diplomacia
Bologna	Bolonia
Petrozavodsk	Petrozavodsk
Cagliari	Cagliari
Kíev	Kiev
Catania	Catania
Ontario	Ontario
Patrice Evra	Patrice Evra
Ottawa	Ottawa
Bacary Sagna	Bacary Sagna
Tungl Júpíters	Satélites de Júpiter
Júba	Yuba (Sudán del Sur)
Manitoba	Manitoba
Alberta (fylki)	Alberta
Nova Scotia	Nueva Escocia
Jerevan	Ereván
Vologda	Vólogda
Końskowola	Końskowola
Dar es Salaam	Dar es-Salam
Kartúm	Jartum
Formúla 1	Fórmula 1
Breska Kólumbía	Columbia Británica
Eyja Játvarðs prins	Isla del Príncipe Eduardo
2000	2000
2003	2003
2002	2002
2001	2001
2012	2012
2011	2011
2010	2010
2009	2009
Koltvísýringur	Dióxido de carbono
2013	2013
2014	2014
2015	2015
Nýfundnaland og Labrador	Terranova y Labrador
2008	2008
JavaScript	JavaScript
2004	2004
Vologdafylki	Óblast de Vólogda
Wikitravel	Wikitravel
2005	2005
Dragonball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Kolmónoxíð	Monóxido de carbono
Veróna	Verona
Iqaluit	Iqaluit
1900	1900
1901	1901
Lívíus	Tito Livio
Charles de Gaulle	Charles de Gaulle
1902	1902
Flórens	Florencia
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
ACF Fiorentina	Associazione Calcio Firenze Fiorentina
HTML5	HTML5
Lucius Annaeus Seneca	Séneca
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
David Lynch	David Lynch
1910	1910
1911	1911
1912	1912
SVG	Scalable Vector Graphics
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Núremberg
1999	1999
1917	1917
1918	1918
Matur	Alimento
Martialis	Marco Valerio Marcial
Duisburg	Duisburgo
Slöngur	Serpentes
Bochum	Bochum
Jacques Chirac	Jacques Chirac
Wuppertal	Wuppertal
Ljóshraði	Velocidad de la luz
Bielefeld	Bielefeld
XML	Extensible Markup Language
Mannheim	Mannheim
Munnmök	Sexo oral
Fiseind	Neutrino
LOL (netslangur)	LOL
Winnipeg	Winnipeg
Halifax	Halifax
Québecborg	Quebec (ciudad)
1. janúar	1 de enero
2. janúar	2 de enero
1920	1920
3. janúar	3 de enero
1919	1919
Tacítus	Tácito
1921	1921
1922	1922
Lundur (Svíþjóð)	Lund
4. janúar	4 de enero
1923	1923
Biobío-fylki	Región del Bío-Bío
Lance Armstrong	Lance Armstrong
1924	1924
Araucanía-fylki	Región de la Araucanía
Los Ríos-fylki	Región de Los Ríos
Los Lagos-fylki	Región de Los Lagos
Georges Pompidou	Georges Pompidou
Leníngradfylki	Óblast de Leningrado
Graphics Interchange Format	Graphics Interchange Format
Rómúlus og Remus	Rómulo y Remo
Dvergreikistjarna	Planeta enano
5. janúar	5 de enero
Malmö	Malmö
6. janúar	6 de enero
Rafeind	Electrón
7. janúar	7 de enero
8. janúar	8 de enero
Hólmgarður	Nóvgorod
9. janúar	9 de enero
10. janúar	10 de enero
11. janúar	11 de enero
12. janúar	12 de enero
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Publio Cornelio Escipión el Africano
Þelamörk	Telemark
13. janúar	13 de enero
Birmingham	Birmingham
14. janúar	14 de enero
15. janúar	15 de enero
16. janúar	16 de enero
Tom Hanks	Tom Hanks
17. janúar	17 de enero
18. janúar	18 de enero
19. janúar	19 de enero
20. janúar	20 de enero
Iðnbyltingin	Revolución Industrial
Bensen	Benceno
21. janúar	21 de enero
22. janúar	22 de enero
23. janúar	23 de enero
Rómverska keisaradæmið	Imperio romano
24. janúar	24 de enero
25. janúar	25 de enero
Minsk	Minsk
26. janúar	26 de enero
Microsoft	Microsoft
27. janúar	27 de enero
28. janúar	28 de enero
29. janúar	29 de enero
30. janúar	30 de enero
31. janúar	31 de enero
Chuck (sjónvarpsþáttur)	Chuck (serie de televisión)
Róteind	Protón
2. desember	2 de diciembre
1. desember	1 de diciembre
3. desember	3 de diciembre
7. desember	7 de diciembre
5. desember	5 de diciembre
8. desember	8 de diciembre
10. desember	10 de diciembre
6. desember	6 de diciembre
9. desember	9 de diciembre
Pink Floyd	Pink Floyd
Scipio Aemilianus	Publio Cornelio Escipión Emiliano
4. desember	4 de diciembre
1. febrúar	1 de febrero
2. febrúar	2 de febrero
3. febrúar	3 de febrero
Kurów	Kurów
4. febrúar	4 de febrero
5. febrúar	5 de febrero
6. febrúar	6 de febrero
7. febrúar	7 de febrero
8. febrúar	8 de febrero
9. febrúar	9 de febrero
10. febrúar	10 de febrero
Efnafræði	Química
Led Zeppelin	Led Zeppelin
14. febrúar	14 de febrero
13. febrúar	13 de febrero
15. febrúar	15 de febrero
11. febrúar	11 de febrero
12. febrúar	12 de febrero
Smolensk	Smolensk
Robin van Persie	Robin van Persie
19. febrúar	19 de febrero
17. febrúar	17 de febrero
16. febrúar	16 de febrero
18. febrúar	18 de febrero
20. febrúar	20 de febrero
Efnagreining	Química analítica
Nifteind	Neutrón
69 (kynlífsstelling)	69 (postura)
21. febrúar	21 de febrero
22. febrúar	22 de febrero
23. febrúar	23 de febrero
24. febrúar	24 de febrero
25. febrúar	25 de febrero
26. febrúar	26 de febrero
27	27
27. febrúar	27 de febrero
28. febrúar	28 de febrero
11. desember	11 de diciembre
29. febrúar	29 de febrero
12. desember	12 de diciembre
C Sharp	C Sharp
13. desember	13 de diciembre
14. desember	14 de diciembre
15. desember	15 de diciembre
2. mars	2 de marzo
3. mars	3 de marzo
5. mars	5 de marzo
1. mars	1 de marzo
7. mars	7 de marzo
8. mars	8 de marzo
4. mars	4 de marzo
10. mars	10 de marzo
11. mars	11 de marzo
6. mars	6 de marzo
13. mars	13 de marzo
9. mars	9 de marzo
12. mars	12 de marzo
15. mars	15 de marzo
14. mars	14 de marzo
C++	C++
Saltsýra	Ácido clorhídrico
16. desember	16 de diciembre
17. desember	17 de diciembre
16. mars	16 de marzo
17. mars	17 de marzo
18. mars	18 de marzo
19. mars	19 de marzo
1989	1989
1988	1988
20. mars	20 de marzo
1987	1987
1986	1986
1985	1985
1984	1984
21. mars	21 de marzo
1983	1983
22. mars	22 de marzo
1982	1982
1981	1981
18. desember	18 de diciembre
1980	1980
23. mars	23 de marzo
Mógadisjú	Mogadiscio
19. desember	19 de diciembre
24. mars	24 de marzo
25. mars	25 de marzo
20. desember	20 de diciembre
26. mars	26 de marzo
27. mars	27 de marzo
28. mars	28 de marzo
29. mars	29 de marzo
30. mars	30 de marzo
31. mars	31 de marzo
Sana	Saná
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Þrjátíu ára stríðið	Guerra de los Treinta Años
Benedikt 16.	Benedicto XVI
15. apríl	15 de abril
13. apríl	13 de abril
12. apríl	12 de abril
14. apríl	14 de abril
11. apríl	11 de abril
10. apríl	10 de abril
8. apríl	8 de abril
9. apríl	9 de abril
7. apríl	7 de abril
6. apríl	6 de abril
5. apríl	5 de abril
4. apríl	4 de abril
3. apríl	3 de abril
1. apríl	1 de abril
2. apríl	2 de abril
Hubble-geimsjónaukinn	Telescopio espacial Hubble
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16. apríl	16 de abril
17. apríl	17 de abril
18. apríl	18 de abril
19. apríl	19 de abril
20. apríl	20 de abril
21. apríl	21 de abril
22. apríl	22 de abril
23. apríl	23 de abril
24. apríl	24 de abril
Gerhard Schröder	Gerhard Schröder
25. apríl	25 de abril
26. apríl	26 de abril
27. apríl	27 de abril
28. apríl	28 de abril
29. apríl	29 de abril
30. apríl	30 de abril
Fylgihnöttur	Satélite natural
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1. maí	1 de mayo
2. maí	2 de mayo
3. maí	3 de mayo
4. maí	4 de mayo
5. maí	5 de mayo
Johannes Rau	Johannes Rau
6. maí	6 de mayo
7. maí	7 de mayo
8. maí	8 de mayo
9. maí	9 de mayo
10. maí	10 de mayo
11. maí	11 de mayo
12. maí	12 de mayo
13. maí	13 de mayo
14. maí	14 de mayo
15. maí	15 de mayo
Richard von Weizsäcker	Richard von Weizsäcker
16. maí	16 de mayo
17. maí	17 de mayo
18. maí	18 de mayo
19. maí	19 de mayo
20. maí	20 de mayo
21. maí	21 de mayo
22. maí	22 de mayo
23. maí	23 de mayo
24. maí	24 de mayo
25. maí	25 de mayo
26. maí	26 de mayo
27. maí	27 de mayo
28. maí	28 de mayo
29. maí	29 de mayo
30. maí	30 de mayo
31. maí	31 de mayo
Paul McCartney	Paul McCartney
21. desember	21 de diciembre
Società Sportiva Lazio	Società Sportiva Lazio
14. júní	14 de junio
15. júní	15 de junio
13. júní	13 de junio
10. júní	10 de junio
7. júní	7 de junio
11. júní	11 de junio
9. júní	9 de junio
12. júní	12 de junio
6. júní	6 de junio
8. júní	8 de junio
5. júní	5 de junio
3. júní	3 de junio
2. júní	2 de junio
1. júní	1 de junio
4. júní	4 de junio
Ringo Starr	Ringo Starr
Napólí	Nápoles
22. desember	22 de diciembre
SSC Napoli	Società Sportiva Calcio Napoli
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
16. júní	16 de junio
Palermo	Palermo
30. júní	30 de junio
29. júní	29 de junio
28. júní	28 de junio
26. júní	26 de junio
25. júní	25 de junio
22. júní	22 de junio
27. júní	27 de junio
24. júní	24 de junio
20. júní	20 de junio
23. júní	23 de junio
19. júní	19 de junio
18. júní	18 de junio
21. júní	21 de junio
17. júní	17 de junio
Chuck Norris	Chuck Norris
23. desember	23 de diciembre
Vilhjálmur 2. Þýskalandskeisari	Guillermo II de Alemania
Bruce Willis	Bruce Willis
Parma	Parma
Arnold Schwarzenegger	Arnold Schwarzenegger
15. júlí	15 de julio
13. júlí	13 de julio
12. júlí	12 de julio
10. júlí	10 de julio
9. júlí	9 de julio
14. júlí	14 de julio
8. júlí	8 de julio
7. júlí	7 de julio
6. júlí	6 de julio
5. júlí	5 de julio
2. júlí	2 de julio
4. júlí	4 de julio
3. júlí	3 de julio
1. júlí	1 de julio
11. júlí	11 de julio
24. desember	24 de diciembre
Watford F.C.	Watford Football Club
31. júlí	31 de julio
30. júlí	30 de julio
29. júlí	29 de julio
28. júlí	28 de julio
27. júlí	27 de julio
25. júlí	25 de julio
24. júlí	24 de julio
23. júlí	23 de julio
26. júlí	26 de julio
22. júlí	22 de julio
19. júlí	19 de julio
21. júlí	21 de julio
20. júlí	20 de julio
17. júlí	17 de julio
18. júlí	18 de julio
16. júlí	16 de julio
Knattspyrna	Fútbol
Münster	Münster
Söngleikur	Musical
25. desember	25 de diciembre
Ágsborg	Augsburgo
Siena	Siena
Jaroslav Hašek	Jaroslav Hašek
1963	1963
Lech Kaczyński	Lech Kaczyński
Mönchengladbach	Mönchengladbach
Úrbínó	Urbino
26. desember	26 de diciembre
Helförin	Holocausto
1962	1962
IPhone	IPhone
Brúnsvík	Brunswick
14. ágúst	14 de agosto
15. ágúst	15 de agosto
13. ágúst	13 de agosto
12. ágúst	12 de agosto
11. ágúst	11 de agosto
10. ágúst	10 de agosto
8. ágúst	8 de agosto
7. ágúst	7 de agosto
9. ágúst	9 de agosto
5. ágúst	5 de agosto
4. ágúst	4 de agosto
2. ágúst	2 de agosto
3. ágúst	3 de agosto
6. ágúst	6 de agosto
1. ágúst	1 de agosto
Grimmsbræður	Hermanos Grimm
Chemnitz	Chemnitz
IPad	IPad
27. desember	27 de diciembre
Krefeld	Krefeld
Madrid	Madrid
Elton John	Elton John
Kafbátur	Submarino
16. ágúst	16 de agosto
Coca-Cola	Coca-Cola
Halle	Halle (Sajonia-Anhalt)
29. ágúst	29 de agosto
28. ágúst	28 de agosto
30. ágúst	30 de agosto
25. ágúst	25 de agosto
26. ágúst	26 de agosto
23. ágúst	23 de agosto
27. ágúst	27 de agosto
21. ágúst	21 de agosto
20. ágúst	20 de agosto
24. ágúst	24 de agosto
18. ágúst	18 de agosto
17. ágúst	17 de agosto
22. ágúst	22 de agosto
19. ágúst	19 de agosto
31. ágúst	31 de agosto
Michael Jackson	Michael Jackson
28. desember	28 de diciembre
Freiburg (Þýskaland)	Friburgo de Brisgovia
Inflúensa	Gripe
Bógóta	Bogotá
Lübeck	Lübeck
Brasilía (borg)	Brasilia
15. september	15 de septiembre
14. september	14 de septiembre
13. september	13 de septiembre
12. september	12 de septiembre
8. september	8 de septiembre
11. september	11 de septiembre
7. september	7 de septiembre
10. september	10 de septiembre
5. september	5 de septiembre
4. september	4 de septiembre
9. september	9 de septiembre
2. september	2 de septiembre
6. september	6 de septiembre
1. september	1 de septiembre
3. september	3 de septiembre
Rostock	Rostock
29. desember	29 de diciembre
Kassel	Kassel
Líma	Lima
Hamm	Hamm
30. september	30 de septiembre
29. september	29 de septiembre
28. september	28 de septiembre
27. september	27 de septiembre
26. september	26 de septiembre
25. september	25 de septiembre
Santíagó	Santiago de Chile
23. september	23 de septiembre
22. september	22 de septiembre
24. september	24 de septiembre
21. september	21 de septiembre
20. september	20 de septiembre
18. september	18 de septiembre
17. september	17 de septiembre
19. september	19 de septiembre
16. september	16 de septiembre
Quito	Quito
30. desember	30 de diciembre
Súkre	Sucre
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
Ludwigshafen	Ludwigshafen am Rhein
31. desember	31 de diciembre
1. október	1 de octubre
Osnabrück	Osnabrück
15. október	15 de octubre
12. október	12 de octubre
10. október	10 de octubre
14. október	14 de octubre
9. október	9 de octubre
8. október	8 de octubre
13. október	13 de octubre
7. október	7 de octubre
11. október	11 de octubre
6. október	6 de octubre
4. október	4 de octubre
5. október	5 de octubre
3. október	3 de octubre
2. október	2 de octubre
Asúnsjón	Asunción
Geit	Capra aegagrus hircus
Kálfur	Novillo
Aldinborg	Oldemburgo
Leverkusen	Leverkusen
Sixtínska kapellan	Capilla Sixtina
Versalahöll	Palacio de Versalles
Þéttmerski	Distrito de Dithmarschen
Neuss	Neuss
31. október	31 de octubre
30. október	30 de octubre
29. október	29 de octubre
28. október	28 de octubre
26. október	26 de octubre
25. október	25 de octubre
24. október	24 de octubre
27. október	27 de octubre
22. október	22 de octubre
23. október	23 de octubre
20. október	20 de octubre
21. október	21 de octubre
19. október	19 de octubre
17. október	17 de octubre
16. október	16 de octubre
18. október	18 de octubre
Heidelberg	Heidelberg
Paderborn	Paderborn
Darmstadt	Darmstadt
Dómkirkja	Catedral
Regensburg	Ratisbona
Notre Dame	Catedral de Notre Dame (París)
15. nóvember	15 de noviembre
14. nóvember	14 de noviembre
13. nóvember	13 de noviembre
12. nóvember	12 de noviembre
11. nóvember	11 de noviembre
10. nóvember	10 de noviembre
7. nóvember	7 de noviembre
8. nóvember	8 de noviembre
9. nóvember	9 de noviembre
6. nóvember	6 de noviembre
5. nóvember	5 de noviembre
4. nóvember	4 de noviembre
3. nóvember	3 de noviembre
2. nóvember	2 de noviembre
1. nóvember	1 de noviembre
Würzburg	Wurzburgo
Paramaríbó	Paramaribo
Ingolstadt	Ingolstadt
Ulm	Ulm
Wolfsburg	Wolfsburgo
30. nóvember	30 de noviembre
29. nóvember	29 de noviembre
28. nóvember	28 de noviembre
27. nóvember	27 de noviembre
26. nóvember	26 de noviembre
25. nóvember	25 de noviembre
23. nóvember	23 de noviembre
24. nóvember	24 de noviembre
21. nóvember	21 de noviembre
20. nóvember	20 de noviembre
22. nóvember	22 de noviembre
19. nóvember	19 de noviembre
18. nóvember	18 de noviembre
17. nóvember	17 de noviembre
16. nóvember	16 de noviembre
Göttingen	Gotinga
Katmandú	Katmandú
Hudsonflói	Bahía de Hudson
Offenbach am Main	Offenbach del Meno
Belmópan	Belmopán
Karlamagnús	Carlomagno
Pforzheim	Pforzheim
San José	San José (Costa Rica)
Pönk	Punk
Fürth	Fürth
Shoemaker-Levy 9	Cometa Shoemaker-Levy 9
Reutlingen	Reutlingen
Koblenz	Coblenza
Sylt	Sylt
Canberra	Canberra
Íó (tungl)	Ío (satélite)
Erlangen	Erlangen
Föhr	Föhr
Sydney	Sídney
Grænn	Verde
Kallistó (tungl)	Calisto (satélite)
Trier	Tréveris
Hudsonfljót	Río Hudson
Melbourne	Melbourne
Rauður	Rojo
Evrópa (tungl)	Europa (satélite)
Jena	Jena
Kúrsk	Kursk
Ganýmedes (tungl)	Ganímedes (satélite)
Fehmarn	Isla de Fehmarn
Perth	Perth
Hildesheim	Hildesheim
Eldur	Fuego
Ljóseind	Fotón
Galíleótunglin	Satélite galileano
Vestur-Ástralía	Australia Occidental
Cottbus	Cottbus
Nýja Suður-Wales	Nueva Gales del Sur
Jáeind	Positrón
Gufuhvolf	Atmósfera terrestre
Norðursvæðið	Territorio del Norte
Rügen	Rügen
Tegucigalpa	Tegucigalpa
Usedom	Usedom
Höfuðborgarsvæði Ástralíu	Territorio de la Capital Australiana
Winnipegvatn	Lago Winnipeg
Managva	Managua
Cher (sýsla)	Cher (departamento)
Límeind	Gluon
Karl hamar	Carlos Martel
Panamaborg	Panamá (ciudad)
Egða	Eider (río)
Títanía (tungl)	Titania (satélite)
Belgorodfylki	Óblast de Bélgorod
Óberon (tungl)	Oberón (satélite)
George Orwell	George Orwell
Amelia Earhart	Amelia Earhart
Zugspitze	Zugspitze
Eure-et-Loir (sýsla)	Eure y Loir
Níl	Nilo
Hertfordshire	Hertfordshire
Súmatra	Sumatra
Campobasso	Campobasso
Kongófljót	Río Congo
Bari	Bari (ciudad)
Nígerfljót	Río Níger
Rabat	Rabat
Halastjarna	Cometa
Algeirsborg	Argel
Senegalfljót	Río Senegal
Túnis (borg)	Túnez (ciudad)
Trípólí	Trípoli
Antofagasta	Antofagasta
Teheran	Teherán
Karlovac	Karlovac
Addis Ababa	Adís Abeba
Djakarta	Yakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
N'Djamena	Yamena
Níamey	Niamey
Krasnodarfylki	Krai de Krasnodar
Núaksjott	Nuakchot
Ríad	Riad
1961	1961
Bamakó	Bamako
Fet	Pie (unidad)
Belgrad	Belgrado
Dakar	Dakar
Kónakrí	Conakri
Adigea	Adigueya
Bissá	Bisáu
Flokkur:Snið	Categoría:Wikipedia:Plantillas
Monróvía	Monrovia
Gera	Gera
Praia	Praia
1960	1960
Java	Java (isla)
Kaiserslautern	Kaiserslautern
Flokkur:Þemasnið	Categoría:Wikipedia:Plantillas por temática
Akkra	Acra
Damaskus	Damasco
Yamoussoukro	Yamusukro
Franska Gvæjana	Guayana Francesa
Quentin Tarantino	Quentin Tarantino
Ouagadougou	Uagadugú
Freetown	Freetown
Amasónfljót	Río Amazonas
Esslingen	Esslingen am Neckar
Abuja	Abuya
Lomé	Lomé
Flensborg	Flensburgo
Porto Novo	Porto Novo
Limafjörður	Limfjord
Hanau	Hanau
Litlu-Sundaeyjar	Islas menores de la Sonda
Amman	Amán
Tübingen	Tubinga
Jánde	Yaundé
Coyhaique	Coyhaique
Súlavesí	Célebes
Malabó	Malabo
Beirút	Beirut
Libreville	Libreville
Múskat (borg)	Mascate
Mólúkkaeyjar	Islas Molucas
Bangví	Bangui
Konstanz	Constanza (Alemania)
Kinsasa	Kinsasa
Brazzaville	Brazzaville
Vestur-Nýja-Gínea	Nueva Guinea Occidental
Worms	Worms (Alemania)
Bújúmbúra	Buyumbura
Nikósía	Nicosia
Wilhelmshaven	Wilhelmshaven
Kígalí	Kigali
Doha	Doha
Smástirni	Asteroide
Dódóma	Dodoma
Marburg	Marburgo
Naíróbí	Nairobi
Taugasálfræði	Neuropsicología
Corral	Corral
Lílongve	Lilongüe
Flokkur:Landafræðisnið	Categoría:Wikipedia:Plantillas de geografía
Lúsaka	Lusaka
Manama	Manama
Amazon.com	Amazon.com
Sólmyrkvi	Eclipse solar
Mapútó	Maputo
Kampala	Kampala
Adidas	Adidas
Lúanda	Luanda
Móróní	Moroni (Comoras)
Mbabane	Mbabane
Galisía	Galicia
Maserú	Maseru
Albert 2. Belgíukonungur	Alberto II de Bélgica
Tvíundakerfi	Sistema binario
Skóli	Escuela
Antananarívó	Antananarivo
Háskóli	Universidad
Gaboróne	Gaborone
Lüneburg	Luneburgo
Harare	Harare
Bayreuth	Bayreuth
Grace Kelly	Grace Kelly
Pretoría	Pretoria
Astrakan	Astracán
Port Louis	Port Louis
Borðtennis	Tenis de mesa
Brandenburg an der Havel	Ciudad de Brandeburgo
Astúría	Asturias
Windhoek	Windhoek
Bamberg	Bamberg
Sprengistjarna	Supernova
Wikipedia:Sandkassinn	Wikipedia:Zona de pruebas
Astrakanfylki	Óblast de Astracán
Grenndarhópurinn	Grupo Local
Wikipedia:Kynning	Ayuda:Introducción
Kantabría	Cantabria
Hús	Casa
Neptúnus (guð)	Neptuno (mitología)
Weimar	Weimar
Bær	Villa (población)
Fartölva	Computadora portátil
Vélbúnaður	Hardware
Algebra	Álgebra
Liège	Lieja
Baskaland	País Vasco
Líffærafræði mannsins	Anatomía humana
Landakort	Mapa
Navarra	Navarra
Á (landslagsþáttur)	Río
Frankfurt (Oder)	Fráncfort del Óder
Paul Simon	Paul Simon
Duke Ellington	Duke Ellington
Osasco	Osasco
Aragon	Aragón
Hameln	Hamelín
Stralsund	Stralsund
Göppingen	Göppingen
Hornhöfði	Cabo de Hornos
Eschweiler	Eschweiler
Ammóníak	Amoníaco
Góðrarvonarhöfði	Cabo de Buena Esperanza
Glasgow	Glasgow
Greifswald	Greifswald
Baden-Baden	Baden-Baden
Chris Rock	Chris Rock
Brennisteinssýra	Ácido sulfúrico
IJsselmeer	Ĳsselmeer
Bodenvatn	Lago de Constanza
Waiblingen	Waiblingen
Neuschwanstein	Neuschwanstein
Donghoiflugvöllur	Aeropuerto de Đồng Hới
Geimur	Espacio exterior
Dómkirkjan í Köln	Catedral de Colonia
45 f.Kr.	45 a. C.
Wetzlar	Wetzlar
46 f.Kr.	46 a. C.
Sjálfsævisaga	Autobiografía
Harzfjöll	Harz
Luzern	Lucerna (ciudad)
41 f.Kr.	41 a. C.
Cuxhaven	Cuxhaven
42 f.Kr.	42 a. C.
Nifteindastjörnur	Estrella de neutrones
Svartiskógur	Selva Negra
