Áfríkà	África
Ogun láàrin Spéìn àti Amẹ́ríkà	Guerra hispano-estadounidense
Amẹ́ríkà Látìnì	América Latina
Gbogbo Ìpawó Orílẹ̀-èdè	Producto interno bruto
Wilhelm Ostwald	Wilhelm Ostwald
Paul Doumer	Paul Doumer
Robert Cecil, 1st Viscount Cecil of Chelwood	Robert Cecil
Auguste Comte	Auguste Comte
Ìtanná	Electricidad
Haute-Savoie	Alta Saboya
Ìbon	Arma de fuego
Umberto Eco	Umberto Eco
Reinhard Selten	Reinhard Selten
Pelé	Pelé
Jurelang Zedkaia	Jurelang Zedkaia
Nọ́mbà gidi	Número real
Jacques Chaban-Delmas	Jacques Chaban-Delmas
Michel Rocard	Michel Rocard
Alain Poher	Alain Poher
Raymond Barre	Raymond Barre
Édouard Balladur	Édouard Balladur
Leopold 2k ilẹ̀ Bẹ́ljíọ̀m	Leopoldo II de Bélgica
Yves Leterme	Yves Leterme
Herman Van Rompuy	Herman Van Rompuy
Àsìá ilẹ̀ Bẹ́ljíọ̀m	Bandera de Bélgica
Franz Jonas	Franz Jonas
Michelle Obama	Michelle Obama
Internet Control Message Protocol	Internet Control Message Protocol
Ọsàn	Citrus × sinensis
Èdè Xhosa	Idioma xhosa
Èdè Somalí	Idioma somalí
Montserrat	Montserrat
Yunifásítì Harvard	Universidad de Harvard
Àdàkọ:Location map Mexico	Plantilla:Mapa de localización de México
Àdàkọ:Location map Belize	Plantilla:Mapa de localización de Belice
Àdàkọ:Location map Nicaragua	Plantilla:Mapa de localización de Nicaragua
Àdàkọ:Location map Costa Rica	Plantilla:Mapa de localización de Costa Rica
Àdàkọ:Location map Panama	Plantilla:Mapa de localización de Panamá
Àdàkọ:Location map Dominican Republic	Plantilla:Mapa de localización de República Dominicana
Àdàkọ:Location map Dominica	Plantilla:Mapa de localización de Dominica
Yopal	Yopal
Àdàkọ:Location map Earth	Plantilla:Mapa de localización de Tierra
Ilẹ̀ Ọmọ-ọba Sealand	Sealand
1105	1105
Angelina Jolie	Angelina Jolie
Èdè Lárúbáwá	Idioma árabe
Casanare Department	Casanare
Caquetá Department	Caquetá
Valle del Cauca Department	Valle del Cauca
Risaralda Department	Risaralda
Quindío Department	Quindío
Jan Mayen	Jan Mayen
Dọ́là	Dólar
Internet Group Management Protocol	Internet Group Management Protocol
Èdè Occitani	Idioma occitano
Èdè Áfríkáánì	Afrikáans
Alákòóso àgbà	Primer ministro
Chris Evert	Chris Evert
Top-level domain	Dominio de nivel superior
Lee Myung-bak	Lee Myung-bak
Roh Mu-hyon	Roh Moo-Hyun
Liza Minnelli	Liza Minnelli
Erékùṣù Àjínde	Isla de Pascua
POSIX	POSIX
Àsìá	Bandera
Màkáù	Macao
Àdàkọ:Location map Morocco	Plantilla:Mapa de localización de Marruecos
Àdàkọ:Location map Algeria	Plantilla:Mapa de localización de Argelia
Àdàkọ:Location map Tunisia	Plantilla:Mapa de localización de Túnez
Àdàkọ:Location map Egypt	Plantilla:Mapa de localización de Egipto
Àdàkọ:Location map Mauritania	Plantilla:Mapa de localización de Mauritania
Àdàkọ:Location map Mali	Plantilla:Mapa de localización de Malí
Àdàkọ:Location map Niger	Plantilla:Mapa de localización de Níger
Àdàkọ:Location map Chad	Plantilla:Mapa de localización de Chad
Àdàkọ:Location map Sudan	Plantilla:Mapa de localización de Sudán
Àdàkọ:Location map Eritrea	Plantilla:Mapa de localización de Eritrea
Àdàkọ:Location map Ethiopia	Plantilla:Mapa de localización de Etiopía
Àdàkọ:Location map Cape Verde	Plantilla:Mapa de localización de Cabo Verde
Àdàkọ:Location map Senegal	Plantilla:Mapa de localización de Senegal
Àdàkọ:Location map Gambia	Plantilla:Mapa de localización de Gambia
Àdàkọ:Location map Guinea-Bissau	Plantilla:Mapa de localización de Guinea-Bissau
Àdàkọ:Location map Guinea	Plantilla:Mapa de localización de Guinea
Àdàkọ:Location map Sierra Leone	Plantilla:Mapa de localización de Sierra Leona
Àdàkọ:Location map Liberia	Plantilla:Mapa de localización de Liberia
Àdàkọ:Location map Côte d'Ivoire	Plantilla:Mapa de localización de Costa de Marfil
Àdàkọ:Location map Burkina Faso	Plantilla:Mapa de localización de Burkina Faso
Àdàkọ:Location map Ghana	Plantilla:Mapa de localización de Ghana
Àdàkọ:Location map Togo	Plantilla:Mapa de localización de Togo
Àdàkọ:Location map Benin	Plantilla:Mapa de localización de Benín
Àdàkọ:Location map Nigeria	Plantilla:Mapa de localización de Nigeria
Àdàkọ:Location map Cameroon	Plantilla:Mapa de localización de Camerún
Àdàkọ:Location map Central African Republic	Plantilla:Mapa de localización de República Centroafricana
Àdàkọ:Location map Sao Tome and Principe	Plantilla:Mapa de localización de Santo Tomé y Príncipe
Àdàkọ:Location map Equatorial Guinea	Plantilla:Mapa de localización de Guinea Ecuatorial
Àdàkọ:Location map Gabon	Plantilla:Mapa de localización de Gabón
Àdàkọ:Location map Republic of the Congo	Plantilla:Mapa de localización de República del Congo
Àdàkọ:Location map Democratic Republic of the Congo	Plantilla:Mapa de localización de República Democrática del Congo
Àdàkọ:Location map Uganda	Plantilla:Mapa de localización de Uganda
Àdàkọ:Location map Kenya	Plantilla:Mapa de localización de Kenia
Àdàkọ:Location map Rwanda	Plantilla:Mapa de localización de Ruanda
Àdàkọ:Location map Burundi	Plantilla:Mapa de localización de Burundi
Àdàkọ:Location map Tanzania	Plantilla:Mapa de localización de Tanzania
Àdàkọ:Location map Mozambique	Plantilla:Mapa de localización de Mozambique
Àdàkọ:Location map Malawi	Plantilla:Mapa de localización de Malaui
Àdàkọ:Location map Zambia	Plantilla:Mapa de localización de Zambia
Àdàkọ:Location map Angola	Plantilla:Mapa de localización de Angola
Àdàkọ:Location map Namibia	Plantilla:Mapa de localización de Namibia
Àdàkọ:Location map Botswana	Plantilla:Mapa de localización de Botsuana
Àdàkọ:Location map South Africa	Plantilla:Mapa de localización de Sudáfrica
Àdàkọ:Location map Swaziland	Plantilla:Mapa de localización de Suazilandia
Àdàkọ:Location map Comoros	Plantilla:Mapa de localización de Comoras
Àdàkọ:Location map Mauritius	Plantilla:Mapa de localización de Mauricio
Àgbájọ Káríayé fún Ìṣọ̀págun	Organización Internacional de Normalización
Hu Jintao	Hu Jintao
Àgùnfọ̀n	Giraffa camelopardalis
José Batlle y Ordóñez	José Batlle y Ordóñez
Jorge Batlle Ibáñez	Jorge Batlle
Address Resolution Protocol	Address Resolution Protocol
Ìsọ̀kan Sófìẹ̀tì	Unión Soviética
Jelena Janković	Jelena Janković
Paraná (ìpínlẹ̀ Brasil)	Estado de Paraná
Lil Wayne	Lil Wayne
Èràn àìtóagbóguntàrùn ènìyàn	Virus de la inmunodeficiencia humana
Queen (ẹgbẹ́ olórin)	Queen
Ilẹ̀ọba Aṣọ̀kan Nẹ́dálándì	Reino Unido de los Países Bajos
Freddie Mercury	Freddie Mercury
Émile Durkheim	Émile Durkheim
Charles de Secondat, baron de Montesquieu	Montesquieu
Robert Schuman	Robert Schuman
Henri ilẹ̀ Lúksẹ́mbọ̀rg	Enrique de Luxemburgo
Charles K. Kao	Charles K. Kao
Humphrey Bogart	Humphrey Bogart
Bruce Lee	Bruce Lee
Wikipedia:Àyọkà pàtàkì	Wikipedia:Artículos destacados
Àdàkọ:Link FA	Plantilla:Destacado
John McEnroe	John McEnroe
Mats Wilander	Mats Wilander
Àgbáyé	Mundo
Wikipedia:Abẹ́ igi	Wikipedia:Café
Fermont	Vermont
San Diego	San Diego (California)
San Jose, Kalifọ́rníà	San José (California)
Denver	Denver
Houston	Houston
Phoenix	Phoenix
Dallas	Dallas
Fort Worth	Fort Worth
Austin	Austin
El Paso	El Paso (Texas)
Memphis	Memphis
Charlotte, North Carolina	Charlotte
Columbus, Ohio	Columbus (Ohio)
Jacksonville	Jacksonville (Florida)
Àsìá ilẹ̀ Rọ́síà	Bandera de Rusia
Wen Jiabao	Wen Jiabao
Guam	Guam
Sàmóà Amẹ́ríkà	Samoa Americana
Àwọn Erékùṣù Apáàríwá Mariana	Islas Marianas del Norte
Àwọn Erékùṣù Kékèké Orílẹ̀-èdè Amẹ́ríkà	Islas Ultramarinas Menores de Estados Unidos
Long Beach	Long Beach (California)
Edgar Allan Poe	Edgar Allan Poe
Ìlàoòrùn Jẹ́mánì	República Democrática Alemana
Pópù Páúlù 6k	Pablo VI
Deng Xiaoping	Deng Xiaoping
Guadeloupe	Guadalupe (Francia)
Oakland	Oakland (California)
Mártíníkì	Martinica
Mayotte	Mayotte
Réunion	Reunión (departamento de Francia)
Tessalonika	Salónica
Rómù Olómìnira	República romana
Peso Filipínì	Peso filipino
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Filipínì	Escudo de Filipinas
Agbègbè Aladawa Tibet	Tíbet
Òbìrípo	Circunferencia
Tenzin Gyatso, 14th Dalai Lama	Tenzin Gyatso
John von Neumann	John von Neumann
Donald Knuth	Donald Knuth
Xavi	Xavi Hernández
Diego Maradona	Diego Armando Maradona
Ògòngò	Struthio camelus
Arlington	Arlington (Texas)
Sacramento	Sacramento (California)
Honolulu	Honolulu
Korea	Corea
1925	1925
1927	1927
Gao Xingjian	Gao Xingjian
Àwọn Erékùṣù Turks àti Caicos	Islas Turcas y Caicos
Elie Wiesel	Elie Wiesel
Brooklyn	Brooklyn
Joseph E. Stiglitz	Joseph Stiglitz
Léon Blum	Léon Blum
1000	1000
999	999
Bertha von Suttner	Bertha von Suttner
Tucson	Tucson
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
1935	1935
1934	1934
Senusret 2k	Sesostris II
1933	1933
Amenemhat 2k	Amenemhat II
1932	1932
Senusret 1k	Sesostris I
Amenemhat 1k	Amenemhat I
1931	1931
1930	1930
1929	1929
Pyongyang	Pionyang
Májẹ̀mú Titun	Nuevo Testamento
Global Positioning System	Sistema de posicionamiento global
Luise Rainer	Luise Rainer
Arthur Balfour	Arthur James Balfour
Edwin McMillan	Edwin Mattison McMillan
Ẹ̀bùn Akádẹ́mì	Premios Óscar
Ẹ̀wádún 2010	Años 2010
Mario J. Molina	Mario Molina
STS-51-L	STS-51-L
Pròkáríọ́tì	Prokaryota
Ẹ̀ùkáríọ́tì	Eukaryota
Henry Fonda	Henry Fonda
George Bernard Shaw	George Bernard Shaw
Ma Ying-jeou	Ma Ying-jeou
1001	1001
1002	1002
1003	1003
1005	1005
1006	1006
1007	1007
1008	1008
1009	1009
1010	1010
1011	1011
1012	1012
1013	1013
1014	1014
Amenemhat 3k	Amenemhat III
1015	1015
Amenemhat 4k	Amenemhat IV
1016	1016
Senusret 3k	Sesostris III
1017	1017
1018	1018
1019	1019
1020	1020
1021	1021
1022	1022
1023	1023
1024	1024
1025	1025
1026	1026
1027	1027
1028	1028
1029	1029
1030	1030
1031	1031
Ife-ẹ̀yẹ Àgbáyé Bọ́ọ̀lù-ẹlẹ́sẹ̀	Copa Mundial de Fútbol
1032	1032
1033	1033
1034	1034
1035	1035
Kamose	Kamose
1036	1036
1037	1037
1038	1038
1039	1039
1040	1040
1041	1041
1042	1042
1043	1043
1044	1044
1045	1045
1046	1046
1047	1047
1048	1048
1049	1049
1050	1050
1051	1051
1052	1052
1053	1053
1054	1054
1055	1055
1056	1056
1057	1057
1058	1058
1059	1059
1060	1060
1061	1061
1062	1062
Martin Kližan	Martin Kližan
1063	1063
1064	1064
David Goffin	David Goffin
1065	1065
1066	1066
1067	1067
1068	1068
1069	1069
1070	1070
1071	1071
1072	1072
1073	1073
1074	1074
1075	1075
1076	1076
1077	1077
1078	1078
1079	1079
1080	1080
1081	1081
1082	1082
1083	1083
1084	1084
1085	1085
1086	1086
1087	1087
1088	1088
1089	1089
1090	1090
1091	1091
1092	1092
1093	1093
1094	1094
1095	1095
1096	1096
1097	1097
1098	1098
1099	1099
1106	1106
1107	1107
1108	1108
1109	1109
1110	1110
Podolsk	Podolsk
1111	1111
1112	1112
Maya Angelou	Maya Angelou
1113	1113
1114	1114
1115	1115
1116	1116
1117	1117
1118	1118
1119	1119
1120	1120
Pópù	Papa
Mẹ́tàlì álkálì	Alcalino
1130	1130
Mẹ́tàlì alkalínì ilẹ̀	Alcalinotérreo
Áktínídì	Actínido
1131	1131
Rafael Correa	Rafael Correa
1132	1132
1133	1133
1134	1134
1135	1135
Mẹ́tálọ́ìdì	Semimetal
1136	1136
Aláìjẹ́-mẹ́tàlì	No metal
1137	1137
Halojín	Halógeno
1138	1138
1139	1139
Ẹ̀fúùfù abíire	Gases nobles
5	5
1140	1140
1141	1141
1142	1142
1143	1143
1144	1144
4	4
1145	1145
1146	1146
1147	1147
1148	1148
3	3
1149	1149
1150	1150
1151	1151
1152	1152
1153	1153
2	2
1154	1154
1155	1155
1156	1156
Ohun ìgboro	Dominio público
1157	1157
1158	1158
1159	1159
Bucharest	Bucarest
1160	1160
1161	1161
1162	1162
1163	1163
Al Gore	Al Gore
1164	1164
1165	1165
1166	1166
1167	1167
1168	1168
1169	1169
1170	1170
Egbé Osèlú Olómìnira tí Puèrtó Ríko	Partido Independentista Puertorriqueño
1171	1171
1172	1172
1173	1173
Tirana	Tirana
1174	1174
1175	1175
1176	1176
1177	1177
1178	1178
Motorhead	Motörhead
1179	1179
1180	1180
1181	1181
1182	1182
1928	1928
1183	1183
1184	1184
1185	1185
1186	1186
1187	1187
1188	1188
1189	1189
1190	1190
1191	1191
1192	1192
1193	1193
1194	1194
1195	1195
1196	1196
1197	1197
1198	1198
1199	1199
Wikipedia:Àwọn àyọkà dáradára	Wikipedia:Artículos buenos
6	6
Májẹ̀mú Láéláé	Antiguo Testamento
Josh Duhamel	Josh Duhamel
Kérésìmesì	Navidad
Anígunmẹ́ta	Triángulo
Ọdún Tódọ́gba	Año bisiesto
Steve Jobs	Steve Jobs
Lady Gaga	Lady Gaga
Àwọn èdè Índíà-Europe	Lenguas indoeuropeas
Muammar al-Gaddafi	Muamar el Gadafi
Àmọ̀tẹ́kùn	Panthera tigris
Juan Carlos Àkọ́kọ́ ilẹ̀ Spéìn	Juan Carlos I de España
John Couch Adams	John Couch Adams
Francesco Totti	Francesco Totti
Joe Pesci	Joe Pesci
ISO 3166-2:BO	ISO 3166-2:BO
ISO 3166-2:SV	ISO 3166-2:SV
ISO 3166-2:IT	ISO 3166-2:IT
ISO 3166-2:FR	ISO 3166-2:FR
ISO 3166-2:UY	ISO 3166-2:UY
ISO 3166-2:HR	ISO 3166-2:HR
ISO 3166-2:CO	ISO 3166-2:CO
ISO 3166-2:PY	ISO 3166-2:PY
ISO 3166-2:GT	ISO 3166-2:GT
ISO 3166-2:EG	ISO 3166-2-EG
ISO 3166-2:GE	ISO 3166-2:GE
ISO 3166-2:DO	ISO 3166-2:DO
ISO 3166-2:VE	ISO 3166-2:VE
ISO 3166-2:EC	ISO 3166-2:EC
ISO 3166-2:ES	ISO 3166-2:ES
ISO 3166-2:PE	ISO 3166-2:PE
ISO 3166-2:HN	ISO 3166-2:HN
ISO 3166-2:NI	ISO 3166-2:NI
ISO 3166-2:PT	ISO 3166-2:PT
ISO 3166-2:AU	ISO 3166-2:AU
ISO 3166-2:AD	ISO 3166-2:AD
ISO 3166-2:CL	ISO 3166-2:CL
ISO 3166-2:NO	ISO 3166-2:NO
ISO 3166-2:CR	ISO 3166-2:CR
Chişinău	Chisináu
Ìfitónilétí	Ciencias de la computación
Nọ́mbà àdábáyé	Número natural
Àwọn èdè oníjẹ́mánì	Lenguas germánicas
Ìṣeọ̀rọ̀àwùjọ	Sociología
Şalom	Şalom
Àrúbà	Aruba
Yunifásítì Princeton	Universidad de Princeton
Orissa (India)	Orissa
Ìwé Àṣẹ Aṣàlàyé Ọ̀fẹ́ GNU	Licencia de documentación libre de GNU
Kirsten Gillibrand	Kirsten Gillibrand
John Kerry	John Kerry
Punjab (India)	Punyab (India)
Sístẹ́mù ajọfọ̀nàkò jẹ́ọ́gráfì	Coordenadas geográficas
Friedrich Schiller	Friedrich Schiller
Baháí	Bahaísmo
Ìṣúpọ̀ olùgbé	Densidad de población
1	1
Bristol	Brístol
10	10
Nashville	Nashville
20	20
Surrey	Surrey
30	30
Roberto Benigni	Roberto Benigni
Gough Whitlam	Gough Whitlam
Abkhazia	Abjasia
40	40
9	9
Edmund Barton	Edmund Barton
7	7
Chris Watson	Chris Watson
8	8
Stanley Bruce	Stanley Bruce
Taylor Lautner	Taylor Lautner
Jeremy Renner	Jeremy Renner
John Curtin	John Curtin
12	12
Ọ̀sẹ̀	Semana
Àgbọ̀rín	Cervidae
Adágún	Lago
Òkun Pupa	Mar Rojo
Erékùṣù Bouvet	Isla Bouvet
930	930
13	13
985	985
1122	1122
981	981
939	939
Gúúsù Ossetia	Osetia del Sur
Ulan Bator	Ulán Bator
Ernest Hemingway	Ernest Hemingway
Ashgabat	Asjabad
51	51
Octave Mirbeau	Octave Mirbeau
Erékùṣù	Isla
814	814
678	678
950	950
679	679
996	996
680	680
37	37
980	980
900	900
1129	1129
Chris Pine	Chris Pine
843	843
Lordi	Lordi
690	690
691	691
988	988
692	692
476	476
693	693
694	694
695	695
696	696
697	697
698	698
Èdè iṣẹ́ọba	Idioma oficial
699	699
700	700
701	701
702	702
Ọ̀rọ̀ayéijọ́un	Arqueología
703	703
Tòmátò	Solanum lycopersicum
704	704
705	705
George H. W. Bush	George H. W. Bush
706	706
68	68
89	89
707	707
708	708
709	709
11	11
710	710
711	711
712	712
713	713
714	714
Àwọn èdè Sílàfù	Lenguas eslavas
715	715
Dmitry Medvedev	Dmitri Medvédev
716	716
717	717
718	718
719	719
720	720
721	721
722	722
Selena	Selena Quintanilla Pérez
723	723
Bryan Cranston	Bryan Cranston
NASA	NASA
724	724
Mérida	Mérida (Venezuela)
725	725
726	726
Atlanta	Atlanta
727	727
Benito Mussolini	Benito Mussolini
728	728
729	729
963	963
730	730
Podgorica	Podgorica
731	731
962	962
732	732
733	733
997	997
734	734
972	972
735	735
955	955
901	901
736	736
737	737
936	936
738	738
953	953
902	902
739	739
15	15
740	740
14	14
741	741
742	742
17	17
743	743
958	958
744	744
500	500
745	745
150	150
746	746
880	880
747	747
748	748
749	749
870	870
903	903
750	750
751	751
Bẹ̀rmúdà	Bermudas
752	752
753	753
987	987
754	754
965	965
755	755
924	924
951	951
932	932
Wellington	Wellington (Nueva Zelanda)
Erékùṣù Brítánì Olókìkí	Gran Bretaña
23	23
800	800
Apáàríwá Kíprù	República Turca del Norte de Chipre
Jimmy Carter	Jimmy Carter
120	120
Orin-ìyìn orílẹ̀-èdè	Himno nacional
42	42
967	967
989	989
960	960
969	969
957	957
1124	1124
971	971
937	937
992	992
990	990
899	899
975	975
942	942
966	966
1128	1128
959	959
973	973
18	18
19	19
16	16
Las Vegas	Las Vegas
21	21
26	26
41	41
32	32
33	33
982	982
974	974
976	976
979	979
986	986
919	919
998	998
Palẹstínì	Palestina (región)
995	995
977	977
1125	1125
Valletta	La Valeta
934	934
Nọ́mbà átọ̀mù	Número atómico
Alfred Nobel	Alfred Nobel
200	200
876	876
875	875
810	810
929	929
882	882
1127	1127
940	940
889	889
844	844
912	912
838	838
984	984
874	874
George Clooney	George Clooney
38	38
43	43
127	127
954	954
39	39
24	24
79	79
61	61
104	104
29	29
102	102
866	866
Pópù Jòhánù 23k	Juan XXIII
839	839
622	622
918	918
100	100
961	961
570	570
632	632
Andrew Garfield	Andrew Garfield
946	946
835	835
884	884
859	859
832	832
849	849
877	877
878	878
861	861
869	869
968	968
983	983
964	964
1121	1121
1123	1123
933	933
915	915
970	970
911	911
993	993
991	991
994	994
898	898
944	944
907	907
943	943
945	945
922	922
905	905
941	941
925	925
928	928
948	948
947	947
949	949
926	926
126	126
101	101
105	105
108	108
117	117
115	115
22	22
46	46
25	25
153	153
156	156
31	31
825	825
George Hamilton-Gordon, 4th Earl of Aberdeen	George Hamilton-Gordon
Vancouver	Vancouver
301	301
116	116
886	886
Almazbek Atambayev	Almazbek Atambayev
330	330
860	860
842	842
165	165
871	871
893	893
203	203
909	909
222	222
931	931
938	938
Antoni Martí	Antoni Martí
917	917
160	160
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
477	477
914	914
920	920
913	913
935	935
841	841
820	820
906	906
Bremen	Bremen
916	916
885	885
168	168
60	60
47	47
836	836
112	112
854	854
862	862
879	879
887	887
Charles Frank Bolden, Jr.	Charles F. Bolden, Jr.
770	770
817	817
864	864
863	863
868	868
855	855
818	818
Woody Allen	Woody Allen
837	837
845	845
Kevin Spacey	Kevin Spacey
166	166
Òwìwí	Strigiformes
Ààrẹ ilẹ̀ Jẹ́mánì	Presidente de Alemania
Ponun Stelin	Libra esterlina
Ántíllès àwọn Nẹ́dálándì	Antillas Neerlandesas
Àngúíllà	Anguila (dependencia)
Guernsey	Guernsey
Svalbard	Svalbard
Wákàtí	Hora
Aléegunẹ̀yìn	Vertebrata
2016	2016
Àwọn Azore	Azores
552	552
Pristina	Pristina
Ibùdó Òfurufú Akáríayé	Estación Espacial Internacional
2019	2019
ISO 3166-1	ISO 3166-1
Ísótòpù	Isótopo
Hispaniola	La Española
Curaçao	Curazao
2017	2017
2018	2018
Ọ̀rúndún 1k SK	Siglo I a. C.
2 SK	2 a. C.
1 SK	1 a. C.
Ọ̀rúndún 2k SK	Siglo II a. C.
Pítsílẹ́mu	Pichilemu
Àwọn Erékùṣù Wúndíá Brítánì	Islas Vírgenes Británicas
Esinsin	Diptera
Aarhus	Aarhus
Ọ̀rúndún 3k SK	Siglo III a. C.
Árktìkì	Ártico
Antoni Gaudí	Antoni Gaudí
Trenton	Trenton
Àwòdì apẹja	Pandion haliaetus
2020	2020
Ìlọ́poméjì mítà	Metro cuadrado
Franki Swítsàlandì	Franco suizo
Theodor Mommsen	Theodor Mommsen
Erékùṣù Navassa	Isla de Navaza
123 SK	123 a. C.
234 SK	234 a. C.
Saint Barthélemy	San Bartolomé (Francia)
Kobe Bryant	Kobe Bryant
Newark, New Jersey	Newark (Nueva Jersey)
Bonaire	Bonaire
Krone Dẹ́nmárkì	Corona danesa
345 SK	345 a. C.
Funchal	Funchal
600	600
Saint Martin	Isla de San Martín
400	400
Litas	Litas lituana
300	300
Ẹ̀rúndún 2k	II milenio
Ẹ̀rúndún 1k	I milenio
Hermann Hesse	Hermann Hesse
Àmì ọ̀pá àṣẹ ilẹ̀ Welsi	Escudo de Gales
Ẹ̀rúndún 3k	III milenio
Madeira	Madeira
Yunifásítì Niccolò Cusano	Universidad Nicolás de Cusa
Elizabeth Blackburn	Elizabeth Blackburn
Carol Greider	Carol Greider
Kuna	Kuna croata
Dọ́là Ìlàòrùn Kàríbẹ́ánì	Dólar del Caribe Oriental
Àsìá ilẹ̀ Georgia	Bandera de Georgia
Ẹ̀wádún 1040	Años 1040
Salvador Jovellanos	Salvador Jovellanos
Higinio Uriarte	Higinio Uriarte
Juan Bautista Gill	Juan Bautista Gill
Àmì ọ̀pá àṣẹ Orílẹ̀-èdè Olómìnira ilẹ̀ Ṣáínà	Emblema Nacional de la República de China
Lionel Richie	Lionel Richie
Àwọn èdè Ìwọ̀orùn Jẹ́mánìkì	Lenguas germánicas occidentales
San Andrés, Providencia àti Santa Catalina	Archipiélago de San Andrés, Providencia y Santa Catalina
Lakshadweep	Laquedivas
Àwọn Erékùṣù Cook	Islas Cook
Ìlàoòrùn Ásíà	Asia Oriental
Àrin Ásíà	Asia Central
Ìwọòrùn Ásíà	Asia Occidental
Ilẹ̀ọba Prússíà	Reino de Prusia
Àríwá Ásíà	Asia del Norte
Amẹ́ríkà Gẹ̀ẹ́sì	América Anglosajona
Francisco de Paula Martínez de la Rosa y Berdejo	Francisco Martínez de la Rosa
Àríwá Áfríkà	Norte de África
Apágúúsù Áfríkà	África austral
Ìlaòrùn Áfríkà	África Oriental
Àrin Áfríkà	África Central
Apágúúsù Europe	Europa meridional
Apáìlàoòrùn Europe	Europa Oriental
Apáàríwá Europe	Europa del Norte
Apáìwọ̀òrùn Europe	Europa Occidental
Gbọ̀ngàn Àrin Europe	Europa Central
Áfríkà-Ẹurásíà	Eurafrasia
Daimler AG	Daimler AG
Àrin Amẹ́ríkà	América Central
Ponun Erékùṣù Man	Libra manesa
1000 SK	1000 a. C.
Mikhail Bakunin	Mijaíl Bakunin
Àṣínììsì	Idioma achenés
Shaka	Shaka
ISO 3166-2:BR	ISO 3166-2:BR
ISO 3166-2:AL	ISO 3166-2:AL
ISO 3166-2:AR	ISO 3166-2:AR
ISO 3166-2:DE	ISO 3166-2:DE
Judi Dench	Judi Dench
Abdus Salam	Abdus Salam
ISO 3166-2:MX	ISO 3166-2:MX
Baton Rouge	Baton Rouge
Maghreb	Magreb
Èdè Àmháríkì	Idioma amhárico
Àdán	Chiroptera
36	36
Irun	Pelo
Austríà–Húngárì	Imperio austrohúngaro
Todor Zhivkov	Todor Zhivkov
