Aprika	África
Aklat ni Jeremias	Libro de Jeremías
Kırklareli Province	Provincia de Kırklareli
Merano	Merano
Aklat ni Esdras	Libro de Esdras
Aklat ni Nehemias	Libro de Nehemías
Aklat ni Joel	Libro de Joel
Elektra	Electra
Lalawigan ng Qom	Provincia de Qom
Lola Pagnani	Lola Pagnani
Akropolis	Acrópolis
Bulldozer (Marvel Comics)	Buldócer
Embriyolohiya	Embriología
Homo sapiens idaltu	Homo sapiens idaltu
Arthur Wellesley, Unang Duke ng Wellington	Duque de Wellington
FPÖ	Partido de la Libertad de Austria
Glyptodon	Glyptodon
Maria Theresa ng Austria	María Teresa I de Austria
Ang Prinsipe	El Príncipe
Johannes Diderik van der Waals	Johannes van der Waals
William Lawrence Bragg	William Lawrence Bragg
Hylocereus undatus	Hylocereus undatus
Henry Cavendish	Henry Cavendish
Aklat ni Tobias	Libro de Tobit
Hepataytis	Hepatitis
Anorexia nervosa	Anorexia nerviosa
Diperensiyang bipolar	Trastorno bipolar
Humphry Davy	Humphry Davy
Shogun	Shōgun
Bagong Taong Tsino	Año Nuevo chino
Adolesente	Adolescencia
Orinoco	Río Orinoco
Mollicutes	Mollicutes
Sublimasyon	Sublimación
Cynodontia	Cynodontia
Eskito	Pueblos escitas
Tina Turner	Tina Turner
Ipil, Zamboanga Sibugay	Ipil
Papa Pio V	Pío V
Pagpapakita ng Panginoon	Epifanía
Aurora, Zamboanga del Sur	Aurora (Zamboanga del Sur)
Xbox	Xbox
Bayog, Zamboanga del Sur	Bayog
Gobernador	Gobernador
Delphinapterus leucas	Delphinapterus leucas
Papa Leo III	León III (papa)
Papa Antero	Antero
Papa Ponciano	Ponciano
Imahen	Icono
Psilotopsida	Ophioglossidae
Universidade Federal de Minas Gerais	Universidad Federal de Minas Gerais
Etnograpiya	Etnografía
Seno ng Elea	Zenón de Elea
Budismong Theravada	Theravada
Kish (Sumerya)	Kish
959 Arne	(959) Arne
Pantasya	Género fantástico
Shinzō Abe	Shinzō Abe
Ambulocetus	Ambulocetus
Toon, Ehime	Tōon
Yuki Kajiura	Yuki Kajiura
Bansang maunlad	País desarrollado
Kantō	Región de Kantō
Baliguian, Zamboanga del Norte	Baliguian
Godod, Zamboanga del Norte	Godod
Gutalac, Zamboanga del Norte	Gutalac
Jose Dalman, Zamboanga del Norte	José Dalmán
Kalawit, Zamboanga del Norte	Kalawit
Ayn Rand	Ayn Rand
Katipunan, Zamboanga del Norte	Katipunan (Zamboanga del Norte)
La Libertad, Zamboanga del Norte	La Libertad (Zamboanga del Norte)
Labason, Zamboanga del Norte	Labason
J. Robert Oppenheimer	Robert Oppenheimer
Rosaryo	Rosario (catolicismo)
Leon B. Postigo, Zamboanga del Norte	Bacungan
Diana (mitolohiya)	Diana (mitología)
Enrique II ng Pransiya	Enrique II de Francia
Liloy, Zamboanga del Norte	Liloy
De jure	De iure
Manukan, Zamboanga del Norte	Manukan
Mycenae	Micenas
Mutia, Zamboanga del Norte	Mutia
Piñan, Zamboanga del Norte	Piñán
Polanco, Zamboanga del Norte	Polanco (Zamboanga del Norte)
President Manuel A. Roxas, Zamboanga del Norte	Pres. Manuel A. Roxas
Pan (diyos)	Pan (mitología)
Rizal, Zamboanga del Norte	Rizal de Zamboanga del Norte
Salug, Zamboanga del Norte	Salug
Sergio Osmeña Sr., Zamboanga del Norte	Sergio Osmeña, Sr.
Siayan, Zamboanga del Norte	Siayan (Zamboanga del Norte)
Tarō Asō	Tarō Asō
Sibuco, Zamboanga del Norte	Sibuco
Sibutad, Zamboanga del Norte	Sibutad
Proletariat	Proletariado
Sindangan, Zamboanga del Norte	Sindangan
Siocon, Zamboanga del Norte	Siocon
Misa	Misa
Sirawai, Zamboanga del Norte	Sirawai
Naomi Watts	Naomi Watts
Tampilisan, Zamboanga del Norte	Tampilisan
Epinephrine	Adrenalina
Komino	Cuminum cyminum
Lalawigan ng Mersin	Provincia de Mersin
Bifidobacterium	Bifidobacterium
Heroglipikong Ehipsiyo	Jeroglíficos egipcios
Papa Gregorio XV	Gregorio XV
Borisoglebsk	Borisoglebsk
Prepektura ng Niigata	Prefectura de Niigata
Papa Inocencio XII	Inocencio XII
Pablo V	Paulo V
Borovichi	Borovichí
Papa Leo XI	León XI
Borovsk	Bórovsk
Prepektura ng Yamanashi	Prefectura de Yamanashi
Borodino, Krasnoyarsk Krai	Borodino (Rusia)
Yamuna	Río Yamuna
Grand Theft Auto	Grand Theft Auto
Bratsk	Bratsk
Hayang trigo	Fagopyrum esculentum
Makinang wangisan	Fax
Prepektura ng Shimane	Prefectura de Shimane
Papa Anastasio II	Anastasio II
Lungsod ng Biarritz	Biarritz
Papa Lucio I	Lucio I
Papa Marcos	Marcos de Ostia
Bugulma	Bugulmá
Buguruslan	Buguruslán
1044 Teutonia	(1044) Teutonia
Papa Adriano IV	Adriano IV
Buinsk, Republic of Tatarstan	Buinsk
1045 Michela	(1045) Michela
1046 Edwin	(1046) Edwin
1047 Geisha	(1047) Geisha
1048 Feodosia	(1048) Feodosia
Buy (town)	Bui
Sobyet na Sosyalistang Republika ng Armenia	República Socialista Soviética de Armenia
1049 Gotho	(1049) Gotho
105 Artemis	(105) Artemisa
1050 Meta	(1050) Meta
Finding Nemo	Buscando a Nemo
1051 Merope	(1051) Merope
1052 Belgica	(1052) Belgica
Dagat Lupanlunti	Mar de Groenlandia
1053 Vigdis	(1053) Vigdis
1054 Forsytia	(1054) Forsytia
1055 Tynka	(1055) Tynka
1056 Azalea	(1056) Azalea
1057 Wanda	(1057) Wanda
1058 Grubba	(1058) Grubba
1059 Mussorgskia	(1059) Mussorgskia
106 Dione	(106) Dione
1060 Magnolia	(1060) Magnolia
1061 Paeonia	(1061) Paeonia
1062 Ljuba	(1062) Ljuba
1063 Aquilegia	(1063) Aquilegia
1064 Aethusa	(1064) Aethusa
1065 Amundsenia	(1065) Amundsenia
1066 Lobelia	(1066) Lobelia
1067 Lunaria	(1067) Lunaria
1068 Nofretete	(1068) Nofretete
Asensor	Ascensor
1069 Planckia	(1069) Planckia
1070 Tunica	(1070) Tunica
1071 Brita	(1071) Brita
1072 Malva	(1072) Malva
1073 Gellivara	(1073) Gellivara
1074 Beljawskya	(1074) Beljawskya
Prepektura ng Toyama	Prefectura de Toyama
1075 Helina	(1075) Helina
1076 Viola	(1076) Viola
Prepektura ng Okayama	Prefectura de Okayama
1077 Campanula	(1077) Campanula
1078 Mentha	(1078) Mentha
1079 Mimosa	(1079) Mimosa
Lalawigan ng Bushehr	Provincia de Bushehr
Valday	Valdái (ciudad)
108 Hecuba	(108) Hécuba
Ilang ng Taklamakan	Taklamakán
Valuyki	Valuiki
Velizh	Vélizh
Velsk	Velsk
Alemanni	Pueblo alamán
Araw ng Pagbabayad-sala	Yom Kipur
Papa Pablo III	Paulo III
Elephas maximus	Elephas maximus
Gro Harlem Brundtland	Gro Harlem Brundtland
Sauropodomorpha	Sauropodomorpha
Kolomna	Kolomna
Verkhny Tagil	Verjni Tagil
Litograpiya	Litografía
Eomaia	Eomaia
Urbano V	Urbano V
Verkhnyaya Tura	Vérjniaya Turá
Susan Sarandon	Susan Sarandon
Silang	Puerto (montaña)
Verkhoyansk	Verjoyansk
Papa Gregorio VII	Gregorio VII
Bourg-en-Bresse	Bourg-en-Bresse
Vetluga	Vetluga
Vidnoye	Vídnoye
Luslos	Hernia
Ugnayang pampubliko	Relaciones públicas
Piyo	Gota (enfermedad)
Vilyuysk	Viliúisk
Papa Inocencio XIII	Inocencio XIII
Binti	Pata
Papa Clemente XII	Clemente XII
Hamilton, Ontario	Hamilton (Ontario)
Papa Clemente XIII	Clemente XIII
Kolonya	Colonia administrativa
Instrumentong pinapalo	Instrumento de percusión
Volgodonsk	Volgodonsk
Pamahiin	Superstición
Oo, Minamahal namin ang Bansang ito	Ja, vi elsker dette landet
Charophyta	Charophyta
Gabriel Lippmann	Gabriel Lippmann
Kombustiyon	Combustión
Apocynum	Apocynum
Paninilaw	Ictericia
Likod ng tao	Espalda
Volgorechensk	Volgoréchensk
Volzhsk	Volzhsk
Tribo	Tribu
Jake Gyllenhaal	Jake Gyllenhaal
F-22 Raptor	Lockheed Martin F-22 Raptor
Espasyo-panahon	Espacio-tiempo
Unang Konsilyo ng Nicaea	Concilio de Nicea I
Hathor	Hathor
Papa Sixto V	Sixto V
Sosyalistikong Republikang Soviet ng Ukranya	República Socialista Soviética de Ucrania
Rhyniophyta	Rhyniophyta
Volsk	Volsk
Lambak ng mga Hari	Valle de los Reyes
Rabino	Rabino
Liham	Carta
Elias	Elías
Pambansang Istadyum ng Beijing	Estadio Nacional de Pekín
Vorkuta	Vorkutá
Luwalhati sa umaga	Rivea corymbosa
Barkong panghimpapawid	Dirigible
Thor Heyerdahl	Thor Heyerdahl
Panahon ng Pagtuklas	Era de los descubrimientos
Howard Carter	Howard Carter
Smash (Teleserye)	Smash (serie de televisión)
Black Jack (manga)	Black Jack (manga)
Karboniperoso	Carbonífero
William Henry Bragg	William Henry Bragg
Bulok na ngipin	Caries
Globo	Globo terráqueo
Epidemiyolohiya	Epidemiología
Voskresensk	Voskresensk
Votkinsk	Vótkinsk
Distribusyong normal	Distribución normal
Prepektura ng Fukui	Prefectura de Fukui
Pag-ikot ng asido sitriko	Ciclo de Krebs
Jewel in the Palace	Una joya en el palacio
Prepektura ng Ōita	Prefectura de Ōita
Prepektura ng Tottori	Prefectura de Tottori
Corynebacterium	Corynebacterium
Paunang tulong-panlunas	Primeros auxilios
Paninigas at pagtayo ng titi	Erección
Kola	Bebida de cola
Malaking Baha	Diluvio universal
Microsoft Visual Studio	Microsoft Visual Studio
Rachel Weisz	Rachel Weisz
Prepektura ng Kōchi	Prefectura de Kōchi
Bundok Merapi	Monte Merapi
Mga Amazona	Amazona (mitología)
Vyksa	Viksa
Oscar Niemeyer	Oscar Niemeyer
Solanaceae	Solanaceae
Kabihasnang Minoe	Civilización minoica
Vyshny Volochyok	Vyshni Volochok
Magic Johnson	Magic Johnson
Kırşehir Province	Provincia de Kırşehir
Compsognathidae	Compsognathidae
Lalawigan ng Ardabil	Provincia de Ardebil
Jonas Brothers	Jonas Brothers
Ugat ng kwadrado	Raíz cuadrada
Louis VII ng Pransiya	Luis VII de Francia
Oregano	Origanum vulgare
Dharma	Dharma
Vyazniki	Viázniki
Barbaro	Bárbaro
Roger Moore	Roger Moore
Urbano VII	Urbano VII
Galich, Russia	Gálich
Libra (astrolohiya)	Libra (astrología)
Gdov	Gdov
Kanlurang Aserbayan	Azerbaiyán Occidental
Sinop Province	Provincia de Sinop
Tao Te Ching	Dào Dé Jing
Topograpiya	Topografía
Josephus	Flavio Josefo
Gornyak, Altai Krai	Gorniak (Krai de Altái)
Goryachy Klyuch	Goriachi Kliuch
Black Eyed Peas	The Black Eyed Peas
Poso	Bomba hidráulica
Papa Nicolas V	Nicolás V
Cynara scolymus	Cynara scolymus
Pambubulo	Polinización
Watawat ng Pilipinas	Bandera de Filipinas
Lungsod ng Saitama	Saitama (Saitama)
Chūbu	Región de Chūbu
Papa Bonifacio VIII	Bonifacio VIII
Dipterya	Difteria
George Boole	George Boole
Gryazi	Griazi
Papa Esteban I	Esteban I (papa)
Gammaproteobacteria	Gammaproteobacteria
Gubakha	Gubaja
Exeter	Exeter
Equisetopsida	Equisetidae
San Andrés, San Andrés y Providencia	North End (Colombia)
Papa Anastasio I	Anastasio I (papa)
Reptiliomorpha	Reptiliomorpha
Papa Félix I	Félix I
Diapsida	Diapsida
Gudermes	Gudermés
Papa Inocencio I	Inocencio I
Gukovo	Gukovo
Guryevsk, Kemerovo Oblast	Gúrievsk (Kémerovo)
Gusinoozersk	Gusinooziorsk
Kamaharlikahan	Nobleza
Dedalo	Dédalo
Eilat	Eilat
Kaktel	Cóctel
Dankov	Dankov
Analitikong heometriya	Geometría analítica
Demidov (town)	Demídov (Smolensk)
Unlapi	Prefijo
Ubong-dalahit	Tos ferina
Micrognathozoa	Micrognathozoa
Deinococcus-Thermus	Deinococcus-Thermus
Stoke-on-Trent	Stoke-on-Trent
Pindar	Píndaro
Tokong	Duodeno
Panunumpang Hipokratiko	Juramento hipocrático
Camelidae	Camelidae
Divnogorsk	Divnogorsk
Digora	Digorá
Dimitrovgrad, Russia	Dimitrovgrad (Rusia)
Olmek	Olmeca
Dno	Dno
Dobryanka	Dobrianka
Nesher	Nesher
Dubna	Dubná
Dudinka	Dudinka
Dukhovshchina	Dujovshina
Dyatkovo	Diátkovo
Yegoryevsk	Yegórievsk
Springfield, Missouri	Springfield (Misuri)
Yeysk	Yeisk
Google Translate	Google Translate
Yelabuga	Yelábuga
Yemanzhelinsk	Yemanzhelinsk
Yemva	Yemva
Yeniseysk	Yeniseisk
1080 Orchis	(1080) Orchis
1081 Reseda	(1081) Reseda
1083 Salvia	(1083) Salvia
1084 Tamariwa	(1084) Tamariwa
Yershov (town)	Yershov
1085 Amaryllis	(1085) Amaryllis
1086 Nata	(1086) Nata
1087 Arabis	(1087) Arabis
1088 Mitaka	(1088) Mitaka
Yessentuki	Yessentuki
1089 Tama	(1089) Tama
1090 Sumida	(1090) Sumida
109 Felicitas	(109) Felicitas
Yefremov (town)	Yefrémov (óblast de Tula)
1091 Spiraea	(1091) Spiraea
1092 Lilium	(1092) Lilium
1093 Freda	(1093) Freda
1094 Siberia	(1094) Siberia
1095 Tulipa	(1095) Tulipa
1096 Reunerta	(1096) Reunerta
1097 Vicia	(1097) Vicia
1098 Hakone	(1098) Hakone
1099 Figneria	(1099) Figneria
110 Lydia	(110) Lidia
1100 Arnica	(1100) Arnica
1101 Clematis	(1101) Clematis
1102 Pepita	(1102) Pepita
1105 Fragaria	(1105) Fragaria
111 Ate	(111) Ate
1112 Polonia	(1112) Polonia
1117 Reginita	(1117) Reginita
112 Iphigenia	(112) Ifigenia
1122 Neith	(1122) Neith
Cuba Gooding, Jr.	Cuba Gooding, Jr.
1125 China	(1125) China
1126 Otero	(1126) Otero
1127 Mimi	(1127) Mimi
1129 Neujmina	(1129) Neujmina
113 Amalthea	(113) Amaltea
1130 Skuld	(1130) Skuld
Zhigulyovsk	Zhiguliovsk
Zhizdra	Zhizdra
1136 Mercedes	(1136) Mercedes
114 Kassandra	(114) Casandra
1142 Aetolia	(1142) Aetolia
1143 Odysseus	(1143) Odiseo
Zavitinsk	Zavitinsk
1149 Volga	(1149) Volga
Zavolzhsk	Zavolzhsk
Zu	Zu
115 Thyra	(115) Thyra
Telemundo	Telemundo
1154 Astronomia	(1154) Astronomía
Zainsk	Zaínsk
1157 Arabia	(1157) Arabia
Zakamensk	Zakámensk
116 Sirona	(116) Sirona
1166 Sakuntala	(1166) Sakuntala
Zapolyarny, Murmansk Oblast	Zapoliarni
Betaproteobacteria	Betaproteobacteria
Zaraysk	Zaraisk
1169 Alwine	(1169) Alwine
117 Lomia	(117) Lamia
1172 Äneas	(1172) Eneas
1173 Anchises	(1173) Anquises
Zarinsk	Zarinsk
Epsilonproteobacteria	Epsilonproteobacteria
118 Peitho	(118) Peito
Lalong mataas na edukasyon	Educación superior
1181 Lilith	(1181) Lilith
Zvenigorod	Zvenígorod
Zverevo	Zverevo
1187 Afra	(1187) Afra
1188 Gothlandia	(1188) Gothlandia
119 Althaea	(119) Altea
1191 Alfaterna	(1191) Alfaterna
1192 Prisma	(1192) Prisma
1193 Africa	(1193) África
1194 Aletta	(1194) Aletta
12 Victoria	(12) Victoria
120 Lachesis	(120) Láquesis
1208 Troilus	(1208) Troilo
121 Hermione	(121) Hermíone
Nat King Cole	Nat King Cole
1213 Algeria	(1213) Algeria
1217 Maximiliana	(1217) Maximiliana
122 Gerda	(122) Gerda
1220 Crocus	(1220) Crocus
1221 Amor	(1221) Amor
1225 Ariane	(1225) Ariane
123 Brunhild	(123) Brunilda
1235 Schorria	(1235) Schorria
124 Alkeste	(124) Alceste
Kota Kinabalu	Kota Kinabalu
125 Liberatrix	(125) Liberatrix
1254 Erfordia	(1254) Erfordia
126 Velleda	(126) Veleda
Mga paghahating pang-administratibo ng Aserbayan	Organización territorial de Azerbaiyán
1265 Schweikarda	(1265) Schweikarda
127 Johanna	(127) Johanna
1279 Uganda	(1279) Uganda
128 Nemesis	(128) Némesis
1290 Albertine	(1290) Albertine
129 Antigone	(129) Antígona
1294 Antwerpia	(1294) Antwerpia
1296 Andrée	(1296) Andrée
130 Elektra	(130) Electra
1304 Arosa	(1304) Arosa
1305 Pongola	(1305) Pongola
President Quirino, Sultan Kudarat	Sambulaguán
131 Vala	(131) Vala
132 Aethra	(132) Etra
Michael Keaton	Michael Keaton
1322 Coppernicus	(1322) Copérnico
1325 Inanda	(1325) Inanda
Park Geun-hye	Park Geun-hye
133 Cyrene	(133) Cirene
GetBackers	GetBackers
134 Sophrosyne	(134) Sofrosina
135 Hertha	(135) Herta
Elizabeth, New Jersey	Elizabeth (Nueva Jersey)
Kaiser	Káiser
Paterson, New Jersey	Paterson
137 Meliboea	(137) Melibea
1372 Haremari	(1372) Haremari
Arco (TN)	Arco (Italia)
1373 Cincinnati	(1373) Cincinnati
1375 Alfreda	(1375) Alfreda
Beatrice Arthur	Beatrice Arthur
Oreo	Oreo
1388 Aphrodite	(1388) Afrodita
Bulak	Ceiba pentandra
1390 Abastumani	(1390) Abastumani
139 Juewa	(139) Juewa
Terapiyang pampagtatalik	Terapia sexual
1394 Algoa	(1394) Algoa
1395 Aribeda	(1395) Aribeda
Leuconostoc	Leuconostoc
1404 Ajax	(1404) Áyax
141 Lumen	(141) Lumen
Livermore, California	Livermore (California)
Kromosomang 14 (tao)	Cromosoma 14 (humano)
142 Polana	(142) Polana
1421 Esperanto	(1421) Esperanto
Brossard, Québec	Brossard
Lalawigan ng Zabul	Provincia de Zābul
1437 Diomedes	(1437) Diomedes
Terrebonne, Québec	Terrebonne
144 Vibilia	(144) Vibilia
Lévis, Québec	Lévis
Saguenay, Québec	Saguenay
1449 Virtanen	(1449) Virtanen
145 Adeona	(145) Adeona
Talingting	Charadriinae
Zach Braff	Zach Braff
Longueuil, Québec	Longueuil
1457 Ankara	(1457) Ankara
Repentigny, Québec	Repentigny
146 Lucina	(146) Lucina
Zacarias	Zacarías (papa)
Sherbrooke, Québec	Sherbrooke
1462 Zamenhof	(1462) Zamenhof
1464 Armisticia	(1464) Armisticia
Zachary Gordon	Zachary Gordon
Nagsasariling Sosyalistikong Republikang Soviet ng Crimea	República Autónoma Socialista Soviética de Crimea
Zelenodolsk, Russia	Zelenodolsk
148 Gallia	(148) Galia
Rometta	Rometta
Zernograd	Zernograd
Zeya (town)	Zeya (Rusia)
Quinoa	Chenopodium quinoa
1491 Balduinus	(1491) Balduinus
Rome	Rom
Mercedes McCambridge	Mercedes McCambridge
Zlatoust	Zlatoust
150 Nuwa	(150) Nuwa
1502 Arenda	(1502) Arenda
Aristarco	Aristarco de Samos
Zafferana Etnea	Zafferana Etnea
151 Abundantia	(151) Abundancia
1510 Charlois	(1510) Charlois
Sabayang paglalangoy sa Palarong Olimpiko sa Tag-init 2008	Anexo:Natación sincronizada en los Juegos Olímpicos de Pekín 2008
152 Atala	(152) Atala
153 Hilda	(153) Hilda
1533 Saimaa	(1533) Saimaa
Ang Tatlong Musketero	Los tres mosqueteros
Lababo	Lavabo
154 Bertha	(154) Berta
1549 Mikko	(1549) Mikko
155 Scylla	(155) Escila
1551 Argelander	(1551) Argelander
Numerolohiya	Numerología
156 Xanthippe	(156) Jantipa
1566 Icarus	(1566) Ícaro
1567 Alikoski	(1567) Alikoski
1568 Aisleen	(1568) Aisleen
1569 Evita	(1569) Evita
157 Dejanira	(157) Deyanira
1577 Reiss	(1577) Reiss
Eklipse	Eclipse
Lalawigan ng Algiers	Provincia de Argel
158 Koronis	(158) Coronis
1581 Abanderada	(1581) Abanderada
1583 Antilochus	(1583) Antíloco
Enkripsiyon	Cifrado (criptografía)
159 Aemilia	(159) Emilia
Zmeinogorsk	Zmeinogorsk
160 Una	(160) Una
Znamensk, Astrakhan Oblast	Známensk (Astracán)
Zubtsov	Zubtsov
Lyubertsy	Liúbertsy
161 Athor	(161) Ator
Suvereto	Suvereto
Grapo (matematika)	Grafo
1617 Alschmitt	(1617) Alschmitt
162 Laurentia	(162) Laurencia
1620 Geographos	(1620) Geógrafo
1621 Druzhba	(1621) Druzhba
Igarka	Igarka
1626 Sadeya	(1626) Sadeya
Laval, Québec	Laval (Quebec)
164 Eva	(164) Eva
1641 Tana	(1641) Tana
Gatineau	Gatineau
Nikolaj Ežov	Nikolái Yezhov
1644 Rafita	(1644) Rafita
1647 Menelaus	(1647) Menelao
Kimtsi	Kimchi
165 Loreley	(165) Loreley
1652 Hergé	(1652) Hergé
1655 Comas Solá	(1655) Comas Solá
Saint-Jean-sur-Richelieu, Québec	Saint-Jean-sur-Richelieu
1657 Roemera	(1657) Roemera
1658 Innes	(1658) Innes
1659 Punkaharju	(1659) Punkaharju
166 Rhodope	(166) Ródope
Kumon	Método Kumon
Saint-Lin-Laurentides, Québec	Saint-Lin–Laurentides
167 Urda	(167) Urda
1677 Tycho Brahe	(1677) Tycho Brahe
Indonesia Raya	Indonesia Raya
168 Sibylla	(168) Sibila
1683 Castafiore	(1683) Castafiore
1685 Toro	(1685) Toro
169 Zelia	(169) Celia
17 Thetis	(17) Tetis
Cosplay	Cosplay
Punong Ministro ng Bangladesh	Primer ministro de Bangladés
1708 Pólit	(1708) Pólit
Mga Malay	Etnia malaya
171 Ophelia	(171) Ofelia
Larong pambaraha	Juego de naipes
1717 Arlon	(1717) Arlon
Allentown, Pennsylvania	Allentown (Pensilvania)
172 Baucis	(172) Baucis
1725 CrAO	(1725) CrAO
1728 Goethe Link	(1728) Goethe Link
1735 ITA	(1735) ITA
Inta	Intá
Eusebio ng Caesarea	Eusebio de Cesarea
174 Phaedra	(174) Fedra
1749 Telamon	(1749) Telamón
175 Andromache	(175) Andrómaca
La Habra Heights, California	La Habra Heights
Samurai Champloo	Samurai Champloo
Ibong karpintero	Dryocopus martius
Istra	Istra
Ishim	Ishim
176 Iduna	(176) Iduna
Ishimbay	Ishimbái
Pilosa	Pilosa
1768 Appenzella	(1768) Appenzella
Kadnikov	Kádnikov
Lysander	Lisandro
Alveolus na pangngipin	Alvéolo dentario
1778 Alfvén	(1778) Alfvén
178 Belisana	(178) Belisana
1783 Albitskij	(1783) Albitskij
Kaltan	Kaltán
Mantika de papel	Cera estampada
1789 Dobrovolsky	(1789) Dobrovolsky
Kalyazin	Kaliazin
North Las Vegas, Nevada	North Las Vegas
1790 Volkov	(1790) Volkov
1791 Patsayev	(1791) Patsayev
Tantei Gakuen Q	Tantei Gakuen Q
Enggranahe	Engranaje
1797 Schaumasse	(1797) Schaumasse
1800 Aguilar	(1800) Aguilar
1801 Titicaca	(1801) Titicaca
1802 Zhang Heng	(1802) Zhang Heng
1803 Zwicky	(1803) Zwicky
Kamensk-Shakhtinsky	Kámensk-Shájtinski
Kamen-na-Obi	Kamen-na-Obi
1808 Bellerophon	(1808) Belerofonte
1809 Prometheus	(1809) Prometeo
Kameshkovo	Kámeshkovo
1810 Epimetheus	(1810) Epimeteo
Histerya	Histeria
1811 Bruwer	(1811) Bruwer
1812 Gilgamesh	(1812) Gilgamesh
Kamyshin	Kamyshin
1814 Bach	(1814) Bach
1815 Beethoven	(1815) Beethoven
1816 Liberia	(1816) Liberia
1817 Katanga	(1817) Katanga
1818 Brahms	(1818) Brahms
Kandalaksha	Kandalakcha
1820 Lohmann	(1820) Lohmann
182 Elsa	(182) Elsa
1821 Aconcagua	(1821) Aconcagua
1823 Gliese	(1823) Gliese
Zaidismo	Zaydismo
Kansk	Kansk
1825 Klare	(1825) Klare
1827 Atkinson	(1827) Atkinson
1829 Dawson	(1829) Dawson
183 Istria	(183) Istria
1830 Pogson	(1830) Pogson
1831 Nicholson	(1831) Nicholson
1836 Komarov	(1836) Komarov
1838 Ursa	(1838) Ursa
1839 Ragazza	(1839) Ragazza
202 Chryseïs	(202) Criseida
184 Dejopeja	(184) Déyope
Phil Collins	Phil Collins
1844 Susilva	(1844) Susilva
1845 Helewalda	(1845) Helewalda
1849 Kresák	(1849) Kresák
185 Eunike	(185) Eunice
1850 Kohoutek	(1850) Kohoutek
Pellizzano	Pellizzano
186 Celuta	(186) Celuta
1860 Barbarossa	(1860) Barbarossa
Montalban (paglilinaw)	Montalbán (desambiguación)
1863 Antinous	(1863) Antínoo
1862 Apollo	(1862) Apolo
Trasyano	Tracios
1867 Deiphobus	(1867) Deífobo
1868 Thersites	(1868) Tersites
1869 Philoctetes	(1869) Filoctetes
187 Lamberta	(187) Lamberta
1870 Glaukos	(1870) Glaukos
1871 Astyanax	(1871) Astianacte
1872 Helenos	(1872) Héleno
1873 Agenor	(1873) Agenor
Karachev	Karáchev
1875 Neruda	(1875) Neruda
1877 Marsden	(1877) Marsden
188 Menippe	(188) Menipe
1880 McCrosky	(1880) McCrosky
Sahing	Resina
1881 Shao	(1881) Shao
Kargopol	Kárgopol
Earl Cain	La saga de Caín
1888 Zu Chong-Zhi	(1888) Zu Chong-Zhi
189 Phthia	(189) Ftía
1891 Gondola	(1891) Góndola
Pangunahing kaaway	Archienemigo
1892 Lucienne	(1892) Lucienne
1893 Jakoba	(1893) Jakoba
Enrique Gil	Enrique Gil (cantante filipino)
Kabundukan ng Zambales	Montes Zambales
Kasimov	Kasímov
Zambana	Zambana
