Африк	África
3 сарын 16	16 de marzo
3 сарын 17	17 de marzo
3 сарын 18	18 de marzo
Ярославль	Yaroslavl
3 сарын 19	19 de marzo
1989 он	1989
1988 он	1988
3 сарын 20	20 de marzo
1987 он	1987
1986 он	1986
1985 он	1985
1984 он	1984
3 сарын 21	21 de marzo
1983 он	1983
3 сарын 22	22 de marzo
1982 он	1982
1981 он	1981
12 сарын 18	18 de diciembre
1980 он	1980
3 сарын 23	23 de marzo
12 сарын 19	19 de diciembre
3 сарын 24	24 de marzo
3 сарын 25	25 de marzo
12 сарын 20	20 de diciembre
3 сарын 26	26 de marzo
3 сарын 27	27 de marzo
3 сарын 28	28 de marzo
3 сарын 29	29 de marzo
3 сарын 30	30 de marzo
3 сарын 31	31 de marzo
Адаг чуулганы галактик	Galaxia de Andrómeda
Санаа хот	Saná
1970 он	1970
1971 он	1971
1972 он	1972
1973 он	1973
1974 он	1974
1975 он	1975
1976 он	1976
1977 он	1977
1978 он	1978
1979 он	1979
1969 он	1969
Мушгиа галактик	Galaxia espiral
XVI Бенедикт	Benedicto XVI
4 сарын 15	15 de abril
4 сарын 13	13 de abril
4 сарын 12	12 de abril
4 сарын 14	14 de abril
4 сарын 11	11 de abril
4 сарын 10	10 de abril
4 сарын 8	8 de abril
4 сарын 9	9 de abril
4 сарын 7	7 de abril
4 сарын 6	6 de abril
4 сарын 5	5 de abril
4 сарын 4	4 de abril
4 сарын 3	3 de abril
4 сарын 1	1 de abril
4 сарын 2	2 de abril
4 сарын 16	16 de abril
4 сарын 17	17 de abril
4 сарын 18	18 de abril
4 сарын 19	19 de abril
4 сарын 20	20 de abril
4 сарын 21	21 de abril
4 сарын 22	22 de abril
4 сарын 23	23 de abril
4 сарын 24	24 de abril
4 сарын 25	25 de abril
4 сарын 26	26 de abril
4 сарын 27	27 de abril
4 сарын 28	28 de abril
4 сарын 29	29 de abril
4 сарын 30	30 de abril
Хорст Көлэр	Horst Köhler
5 сарын 1	1 de mayo
5 сарын 2	2 de mayo
5 сарын 3	3 de mayo
5 сарын 4	4 de mayo
5 сарын 5	5 de mayo
5 сарын 6	6 de mayo
5 сарын 7	7 de mayo
5 сарын 8	8 de mayo
5 сарын 9	9 de mayo
5 сарын 10	10 de mayo
5 сарын 11	11 de mayo
5 сарын 12	12 de mayo
5 сарын 13	13 de mayo
5 сарын 14	14 de mayo
5 сарын 15	15 de mayo
Титан (сар)	Titán (satélite)
5 сарын 16	16 de mayo
5 сарын 17	17 de mayo
5 сарын 18	18 de mayo
5 сарын 19	19 de mayo
5 сарын 20	20 de mayo
5 сарын 21	21 de mayo
5 сарын 22	22 de mayo
5 сарын 23	23 de mayo
5 сарын 24	24 de mayo
5 сарын 25	25 de mayo
5 сарын 26	26 de mayo
5 сарын 27	27 de mayo
5 сарын 28	28 de mayo
5 сарын 29	29 de mayo
5 сарын 30	30 de mayo
5 сарын 31	31 de mayo
Пол Маккартни	Paul McCartney
12 сарын 21	21 de diciembre
6 сарын 14	14 de junio
6 сарын 15	15 de junio
6 сарын 13	13 de junio
6 сарын 10	10 de junio
6 сарын 7	7 de junio
6 сарын 11	11 de junio
6 сарын 9	9 de junio
6 сарын 12	12 de junio
6 сарын 6	6 de junio
6 сарын 8	8 de junio
6 сарын 5	5 de junio
6 сарын 3	3 de junio
6 сарын 2	2 de junio
6 сарын 1	1 de junio
6 сарын 4	4 de junio
Вальтер Ульбрихт	Walter Ulbricht
Иваново	Ivánovo
Ринго Старр	Ringo Starr
12 сарын 22	22 de diciembre
Жорж Харрисон	George Harrison
1968 он	1968
1967 он	1967
1966 он	1966
1965 он	1965
1964 он	1964
6 сарын 16	16 de junio
Иваново муж	Óblast de Ivánovo
Палермо	Palermo
6 сарын 30	30 de junio
6 сарын 29	29 de junio
6 сарын 28	28 de junio
6 сарын 26	26 de junio
6 сарын 25	25 de junio
6 сарын 22	22 de junio
6 сарын 27	27 de junio
6 сарын 24	24 de junio
6 сарын 20	20 de junio
6 сарын 23	23 de junio
6 сарын 19	19 de junio
6 сарын 18	18 de junio
6 сарын 21	21 de junio
6 сарын 17	17 de junio
12 сарын 23	23 de diciembre
Брюс Уиллис	Bruce Willis
Владимир хот	Vladímir
Арнольд Шварценеггер	Arnold Schwarzenegger
7 сарын 15	15 de julio
7 сарын 13	13 de julio
7 сарын 12	12 de julio
7 сарын 10	10 de julio
7 сарын 9	9 de julio
7 сарын 14	14 de julio
7 сарын 8	8 de julio
7 сарын 7	7 de julio
7 сарын 6	6 de julio
7 сарын 5	5 de julio
7 сарын 2	2 de julio
7 сарын 4	4 de julio
7 сарын 3	3 de julio
7 сарын 1	1 de julio
7 сарын 11	11 de julio
Владимир муж	Óblast de Vladímir
12 сарын 24	24 de diciembre
7 сарын 31	31 de julio
7 сарын 30	30 de julio
7 сарын 29	29 de julio
7 сарын 28	28 de julio
7 сарын 27	27 de julio
7 сарын 25	25 de julio
7 сарын 24	24 de julio
7 сарын 23	23 de julio
7 сарын 26	26 de julio
7 сарын 22	22 de julio
7 сарын 19	19 de julio
7 сарын 21	21 de julio
7 сарын 20	20 de julio
7 сарын 17	17 de julio
7 сарын 18	18 de julio
7 сарын 16	16 de julio
Хөлбөмбөг	Fútbol
Луй де Фунес	Louis de Funès
Мюнстер	Münster
12 сарын 25	25 de diciembre
Рязань	Riazán
Аугсбург	Augsburgo
Рязань муж	Óblast de Riazán
1963 он	1963
Лех Качински	Lech Kaczyński
12 сарын 26	26 de diciembre
Холокост	Holocausto
1962 он	1962
IPhone	IPhone
Тула	Tula (Rusia)
Өрнө Суматра	Sumatra Occidental
8 сарын 14	14 de agosto
8 сарын 15	15 de agosto
8 сарын 13	13 de agosto
8 сарын 12	12 de agosto
8 сарын 11	11 de agosto
8 сарын 10	10 de agosto
8 сарын 8	8 de agosto
8 сарын 7	7 de agosto
8 сарын 9	9 de agosto
8 сарын 5	5 de agosto
8 сарын 4	4 de agosto
8 сарын 2	2 de agosto
8 сарын 3	3 de agosto
8 сарын 6	6 de agosto
8 сарын 1	1 de agosto
Тула муж	Óblast de Tula
12 сарын 27	27 de diciembre
Мадрид	Madrid
Брянск муж	Óblast de Briansk
8 сарын 16	16 de agosto
Кока-Кола	Coca-Cola
8 сарын 29	29 de agosto
8 сарын 28	28 de agosto
8 сарын 30	30 de agosto
8 сарын 25	25 de agosto
8 сарын 26	26 de agosto
8 сарын 23	23 de agosto
8 сарын 27	27 de agosto
8 сарын 21	21 de agosto
8 сарын 20	20 de agosto
8 сарын 24	24 de agosto
8 сарын 18	18 de agosto
8 сарын 17	17 de agosto
8 сарын 22	22 de agosto
8 сарын 19	19 de agosto
8 сарын 31	31 de agosto
Майкл Жэксон	Michael Jackson
12 сарын 28	28 de diciembre
Фрайбург	Friburgo de Brisgovia
Калуга	Kaluga
Богота	Bogotá
Бразилиа	Brasilia
9 сарын 15	15 de septiembre
9 сарын 14	14 de septiembre
9 сарын 13	13 de septiembre
9 сарын 12	12 de septiembre
9 сарын 8	8 de septiembre
9 сарын 11	11 de septiembre
9 сарын 7	7 de septiembre
9 сарын 10	10 de septiembre
9 сарын 5	5 de septiembre
9 сарын 4	4 de septiembre
9 сарын 9	9 de septiembre
9 сарын 2	2 de septiembre
9 сарын 6	6 de septiembre
9 сарын 1	1 de septiembre
9 сарын 3	3 de septiembre
12 сарын 29	29 de diciembre
Александр Лукашенко	Aleksandr Lukashenko
9 сарын 30	30 de septiembre
9 сарын 29	29 de septiembre
9 сарын 28	28 de septiembre
9 сарын 27	27 de septiembre
9 сарын 26	26 de septiembre
9 сарын 25	25 de septiembre
Сантъяго	Santiago de Chile
9 сарын 23	23 de septiembre
9 сарын 22	22 de septiembre
9 сарын 24	24 de septiembre
9 сарын 21	21 de septiembre
9 сарын 20	20 de septiembre
9 сарын 18	18 de septiembre
9 сарын 17	17 de septiembre
9 сарын 19	19 de septiembre
9 сарын 16	16 de septiembre
12 сарын 30	30 de diciembre
12 сарын 31	31 de diciembre
10 сарын 1	1 de octubre
10 сарын 15	15 de octubre
10 сарын 12	12 de octubre
10 сарын 10	10 de octubre
10 сарын 14	14 de octubre
10 сарын 9	9 de octubre
10 сарын 8	8 de octubre
10 сарын 13	13 de octubre
10 сарын 7	7 de octubre
10 сарын 11	11 de octubre
10 сарын 6	6 de octubre
10 сарын 4	4 de octubre
10 сарын 5	5 de octubre
10 сарын 3	3 de octubre
10 сарын 2	2 de octubre
Ямаа	Capra aegagrus hircus
10 сарын 31	31 de octubre
10 сарын 30	30 de octubre
10 сарын 29	29 de octubre
10 сарын 28	28 de octubre
10 сарын 26	26 de octubre
10 сарын 25	25 de octubre
10 сарын 24	24 de octubre
10 сарын 27	27 de octubre
10 сарын 22	22 de octubre
10 сарын 23	23 de octubre
10 сарын 20	20 de octubre
10 сарын 21	21 de octubre
10 сарын 19	19 de octubre
10 сарын 17	17 de octubre
10 сарын 16	16 de octubre
10 сарын 18	18 de octubre
11 сарын 15	15 de noviembre
11 сарын 14	14 de noviembre
11 сарын 13	13 de noviembre
11 сарын 12	12 de noviembre
11 сарын 11	11 de noviembre
11 сарын 10	10 de noviembre
11 сарын 7	7 de noviembre
11 сарын 8	8 de noviembre
11 сарын 9	9 de noviembre
11 сарын 6	6 de noviembre
11 сарын 5	5 de noviembre
11 сарын 4	4 de noviembre
11 сарын 3	3 de noviembre
11 сарын 2	2 de noviembre
11 сарын 1	1 de noviembre
11 сарын 30	30 de noviembre
11 сарын 29	29 de noviembre
11 сарын 28	28 de noviembre
11 сарын 27	27 de noviembre
11 сарын 26	26 de noviembre
11 сарын 25	25 de noviembre
11 сарын 23	23 de noviembre
11 сарын 24	24 de noviembre
11 сарын 21	21 de noviembre
11 сарын 20	20 de noviembre
11 сарын 22	22 de noviembre
11 сарын 19	19 de noviembre
11 сарын 18	18 de noviembre
11 сарын 17	17 de noviembre
11 сарын 16	16 de noviembre
Катманду	Katmandú
Их Карл	Carlomagno
Канберра	Canberra
Ио (дагуул)	Ío (satélite)
Орёл муж	Óblast de Oriol
Сидней	Sídney
Мельбурн	Melbourne
Улаан	Rojo
Перт	Perth
Гал	Fuego
Баруун Австрали	Australia Occidental
Од аймаг	Aude
Шинэ Өмнөд Вэльс	Nueva Gales del Sur
Позитрон	Positrón
Агаар мандал	Atmósfera terrestre
Хойд Нутаг Дэвсгэр	Territorio del Norte
Австралийн Нийслэлийн Нутаг Дэвсгэр	Territorio de la Capital Australiana
Виннипег нуур	Lago Winnipeg
Манагуа	Managua
Энселадус	Encélado (satélite)
Белгород	Bélgorod
Жорж Орвелл	George Orwell
Антиох IV Эпифанес	Antíoco IV Epífanes
Аугаа Антиох	Antíoco III el Grande
Нил мөрөн	Nilo
Циклид	Cichlidae
Воронеж	Vorónezh
Воронеж муж	Óblast de Vorónezh
Липецк	Lípetsk
Конго мөрөн	Río Congo
Бантен	Bantén (provincia)
Нигер мөрөн	Río Níger
Төв Жава	Java Central
Алжир хот	Argel
Тунис хот	Túnez (ciudad)
Ростов муж	Óblast de Rostov
Триполи	Trípoli
Дорно Жава	Java Oriental
Антофагаста	Antofagasta
Тегеран	Teherán
Аддис-Абеб хот	Adís Abeba
Жакарта	Yakarta
Анкара	Ankara
Асмара	Asmara
Краснодар	Krasnodar
Краснодарын хязгаар	Krai de Krasnodar
1961 он	1961
Белград	Belgrado
Өрнө Жава	Java Occidental
Адыгей	Adigueya
Ангилал:Википедиа загварууд	Categoría:Wikipedia:Plantillas
1960 он	1960
Жава	Java (isla)
Дамаск	Damasco
Ямусукро хот	Yamusukro
Квентин Тарантино	Quentin Tarantino
Амазон мөрөн	Río Amazonas
Абужа	Abuya
Бага Зондын арлууд	Islas menores de la Sonda
Амман	Amán
Ангилал:Спортын загварууд	Categoría:Wikipedia:Plantillas de deportes
Бейрут	Beirut
Маскат	Mascate
Бужумбура	Buyumbura
Доха	Doha
Найроби	Nairobi
Лусака	Lusaka
Манама	Manama
Нар хиртэлт	Eclipse solar
Төв Калимантан	Borneo Central
Морони	Moroni (Comoras)
Өмнө Калимантан	Borneo Meridional
Монакогийн хунтайж II Альберт	Alberto II de Mónaco
Хоёртын тооллын систем	Sistema binario
Антананариву	Antananarivo
Өрнө Калимантан	Borneo Occidental
Хараре	Harare
Астрахань	Astracán
Ширээний теннис	Tenis de mesa
Астур муж	Asturias
Виндхук	Windhoek
Wikipedia:Ноорог	Wikipedia:Zona de pruebas
Wikipedia:Википедиад Тавтай морилно уу	Ayuda:Introducción
Бүгд Найрамдах Халимаг Улс	Kalmukia
Балгас	Villa (población)
Элст	Elistá
Баск орон	País Vasco
Газрын зураг	Mapa
Гол мөрөн	Río
Озаску	Osasco
Арагон орон	Aragón
Аммиак	Amoníaco
Донгхой нисэх онгоцны буудал	Aeropuerto de Đồng Hới
Майли Сайрус	Miley Cyrus
Мишель Платини	Michel Platini
Арнаут Даниэль	Arnaut Daniel
Куритиба	Curitiba
Ангилал:Иран дахь дэлхийн соёлын өв	Categoría:Patrimonio de la Humanidad en Irán
Өрнө Африк	África Occidental
Ангилал:Японы түүх	Categoría:Historia de Japón
Хатуу диск	Unidad de disco duro
Эрик Бана	Eric Bana
Ангилал:Туруутан	Categoría:Artiodactyla
Хабаровск	Jabárovsk
Йоахим Лёв	Joachim Löw
Пакистаны Панжаб	Provincia de Punyab (Pakistán)
Анна Фэрис	Anna Faris
Котайк аймаг	Kotayk'
Як-130	Yakovlev Yak-130
Ангилал:Тунисчууд	Categoría:Tunecinos
Лоренц үндэсний хүрээлэн	Parque nacional de Lorentz
Бернард Кац	Bernard Katz
Нагш-и Жахан талбай	Plaza de Naqsh-e Yahán
Комодо үндэсний хүрээлэн	Parque nacional de Komodo
Суматра арлын халуун орны ойн сан	Patrimonio de los bosques tropicales ombrófilos de Sumatra
Ужунг Кулон үндэсний хүрээлэн	Parque nacional de Ujung Kulon
Чогха Занбиль	Choga Zanbil
Сундарбанс	Sundarbans
Солтаниех	Soltaniyeh
Ангилал:Лихтенштейн улсын хот	Categoría:Localidades de Liechtenstein
Ангилал:Узбек орны түүх	Categoría:Historia de Uzbekistán
Ангилал:Афганистаны түүх	Categoría:Historia de Afganistán
Загвар:Lang-lt	Plantilla:Lang-lt
Аннэ Франк	Ana Frank
Рауль Альбиоль	Raúl Albiol
Загвар:Location map Turkey	Plantilla:Mapa de localización de Turquía
Ангилал:Тажикистаны түүх	Categoría:Historia de Tayikistán
Күнз	Confucio
Сара Бернар	Sarah Bernhardt
Марлен Дитрих	Marlene Dietrich
Мэрилин Монро	Marilyn Monroe
Корбин Блю	Corbin Bleu
Ангилал:Математик	Categoría:Matemáticas
Ангилал:Монголын түүх	Categoría:Historia de Mongolia
Ангилал:Казахстаны түүх	Categoría:Historia de Kazajistán
Фарерын арлууд	Islas Feroe
Загвар:Country data Iran	Plantilla:Geodatos Irán
Бали арал	Bali
Юпитер	Júpiter (mitología)
Сэргэн мандалт (ренессанс)	Renacimiento
Баркисимето	Barquisimeto
Ле Корбюзье	Le Corbusier
