ఆఫ్రికా	África
ఏప్రిల్ 7	7 de abril
ఏప్రిల్ 6	6 de abril
ఏప్రిల్ 5	5 de abril
ఏప్రిల్ 4	4 de abril
ఏప్రిల్ 3	3 de abril
ఏప్రిల్ 1	1 de abril
ఏప్రిల్ 2	2 de abril
హబుల్ టెలీస్కోపు	Telescopio espacial Hubble
ఏప్రిల్ 16	16 de abril
ఏప్రిల్ 17	17 de abril
ఏప్రిల్ 18	18 de abril
ఏప్రిల్ 19	19 de abril
ఏప్రిల్ 20	20 de abril
ఏప్రిల్ 21	21 de abril
ఏప్రిల్ 22	22 de abril
ఏప్రిల్ 23	23 de abril
ఏప్రిల్ 24	24 de abril
ఏప్రిల్ 25	25 de abril
ఏప్రిల్ 26	26 de abril
ఏప్రిల్ 27	27 de abril
ఏప్రిల్ 28	28 de abril
ఏప్రిల్ 29	29 de abril
ఏప్రిల్ 30	30 de abril
ఉపగ్రహం	Satélite natural
మే 1	1 de mayo
మే 2	2 de mayo
మే 3	3 de mayo
మే 4	4 de mayo
మే 5	5 de mayo
మే 6	6 de mayo
మే 7	7 de mayo
మే 8	8 de mayo
మే 9	9 de mayo
మే 10	10 de mayo
మే 11	11 de mayo
మే 12	12 de mayo
మే 13	13 de mayo
మే 14	14 de mayo
మే 15	15 de mayo
మే 16	16 de mayo
మే 17	17 de mayo
మే 18	18 de mayo
మే 19	19 de mayo
మే 20	20 de mayo
మే 21	21 de mayo
మే 22	22 de mayo
మే 23	23 de mayo
మే 24	24 de mayo
మే 25	25 de mayo
మే 26	26 de mayo
మే 27	27 de mayo
మే 28	28 de mayo
మే 29	29 de mayo
మే 30	30 de mayo
మే 31	31 de mayo
డిసెంబర్ 21	21 de diciembre
జూన్ 14	14 de junio
జూన్ 15	15 de junio
జూన్ 13	13 de junio
జూన్ 10	10 de junio
జూన్ 7	7 de junio
జూన్ 11	11 de junio
జూన్ 9	9 de junio
జూన్ 12	12 de junio
జూన్ 6	6 de junio
జూన్ 8	8 de junio
జూన్ 5	5 de junio
జూన్ 3	3 de junio
జూన్ 2	2 de junio
జూన్ 1	1 de junio
జూన్ 4	4 de junio
డిసెంబర్ 22	22 de diciembre
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
జూన్ 16	16 de junio
జూన్ 30	30 de junio
జూన్ 29	29 de junio
జూన్ 28	28 de junio
జూన్ 26	26 de junio
జూన్ 25	25 de junio
జూన్ 22	22 de junio
జూన్ 27	27 de junio
జూన్ 24	24 de junio
జూన్ 20	20 de junio
జూన్ 23	23 de junio
జూన్ 19	19 de junio
జూన్ 18	18 de junio
జూన్ 21	21 de junio
జూన్ 17	17 de junio
డిసెంబర్ 23	23 de diciembre
బ్రూస్ విల్లీస్	Bruce Willis
ఆర్నాల్డ్ స్క్వార్జెనెగర్	Arnold Schwarzenegger
జూలై 15	15 de julio
జూలై 13	13 de julio
జూలై 12	12 de julio
జూలై 10	10 de julio
జూలై 9	9 de julio
జూలై 14	14 de julio
జూలై 8	8 de julio
జూలై 7	7 de julio
జూలై 6	6 de julio
జూలై 5	5 de julio
జూలై 2	2 de julio
జూలై 4	4 de julio
జూలై 3	3 de julio
జూలై 1	1 de julio
జూలై 11	11 de julio
డిసెంబర్ 24	24 de diciembre
జూలై 31	31 de julio
జూలై 30	30 de julio
జూలై 29	29 de julio
జూలై 28	28 de julio
జూలై 27	27 de julio
జూలై 25	25 de julio
జూలై 24	24 de julio
జూలై 23	23 de julio
జూలై 26	26 de julio
జూలై 22	22 de julio
జూలై 19	19 de julio
జూలై 21	21 de julio
జూలై 20	20 de julio
జూలై 17	17 de julio
జూలై 18	18 de julio
జూలై 16	16 de julio
కాల్బంతి	Fútbol
డిసెంబర్ 25	25 de diciembre
1963	1963
డిసెంబర్ 26	26 de diciembre
1962	1962
ఐఫోన్	IPhone
ఆగష్టు 14	14 de agosto
ఆగష్టు 15	15 de agosto
ఆగష్టు 13	13 de agosto
ఆగష్టు 12	12 de agosto
ఆగష్టు 11	11 de agosto
ఆగష్టు 10	10 de agosto
ఆగష్టు 8	8 de agosto
ఆగష్టు 7	7 de agosto
ఆగష్టు 9	9 de agosto
ఆగష్టు 5	5 de agosto
ఆగష్టు 4	4 de agosto
ఆగష్టు 2	2 de agosto
ఆగష్టు 3	3 de agosto
ఆగష్టు 6	6 de agosto
ఆగష్టు 1	1 de agosto
ఐప్యాడ్	IPad
డిసెంబర్ 27	27 de diciembre
జలాంతర్గామి	Submarino
ఆగష్టు 16	16 de agosto
ఆగష్టు 29	29 de agosto
ఆగష్టు 28	28 de agosto
ఆగష్టు 30	30 de agosto
ఆగష్టు 25	25 de agosto
ఆగష్టు 26	26 de agosto
ఆగష్టు 23	23 de agosto
ఆగష్టు 27	27 de agosto
ఆగష్టు 21	21 de agosto
ఆగష్టు 20	20 de agosto
ఆగష్టు 24	24 de agosto
ఆగష్టు 18	18 de agosto
ఆగష్టు 17	17 de agosto
ఆగష్టు 22	22 de agosto
ఆగష్టు 19	19 de agosto
ఆగష్టు 31	31 de agosto
మైకల్ జాక్సన్	Michael Jackson
డిసెంబర్ 28	28 de diciembre
అఫాసియా (మెదడు వ్యాధి వల్ల మాట పోవడం)	Afasia
ఫ్లూ	Gripe
సెప్టెంబర్ 15	15 de septiembre
సెప్టెంబర్ 14	14 de septiembre
సెప్టెంబర్ 13	13 de septiembre
సెప్టెంబర్ 12	12 de septiembre
సెప్టెంబర్ 8	8 de septiembre
సెప్టెంబర్ 11	11 de septiembre
సెప్టెంబర్ 7	7 de septiembre
సెప్టెంబర్ 10	10 de septiembre
సెప్టెంబర్ 5	5 de septiembre
సెప్టెంబర్ 4	4 de septiembre
సెప్టెంబర్ 9	9 de septiembre
సెప్టెంబర్‌ 2	2 de septiembre
సెప్టెంబర్ 6	6 de septiembre
సెప్టెంబర్ 1	1 de septiembre
సెప్టెంబర్‌ 3	3 de septiembre
డిసెంబర్ 29	29 de diciembre
వివిక్త కొసైన్ పరివర్తనం	Transformada de coseno discreta
సెప్టెంబర్ 30	30 de septiembre
సెప్టెంబర్ 29	29 de septiembre
సెప్టెంబర్ 28	28 de septiembre
సెప్టెంబర్ 27	27 de septiembre
సెప్టెంబర్ 26	26 de septiembre
సెప్టెంబర్ 25	25 de septiembre
సెప్టెంబర్ 23	23 de septiembre
సెప్టెంబర్ 22	22 de septiembre
సెప్టెంబర్ 24	24 de septiembre
సెప్టెంబర్ 21	21 de septiembre
సెప్టెంబర్ 20	20 de septiembre
సెప్టెంబర్ 18	18 de septiembre
సెప్టెంబర్ 17	17 de septiembre
సెప్టెంబర్ 19	19 de septiembre
సెప్టెంబర్ 16	16 de septiembre
డిసెంబర్ 30	30 de diciembre
డిసెంబర్ 31	31 de diciembre
అక్టోబర్ 1	1 de octubre
అక్టోబర్ 15	15 de octubre
అక్టోబర్ 12	12 de octubre
అక్టోబర్ 10	10 de octubre
అక్టోబర్ 14	14 de octubre
అక్టోబర్ 9	9 de octubre
అక్టోబర్ 8	8 de octubre
అక్టోబర్ 13	13 de octubre
అక్టోబర్ 7	7 de octubre
అక్టోబర్ 11	11 de octubre
అక్టోబర్ 6	6 de octubre
అక్టోబర్ 4	4 de octubre
అక్టోబర్ 5	5 de octubre
అక్టోబర్ 3	3 de octubre
అక్టోబర్ 2	2 de octubre
మేక	Capra aegagrus hircus
అక్టోబర్ 31	31 de octubre
అక్టోబర్ 30	30 de octubre
అక్టోబర్ 29	29 de octubre
అక్టోబర్ 28	28 de octubre
అక్టోబర్ 26	26 de octubre
అక్టోబర్ 25	25 de octubre
అక్టోబర్ 24	24 de octubre
అక్టోబర్ 27	27 de octubre
అక్టోబర్ 22	22 de octubre
అక్టోబర్ 23	23 de octubre
అక్టోబర్ 20	20 de octubre
అక్టోబర్ 21	21 de octubre
అక్టోబర్ 19	19 de octubre
అక్టోబర్ 17	17 de octubre
అక్టోబర్ 16	16 de octubre
అక్టోబర్ 18	18 de octubre
నవంబర్ 15	15 de noviembre
నవంబర్ 14	14 de noviembre
నవంబర్ 13	13 de noviembre
నవంబర్ 12	12 de noviembre
నవంబర్ 11	11 de noviembre
నవంబర్ 10	10 de noviembre
నవంబర్ 7	7 de noviembre
నవంబర్ 8	8 de noviembre
నవంబర్ 9	9 de noviembre
నవంబర్ 6	6 de noviembre
నవంబర్ 5	5 de noviembre
నవంబర్ 4	4 de noviembre
నవంబర్ 3	3 de noviembre
నవంబర్ 2	2 de noviembre
నవంబర్ 1	1 de noviembre
నవంబర్ 30	30 de noviembre
నవంబర్ 29	29 de noviembre
నవంబర్ 28	28 de noviembre
నవంబర్ 27	27 de noviembre
నవంబర్ 26	26 de noviembre
నవంబర్ 25	25 de noviembre
నవంబర్ 23	23 de noviembre
నవంబర్ 24	24 de noviembre
నవంబర్ 21	21 de noviembre
నవంబర్ 20	20 de noviembre
నవంబర్ 22	22 de noviembre
నవంబర్ 19	19 de noviembre
నవంబర్ 18	18 de noviembre
నవంబర్ 17	17 de noviembre
నవంబర్ 16	16 de noviembre
సిడ్నీ	Sídney
మెల్బోర్న్	Melbourne
ఎరుపు	Rojo
అగ్ని	Fuego
ఫోటాన్	Fotón
భూమి వాతావరణం	Atmósfera terrestre
జార్జ్ ఆర్వెల్	George Orwell
నైలు నది	Nilo
కాంగో నది	Río Congo
తోకచుక్క	Cometa
టెహరాన్	Teherán
అద్దిస్ అబాబా	Adís Abeba
జకార్తా	Yakarta
అంకారా	Ankara
1961	1961
అడుగు (కొలమానం)	Pie (unidad)
1960	1960
జావా (ద్వీపం)	Java (isla)
అమెజాన్ నది	Río Amazonas
మస్కట్	Mascate
గ్రహశకలం	Asteroide
అమెజాన్.కాం	Amazon.com
సూర్య గ్రహణం	Eclipse solar
అడిడాస్	Adidas
పాఠశాల	Escuela
విశ్వవిద్యాలయం	Universidad
ప్రిటోరియా	Pretoria
టేబుల్ టెన్నిస్	Tenis de mesa
సూపర్ నోవా	Supernova
వికీపీడియా:Sandbox	Wikipedia:Zona de pruebas
ఇల్లు	Casa
పట్టణం	Villa (población)
ల్యాప్‌టాప్	Computadora portátil
కంప్యూటర్ హార్డ్‌వేర్	Hardware
బీజగణితం	Álgebra
పటము	Mapa
నది	Río
ఓఝస్కు	Osasco
గ్లాస్గో	Glasgow
న్యూట్రాన్ తార	Estrella de neutrones
టెలిస్కోపు	Telescopio
పెట్టుబడి	Inversión
రేడియో ఖగోళశాస్త్రం	Radioastronomía
మదర్ బోర్డు	Placa base
TV ట్యూనర్ కార్డ్	Tarjeta sintonizadora de televisión
కురితీబా	Curitiba
అడవి	Bosque
వర్గం:1888	Categoría:1888
యుఎస్‌బి ఫ్లాష్ డ్రైవ్ (USB Flash Drive)	Memoria USB
జిచిఉజ్ఫాలు	Zichyújfalu
హార్డ్ డిస్క్ డ్రైవ్	Unidad de disco duro
మిట్ రోమ్నీ	Mitt Romney
నౌకాదళం	Armada
సుందరవనాలు	Sundarbans
పడమటి కనుమలు	Ghats occidentales
భారత పర్వత రైల్వేలు	Ferrocarriles de montaña de la India
సహకార సంఘాలు	Cooperativa
రాజీవ్ గాంధీ	Rajiv Gandhi
కన్ఫ్యూషియస్	Confucio
మార్లిన్ మన్రో	Marilyn Monroe
కర్బిన్ బ్ల్యు	Corbin Bleu
వర్గం:గణిత శాస్త్రము	Categoría:Matemáticas
సూరత్	Surat
వర్గం:భారతదేశ చరిత్ర	Categoría:Historia de la India
మూస:Country data Iran	Plantilla:Geodatos Irán
బాలి	Bali
షెర్లాక్ హోమ్స్	Sherlock Holmes
సాంస్కృతిక పునరుజ్జీవనం	Renacimiento
గూడు	Nido
స్తంభం	Columna (arquitectura)
వర్గం:1888 జననాలు	Categoría:Nacidos en 1888
యూరో	Euro
మధ్యధరా సముద్రము	Mar Mediterráneo
లారీ పేజ్	Larry Page
క్రైస్తవ మతము	Cristianismo
బెర్లిన్ గోడ	Muro de Berlín
గంగా నది	Ganges
బియ్యము	Arroz
ఖండం	Continente
మూస:ALA	Plantilla:ALA
అడిలైడ్	Adelaida (Australia)
పక్షి	Aves
రాజధాని	Capital (política)
గుజరాతి భాష	Idioma guyaratí
నెల	Mes
ముస్తఫా కమాల్ అతాతుర్క్	Mustafa Kemal Atatürk
1948	1948
నెమటోడ	Nematoda
1949	1949
హువాంగ్ గ్జియాన్ హన్	Huang Xianfan
1956	1956
1941	1941
1945	1945
1958	1958
శాతవాహనులు	Dinastía Satavájana
1926	1926
